,title,rating,date_of_stay,review,resort_name
14,Bali Getaway,40,May 2019,"Villa Bhavana is in a great location, close enough yet far enough out of the chaos. Staff are delightful and the setting so private and peaceful. A few things need attention which would make all the difference in the world. Cleaning needs to be improved, as we had to point out to the staff, attention to detail is not great, fresh water not always left and 1 towel left for 2 of us on more than one occasion, so a few things that are really frustrating but with a little attention would be a big leap.",Bhavana Private Villas
15,Great location,30,March 2019,"We’ve stayed at Bhavana Villas before. They have certainly done some maintenance since our last stay, which is great to see.

Unfortunately they’ve dropped the ball a little on service. Staff are lovely and friendly, but daily we had to ask housekeeping for items not replaced, such as removing towels or face cloths etc and not replacing them.

Bed was terrible. It was hard and caved in the middle. We had to put pillows between us so we didn’t keep rolling into each other.

Breakfast was just breakfast. Nothing outstanding. Disappointing the fruit juice included is actually powdered or a flavouring. It’s not fruit juice. If we were to stay again, we would not have breakfast included.

Pool was great size. A little dirty from debris from the thatch roof.

It’s a great location and good value for the discounted rate we had. Would I stay at the full rate no. Not worth the money. If you can get it at a discounted rate, definitely worth considering.",Bhavana Private Villas
16,Very nice villas,40,January 2019,"The villas themselves are really beautiful. The rooms are clean and well maintained. The bathroom's outside yet very minimal bugs and mozzies which we were simply amazed at. Large outdoor seating area in front of the pool which is a plus. There is lots of street noise so it's not the quietest villa. The main downside would be the breakfast and room service. We would get breakfast cooked for us in the villa yet the plates would not get cleared when the room gets cleaned. Instead, they would pile up for 3-4 days before getting cleared which made lots of wildlife hover around and nibble at the food which really wasn't pleasant. The room service arrived freezing on 2 occasions and it really wasn't very nice at all. But the villa itself is very spacious and comfortable.",Bhavana Private Villas
17,Our honeymoon trip was bad experience because of the Bhavana Villas,10,December 2018,"We did like :

1. pick-up and drop off from and to the airport. The driver was here on time.
2. The human side of some stuff.

We didn't like a lot of thinks :

1. During the check-in the stuff obliged us to pay right away. Although we've had a confirmation for an early check-in we had to wait for 1 hour to get our Villa ready. We've got to the Villa after a 10 hours flight so we were so exhausted

2. We were chocked by the cleanness of the Villa, the bed sheets were way to washed and cleaned but there too old and used 1000 times because they were no longer white but almost yellow. The furniture is way too old.

3. For breakfast, the utensils were not clean, so my wife lost appetite and she got sick for the first two days.

4. The massage kit was awful, a very old table that should be no longer used, a broken and old container for the massage's oil and other things.

5. There only one driver who is not available all the time during the day time, so if there is a high emergency you have to wait for the ambulance.

We can go over and over but I think these five are enough. When we saw the terrific condition of the Villa at the beginning we've asked for our money back and go to another one, they said NO we've already took the money and there is no refund. We've sat with the managers few days later, and they said no refund as well, they offered some free tours but we already had our tour guide booked outside the villa.",Bhavana Private Villas
18,"Lovely, quiet & private",40,October 2018,"We stayed here for 4 nights and had a lovely stay. Prior to arriving we read some negative reviews that made us nervous, but also helped us manage our expectations which we found was iimportant in bali. This is a 4 star villa, Here is a list of positive aspects and opportunities for Bhavana Villas:

Positives:
- lovely lovely staff
- very private and quiet
- beautiful gardened pathway to villa
- lovely pool that gets intermittent Sun which was perfect for us, we loved it
- absolutely gorgeous bathroom with huge shower + outdoor shower + bath and large vanity, complimentary water to brush your teeth
- traditional style villa with beautiful wood furniture
- comfy bed and lots of lovely pillows
- cleaned daily
- turn down service in the evening including extra mosquito coils and candles
- breakfast cooked daily was a nice touch

Opportunities
- the wooden and material blinds need fixing. Technically still work but despite this being mentioned in many reviews they have not fixed this yet
- there was only 1 pool bed instead of 2
- they work on a system where you leave your towels on the floor if you want them changed. On the 3rd day I wanted a fresh towel but they hung up my dirty towel instead of changing it
- our pool towels smelled by the end so they should change them every 2nd day regardless due to the constant humidity
- the sound system needs updating our phones didnt work on it
- I waited 1.5 hours for my room service which comes from a busy cafe 1km up the road so perhaps room service here isnt the best option, I should have just got the food myself instead of being lazy",Bhavana Private Villas
19,Will be back,50,October 2018,"Great time staying here, absolute luxury. Beautiful staff, lovely breakfast, pool villas amazing. We will definitely be back here. Central to all things in Seminyak and close to lots of cool restaurants and bars",Bhavana Private Villas
20,Disappointed,30,September 2018,"Like the previous review I contemplated to put up a review or not. I let the ""little "" things go however the little things just kept happening to the extent that reflected resentment. I booked the villa a few days before travel and ""picked"" up a deal so I was led to believe @ $ 200 per night room only.

On arrival nice greeting but waited an hour, we asked what the hold up was on our room to be informed the room wasnt ready as the current occupants had been held up with a minor traffic accident - they were ok just running late - these things happen.

We informed staff the DVD and CD player outside was not working, we had hoped to listen to our music we bought (oldie stuff not the doof doof the younger generation listen to ) whilst having a quiet drink around the pool and the DVD player in the room had no remote. They suggested moving the player from the room outside to listen to music then move back in to the room for DVD hence hubby couldn't listen to his music in the pool if I chose to relax inside with a chick flick.

We have stayed in 5 different villas over the years in this area and this happened before in another villa the staff went out of their way to find a replacement player which I suppose I expected this time?

I too accidentally broke a glass which I signed for the cost of $5 to replace (I note another review had to pay $10 ) even asking for another glass daily (I prefer tall glasses to drink from ) this was not replaced.

On the third day the pool was very low on water way below the skimmer box consequently the water jets struggled becoming very loud and the wonderful large water feature stopped flowing. We asked for a top up to be told maybe tomorrow as they were working on the plumming, that must have been the reason for that very loud bore drilling and workman out the front all week and little or no pressure for morning shower.

Had to also like others ask for towels at least one each every other day.

Two nescafe satchels a day we asked daily for another one.

The toliet was not secure and wobbled and every time I used it I felt unsafe. Tap fitting and shower head loose. Hot water ran out quarter fill bath.

Ok I hear you say ""get a grip and stop being precious"". I agree however its the ""little things"" that make a well deserved break worthwhile.

I offer constructive comments as to improve these once wonderful villa's and this is what I believe the correct forum.",Bhavana Private Villas
21,The Truth,30,February 2018,"I have been contemplating whether to write this review but if you are reading this then like myself you come searching trip advisor before booking your next holiday. This is just my honest experience. I booked a two bedroom villa at Bhavana for 5 nights in Feb this year. We arrived at the airport and our transfer was not there to pick us up. After contacting the hotel more than 3 times, over an hour later someone came to pick us up. (not so bad). When we arrived at the Villa we were welcomed by lovely staff although the villa itself was pretty run down. The blinds were broken, bath tub cracked etc. During our stay the bathroom was not properly cleaned once. Just mopped (slippery tiles). This is when my sister accidentally knocked a glass over as she slipped (on the slippery wet mopped tiles). We did not think anything of it until it came to check out. The staff had kept the glass pieces in a plastic bag and then charged us $10 Australian to replace it. (We had called to say it was an accident to clean it up). Considering the amount of money we had paid to stay here we were quiet shocked. Breakfast at the Villa was not nice at all. My sister got food poisoning from the meat (she had not eaten anything else) and spent the day vomiting. The towels were never changed even after asking the staff we were given only one towel between us. The pool was large and got lovely morning sun. The bed was quite comfortable and we loved having our own bedrooms and our own bathrooms. I wouldn't recommend staying here more than 2 nights as there are much nicer places to stay (especially for the price).",Bhavana Private Villas
22,Lovely comfortable villa,40,September 2018,"We’ve been staying here for the past week with still 3 more nights to go. I’m seeing lots of negative reviews here. I’m not sure why. Maybe people’s expectations are way too high. The villas are lovely. They are clean and tidied every day. There is also the evening turndown service with mozzie control. There is no problem for new towels, sheets or anything really. The staff are friendly and more than happy to see to any requests. Breakfast is adequate for a complimentary every morning. You just fill out your request at reception the night before. Our pool is maintained and extra candles have been brought in for a wee bit more lighting but it is adequate anyway.
This is not a 5star hotel. It’s a villa!! We are not in Europe, it’s Bali!!! It’s a simpler way of life with not all the mod cons of home.
I do agree however with the taps. Shower head and taps definitely need to be replaced and maybe an upgrade of blinds wouldn’t go astray either. For the price it’s well worth it. That’s the only gripe I have really.",Bhavana Private Villas
23,Not clean at all,20,August 2018,"We just had a three-night stay at Bhavana Villas. The villas had many benefits - nice location, plenty of space, friendly staff - BUT everything dissapears when there is no cleanness. The pool and the surrounded area was full of bat droppings which we had to ask to clean every day. Pool couldn't be used due to dirty water. Our breakfast was served at the room and they didn't even clean the table from the bat droppings. The plates and forks were not washed properly. We stayed 3 nights and they didn't change neither the towels nor the bedsheets despite the fact we asked them to do it. Extremely expensive for such unclean place.",Bhavana Private Villas
24,Disappointed,20,June 2018,"I'm writing in to say how excited my partner and I were when we saved up for a 12 night holiday to Bali . We had a fantastic flight with Garuda a great tranfer to the Bhavana private villas by Buffalo Tours then things started on a down hill slide as we saw the condition of villa number 4 . I don't know where to start but here i go. This villa needs alot of work starting with replacing the venetian blinds other and blinds that were broken , the dvd was missing , down light globe's not working , lamp shades falling apart , the big old bed falls to the middle so we had to put a pillow between us , had a nice big bath used it but couldn't get rid of the water as the plug was broken and later repaired after I brought it to there attention , the bathroom sink tap had water sprayed out everywhere except in the sink when it was used, very hard to get the used towells and bed sheets exchanged for some reason plus there was no face washers and tea towels and just a very old sponge to wipe things down with .To book breakfast you had to fill in a form and after the first morning we happen to loose our pen so i asked if I could have one the reception response was they didnt have any spare ones and we didnt even get one in the room when we first arrived , but low and behold our pen turn up the next morning at the front desk as it had my partners name on it and im not blaming the staff just the management not having one for the room when we first arrived and spares for themselves . We had only 1 bathrobe in the wardrobe didnt ask for another one , had to remind staff to top up the coffee, sugar , tea container .The private pool was ok but again needs an upgrade as there was a broken paver and i had to ask for chlorine as it started to go green . Our whole holiday here just seemed like hard work trying to get things we paid for . The disappointing issue here is we paid top dollar for this accomdation with no benefits which you normally get at resorts, The Haven was fully booked so we were recommended this place by a travel agent so i looked up the glossy review on their web site and it looked great but maybe the photos were taken ages ago . The staff were helpful and friendly but as soon as you asked for something it looked like the made out they couldn't understand . I couldn't recommend this place to anyone unless they looked at bettering the issues i had and lowering the price and added little extras and upgrading at least villa 4 that we saw . To sum it all up its just a very run down over priced villa . P.s just to top things off after checking out i left behind a small bottle of Smirnoff and some scotch which I thought they might like and reception had the nerve enough to ask for money for a crappy old glass which was accidentally broken by my partner . I cant beleive after all the tipping and my partner giving away a dress and a top to management they had a nerve to ask for money. Once they saw I was annoyed they ask me if I can write down on a piece of paper explaining it was an accident again couldnt beleive what i was hearing so eventually they said because we were booked there for a lengthy term not to worry about it . Please look around before booking here .",Bhavana Private Villas
25,Needs upgrading,30,May 2018,"We stayed at these villas last week, upon appearance looked lovely until looked further.
Needs maintenance done on our villa we stayed in, walls replastered, but bubbling and peeling away.shower door didn’t shut properly, lighting very dark and poor, outside bathroom needed a fan.
Towels were grey in colour and stained, although clean. Sheets had blood stains on them, pool towels very discoloured and on one occasion had holes in one.
Was suppose to have 2 bottles of water everyday , after 3rd day started to not get them and had to keep asking, was told on 5th day they were out of stock.
When put towels in bath to be renewed didn’t replace them had to keep asking when wanted new ones.
Breakfast was very poor, filled in forms for what wanted and on several occasions got the wrong breakfast, bread/ toast was stale.
Had problems with bats at our particular villa every day waking up to bat droppings everywhere and on sofas, sun beds, coffee table.
On one occasion the aircon was dripping water in bedroom over floor and dripping near the lights, called maintenance, sorted it out, but used our bath mat to wipe up water then put back in our bathroom to use, was filthy.
Pool was freezing as sun only got about 1/2 hrs on it, also no hand rail to get in or out of pool.

On good note the staff was very polite, but won’t be staying or recommending these villas sorry.",Bhavana Private Villas
26,5th return stay and as good as ever,50,October 2017,We have stayed at bahaha a five times and it has not disappointed. This is an ideal location to eat street yet not so close as to hear the noise of the traffic. The staff are super friendly. He beds super comfy and the pools incredibly large. We always enjoy returning!,Bhavana Private Villas
27,"Great overall, my list of pros and cons",40,May 2018,"Upon walking in, the villas are incredibly luxurious and impressive. Later on you begin to see small improvement points, but it is one of my most relaxing stays in 4+ star villas in Bali so far.

It should also be noted that there is no restaurant or bar, the nearest being two options within 100m walk, the rest (endless restaurants and bars) around 800m walk away on the same street.

Pros:
- Maintenance done 2x per day
- Very attentive and happy-to-help staff
- Staff member comes to the villa to cook breakfast each morning
- Extremely picturesque
- Sound system with bluetooth
- Good WiFi
- Staff won’t touch your personal belongings during maintenance
- Very close to all of the nice restaurants in the area (i do recommend a moped or taxis, plenty of moped parking provided)
- Mozzie coils lit, bed re-made and mozzie drapes let down every evening
- Full size pool, even in a 2-person villa

Cons:
- Room service was slow.. 30+ minute wait each time we ordered a slice of cake
- Towels go missing (easily replaced by calling reception however)
- Small maintenance issues... pool irregularly cleaned, lights not working etc
- minimal bar benu - choices consist of only of bintang, wine, and a small array of non-alcoholics
- very small choice of food as well.

Overall I give Bhavana a 4/5.
Maintenance and room service was a massive negative, but the noticeably great staff redeemed this.

I’d come here again with some improvements.",Bhavana Private Villas
28,Disappointing,20,March 2018,"I wouldn’t recommend these Villas at all. I booked for my partners birthday and experienced slow service, missing towels, unclean villas, and a strange breakfast. Why would you put mayonnaise on a fruit salad?!

The only service we enjoyed was the complimentary massage the girls did a fantastic job!

Very disappointing for the money you pay!",Bhavana Private Villas
29,Beautiful villas!,50,March 2018,"I stayed in a 1 bedroom villa last weekend and it was amazing. The villa looked exactly like the pics advertised and was very quiet and tranquil, the service was perfect and the staff very friendly and helpful. Great location also. I’d definitely stay again and recommend this villa!",Bhavana Private Villas
30,"Nice, convenient but tired",40,October 2017,"We stayed for 7 nights. Firstly staff make this place 4 star otherwise would probably give 3.5 based on maintenance. Breakfast served in your room is great. Nightly mozzie sprays and coils lit. Just really run down. Mould in showers, pool appliances and stereo didnt work which was fixed. Close to everything though. We also had a massage costing $120 aud on our anniversary which ended up being nothing like the Honeymoon massage they advertised (ended up being 3 hrs of repetitive massage no body scrubs etc included) so I wouldn't do that again. Over all nice and convenient but unless some serious maintenance is carried out probably wouldn't stay again. Again had the staff not bent over backwards probably would have been a harsher rating.",Bhavana Private Villas
31,Good location,40,August 2017,"We enjoyed our stay here and was very comfortable. Within walking distance to shopping, restaurants, beach etc. Staff were very pleasant and accommodating. My only criticism was the pool - the filtration didn't seem to be working efficiently .",Bhavana Private Villas
32,All round great place to stay,50,August 2017,"We recently stayed in a 1 bedroom villa and overall everything was pretty spot on. Villa is definitely spacious, and there are a lot of nice touches which make you think that management does care about the guest experience (and has answered some of the issues dealt with in negative reviews here). People mentioned mosquitos (you are staying in the tropics at a location which provides you with a private pool...) I personally had no issue with them and the same came through and lit mosquito coils each evening + there were matches provided to light your own. The outdoor area with fan was great, funnily enough I dont come on holidays to somewhere warm to sit inside in the air conditioning, it was pleasantly breezy and we didnt end up switching the fan on all. Breakfast cooked in the room was a nice touch, was it the finest gastoronomic delight Ive ever experienced, no, but did someone carry everything in on their head at the exact time I requested each morning and cook it for me in my room - yes, so I liked it and am definitely not complaining! Location is great, Eat Street is maybe 5min walk away,its seriously faster to walk to Seminyak Square than get any sort of shuttle with traffic.
Overall for a couple looking for some quiet time but still close enough to get to the action and a few nice touches around the place to make the experience a bit more memorable these villas are a fantastic option.
If your a business traveller concerned about mood lighting during meetings and whether the wifi will break the sound barrier perhaps do a search for a hotel with meeting rooms, a business hub etc and not private tropical villas...",Bhavana Private Villas
33,Comfortable but Tired,40,July 2017,"On the surface it looks great but it is starting to get a little tired and needs some maintenance and updating. The staff are very friendly and helpful. We tried most of the items on the included breakfast menu during our stay and enjoyed most of it. The portions were a good size and filled us up for the day ahead.
We enjoyed our stay and will be back again with the kids.",Bhavana Private Villas
34,"From outside wow,from inside?Not too wow",30,June 2017,"So,first of all you will notice that the location of the villa is a bit far from crowded street.Arrive at the villa greeted by a humble staff.Check in went quickly and we escorted to the room right away.First impression be like ""This is the best villa ever!"".Sadly after you dig deeper into the room(Me was two bedroom)you will find out that
1.A lot of mosquito
2.Bed cover were dirty with stain
3.Same apllies to the towel
4.Very dark light system
5.Limited power socket
6.Wifi are not too fast
Breakfast are quite not tasty,10 option available.For points 2-5 i still able to ingnore it.However the mosquitos are very irritating.Yes they have anti mosquitos curtain surrounding the bed,but the mosquitos still able to enter the bed through a small gap in each upper corner.This has disturbed my sleep.Management need to fix this.Pool is quite dirty,the filter system didnt work good enough
Note : if you stay on the right hand side villa,when you're on shower,people can actually saw you from the grand la villais hotel upper floor,so be careful",Bhavana Private Villas
35,Nice Villa for Family,50,June 2017,"The 2 bed rooms with the private pool so perfect for the family members. Strategic location, easy to find the food & go to the beach. The staff very helpfull & friendly. Absolutly will be back to this place.",Bhavana Private Villas
36,Challenging Property,20,June 2017,"1. Property is prominently marketed. 2. Only cooled section is bedroom so forget this place if want to mix leisure & work. 3. No provision for luggage store in bedroom. 4. Lighting is poor throughout. 5. All food is outsourced with a limited menu serving 2nd class & possibly poor hygiene meals suited more to religious sentiments without compromise. e. g. chicken sausage & imitation 'bacon' full of preservative chemicals. 6. Property would benefit from having its own decent restaurant. 7. No lounge, bar facilities. 8. No T. V. reception during the stay. 9. Security seems poor to absent. 10. Asking for a 1/2 day rate & airport transport hotel staff wanted cash only seems an irregular arrangement in what should be a well managed hotel in a prominent hotel group. 11. Hotel front desk not always attended & staff need guidance. 12. Hotel not suited to persons with special needs or need wheel chair access. 13. Hotel is not by any means a full service property. 14. Seminyak seems to have a 'used by date'. 15. Difficult to recommend this property unless nothing else going. 16. Hotel status & membership in Accor should be reviewed as a matter of priority.",Bhavana Private Villas
37,Good not great,30,June 2017,"Great location - short walk to eat street. Villa had an awesome layout. Friendly, helpful staff. Hade the potential to be great however not very clean. Bed sheets and towels were old and stained. Air conditioning wasn't very good.",Bhavana Private Villas
38,It's an old villa which is in dire need of renovation.,20,June 2017,"Our stay at Bhavana villa was unsatisfactory. we had a two bedroom villa and the rooms had substandard amenities - the taps were grimy and rusty, one of them wasn't fixed to the bathroom bench securely. the mosquito nets covering the four-post beds had 1"" gaps around the posts at the top. it seemed the roof thatching didn't meet the wall properly so there were geckos entering our room and waking us up with their night calls. The location is good, not far from 'eat street'. the hot water in the shower was good. the wifi kept dropping out. the staff are cheerful, although they don't clean the room very well. we had to ask them every day to change our towels, most of the towels smelled of 'damp' and the bedsheets did too. bedsheets had weird stains on them also. the cooked breakfasts were average. it's not a quiet villa complex..",Bhavana Private Villas
39,Loved it.. would recommend,40,April 2017,"We arrived here ""off the street"" as the villa we were staying at was very sub standard, they had a room available and would check us in that afternoon yaaay + a complimentary massage and breakfast included.

Location is good, approx 5 min walk to Seminyak Square and main street lined with plenty of shops and restaurants.

Our villa was 2 bed, 2 bath, big swimming pool, beds were very comfortable, mosquito nets around beds, very open - each night turn down service provided, blinds closed, mosquito nets closed, rooms sprayed with bug spray..

On the 2nd night the AC in my room lost cooling, rang reception and someone came down immediately to fix. Unfortunately it wasn't fixed, i called them again and they offered me another room for the night until the AC was fixed.

My birthday happened to fall whilst staying here, in the Afternoon the manager turned up with a cake and flowers!! I'm not a flower person but the gesture just shows the good nature of the Balinese people.

Had it not been for the AC being broken for 3 nights I would've given these guys a 5/5.. If I go back to Bali I will definitely be staying here again!",Bhavana Private Villas
40,Not what was expected,30,April 2017,"We arrived late at night and we were shown to our villa where everything looked amazing just like the web site except for the abundance of mozzies Sadly for Us that's where it all stopped. Used the toilet & nearly fell off it as it was broken and not secure. We went to bed as it had been a long day and the bed sagged into the middle so no matter how we tried to sleep it just wasn't happening the slats supporting it were broken. So with very little rest the next morning we went to use the shower which looked amazing only to find that too was broken, leaking as much water out of the hose connection as the shower head so not good at all. The tap on the vanity was only just usable as it was not connected to the basin so when you flicked the tap on it pulled out of the basin
The next thing was the pool pump was leaking water everywhere and making so much noise as it was not working properly. so to their defence, they came and fixed everything except the pump noise so we at least thought we could shower and sleep but nooo, the shower was great but the bed as soon as we hopped in it sagged and the slats fell through again so no sleep again. So needless to say our experience there was less than a pleasure. But again in their defence, they did do fobbing to reduce the mozzies. We may have just been unlucky as we only stayed 2 nights so we may have just been given a villa that was infarct under a maintenance program.
Unfortunately for me it was my first stay in a villa so it was disappointing to say the least",Bhavana Private Villas
41,Awesome!!,50,April 2017,"We booked the two bedroom villa with a private pool, was better than the photos! Staff were extremely helpful and friendly, cleaning in the morning then coming to spray the room for mosquitos in the evening, free American or Indonesian breakfast everyday and great location - could not speak higher! Thanks to the staff, we will see you again next time!! :)",Bhavana Private Villas
42,"Secret retreat metres from ""Eat Street""",50,May 2017,"We were staying at other villas in Seminyak that were just too far to walk to and from the restaurants, cafes and bars of Eat Street.
One morning we walked about and visited quite a few of the private villas in the area .... and then we found Bhavana Private Villas!
The staff helped out with a quick viewing and we decided right then we would move.
They arranged pick up from our previous villas and nothing was too difficult.

The villa itself awesome! Private pool, outdoor living area with kitchen dining abd lounge areas.
The bedroom has a 4 poster bed with mozzie netting and a very QUIET a/c which is great for a good sleep.
Beyond the bedroom is an indoor/outdoor bathroom and shower area with a double shower either indoor with hot/cold water or an outdoor cold only shower.
Lots of space and great visual design throughout.
We would recommend these villas!!",Bhavana Private Villas
43,Awesome,40,April 2017,Staffs are friendly and helpful but they need to work the cleanliness of utensils. They have in-house breakfast preparation which is really cool I think. The overall experience is superb. I would surely stay there again.,Bhavana Private Villas
44,Romantic getaway,50,March 2017,"Being our first international couples trip, we decided we wanted to splurge and have our own private villa. Bhavana looks exactly like the pictures! So exotic, cultural and cosy. The Villa was everything we had hoped for-- even breakfast prepared daily in our Villa! The staff were completely accommodating to all of our needs and the location was perfect. Just down the road from Seminyak Square and all of the yummy eateries. Staying here for 7 nights was magical, would completely recommend for any couple.",Bhavana Private Villas
