,title,rating,date_of_stay,review,resort_name
10,Worst hotel I’ve ever known,10,December 2022,"I stayed in this hotel for 20 days based on my friend’s recommendation. I booked this hotel for 2 rooms through booking.com. 1 room for 14Dec-3Jan and 1 room for 14-21 Dec.
Unfortunately, my parents had problem for traveling and cannot come to Bali. So 1 room for 14-21 Dec I have to cancel it. Then I went to booking.com and cancel the reservation. However, the booking.com notified me that the cancellation fee can be waived based on the hotel approval. So, I talked to Evelyn and she said the reservation must be charged based on booking.com policy. I have no words, when booking.com said it based on flexibility of the hotel. But hotel must charge it because of the booking.com policy. Anyway, not a big deal. After that, we received message from HOTEL that they charged me the cancellation fee for first night. They said, hotel charge it, but they cannot give us the invoice.
During our stay, we had unpleasant experiences.
1. The bathroom was very stinky. Called FO and asked someone to check it. ENG was checking our room but he did nothing. And asked me to put the fan on. We had smell rooms for many days. I asked housekeeping to do something and finally he did something and put air refreshner in the bathroom.
2. I do not feel safe during my stay. 1 time I saw 2 suspicious old ladies strolling around the corridor and waiting in front of the hotel’s room (from 1 room to another room). Everybody can access to all floors without card.
3. 1 time, My partner was staying in the room. And 1 employee was entering the room, he said someone was calling them and asking for key access when nobody was asking.
4. Receptionist mentioned our room number in front of other guests. In my opinion, they shouldn’t mention room number in front of other guest to protect our privacy.
5. I was asking for concierge assistance to send my package from lobby to my room. However they refused with reason : no staff to do it.
6. Breakfast foods was boring. Stayed for 20 days with same foods everyday. Tried dinner 1 time in the restaurant, and I never come back.
7. Hotel area area mastered by local taxi mafia. You cannot order taxi online from hotel or to hotel. Be careful if you do it, they will approach you at any time and ask you to go out from the car
8. I need invoice for my stay and the room that I cancelled. The receptionist and reservation said that they cannot issue the invoice as the hotel paid by travel agent. They refer me to contact booking.com. Meanwhile, we contacted booking.com and they said the hotel should provide the invoice, not them. I talked to duty manager with no solution. They keep asking me to contact booking.com. I dont know what to do, both of side cannot issue my invoice. I stayed there 20 days and they treat me like this. This is ridiculous. Low end service provided by them.
I do not recommended this hotel at all. Not worth for money for many reasons. There is alot of nice hotels around with similar price.",Primera Hotel Seminyak
11,very bad staff,10,December 2022,"if you are staying in ramada you can not use online taxi app. you have to use taxi service with whom they have tie up, no matter how hefty amount they charge, if you refuse to use it you be ready to carry your luggage outside ramada approximately 1 Km. They will tell you its local law. we told them at least you send somebody from your staff with trolly to keep our luggage outside Hotel to which they refuse, if they want they can help their customers but they dont want. They get commission from the local taxi service. The guy who is there from local taxi service is so so rude, he does not even know how to talk to the tourist, he insults us and manager of Ramada was supporting him , very very very bad staff, employee and especillay the lady manager. Never Ever stay there.",Primera Hotel Seminyak
12,Good city hotel,40,December 2022,"Booked this hotel for our first two nights through AGODA on a non refundable rate. Unfortunately the flight got cancelled and we could stay there only for the second night. I sent a message from the Airport to inform that we couldn't arrive on day 1, received a reply that the original booking will hold but no refunds will be given. (Fair enough)

Pros:
Reception was great, very helpful. All smiley faces.
All the staff in other areas were very pleasant.
Rooms: clean & comfy.
Breakfast: Very extensive layout for buffet including live egg / pasta stations
Dinner: Mostly good, except for the mee goreng which was too salty /too much soy sauce I guess.
Free shuttle from the hotel to Seminyak at 10am to return at 4 pm
Spa, gym, pools

Cons:
Hotel is not close to any shops, beaches, attractions etc.
A typical city hotel with no space to take a walk inside the hotel premises. Even the pools are in very close proximity to the buildings.
They allow smoking in the restaurant...Many smokers in the restaurant at dinner time.. ruined my dinner experience ( Had a sign prohibitting smoking there during breakfast- would have been great if they prohibit smoking in the restaurant totally)",Primera Hotel Seminyak
13,10/10 service and Amazing bartenders,50,December 2022,"The bartenders here at the bar is very friendly. Eka Antara, Triyani ,Aditya ,Alex ,Eva ,dwi , Tika are the best bartenders I’ve met. Even in America the service is not as good as this place. Very kind and communicative and the service is impeccable. Would highly recommend staying at the Ramada hotel in Seminyak just for the service alone. Room is clean and nightlife is live here. Close to the beach and just the people here is what makes this place great. They treat everyone in a kind and friendly manner and easy to communicate with.",Primera Hotel Seminyak
14,Breakfast buffe 100k,50,October 2022,"We had an amazing stay at the hotel. All the staff at the hotel are very friendly and welcoming. We want to say special thank you to Ms. Party. She was very accommodating to our requests. We are vegetarian, she was very helpful in explaining the vegetarian menu at breakfast. Although the choice of vegetarian food is not much, but we enjoyed all of them. We will come to stay again. Please add the vegetarian options for breakfast",Primera Hotel Seminyak
15,Fantastic stay,50,October 2022,"Spending 3D2N at Ramadha Encore, and we had awesome experience here, specially for the room was absolutely fobulous and the breakfast was delightful. Thank you for the awesome service provided by parti. Cheers..!! Will come back to stay here in the future",Primera Hotel Seminyak
16,The most relaxing holiday.......ever,50,October 2022,"This was our 2nd visit to the Ramada encore, staying 6 days, in a pool access room.

Breakfast was included which had a wide selection of food to eat.. If you want a latte or cappuccino it is an extra $2- but the house drip filter is really really bad. The machine was down for 3 days and I think they use long life milk.😔

The room was well appointed, with a comfortable bed and the house keeping kept everything clean and replenished. The staff were helpful and polite.

The pool is magnificent and excellent size and provided lots of fun beds.

The couple of draw backs to this place is:

*It is about about a 20 minute walk to the shops which is not a straight walk and crossing roads we found a challenge as a zebra crossing means nothing.

*This place is isolated from everywhere else.... so you either have to walk or catch a taxi

*The breakfast menu is incredibly repetitive and they only had pineapple every second day and one day didn’t even have bananas one day.

*the staff were not as attentive as last visit and last time the staff k ew our names. Thus time it was like they had never seen us before. We were here 6 days????

* request bluebird taxi’s if you need to have a cab called from the hotel. One of their cabs drivers that they recommend charged us 4x’s the amount for the same distance that a bluebird metered driver charged. They say that the bluebird drivers will take 20 minutes to come. They ever only took about 3 minutes.",Primera Hotel Seminyak
17,Bad food experience,30,October 2022,"Overall its a good Hotel. But when it comes to food I would rate 1/5. So we ordered Indian food expecting to be perfect as there are a lot if Indians staying at this place. We ordered aloo Gobi matar and chicken butter masala, base of both the dishes were same. Which is not mentioned in the menu.

Secondly we had to wait for 30 min for parathas to come as first batch of parathas were raw so gad to send it back and then I received pitta bread again I had to send it back, then I receive my third batch which was again raw.
As a Michelin star chef I was highly disappointed with the food.

Breakfast I would rate it 4/5. Its a perfect blend of everything.",Primera Hotel Seminyak
18,5 star for food and stay,50,September 2022,"We stay here for the first and last stop, everything was perfect. I think this is the hotel with the biggest pool, and the breakfast was super tasty. Staff is always so nice especially PARTI. I really recomment this place. Looking forward to come back here❣️",Primera Hotel Seminyak
19,Large hotel with nice pool,40,November 2021,"Large hotel with nice pool.
The check-in took hours and staff not very helpful.
We requested and were approved an early check-in but did not happen upon arrival.
The rooms are spacious and they offer laundry service (paid).
The breakfast was great.
Good location from where you can easily walk to local areas.",Primera Hotel Seminyak
20,Been a while,30,September 2022,"Has been 6 years since we stayed here .
We opted for a pool side room, but it wasn’t jump off your door step into the pool . So I’m not sure why we were charged at the same rate ? . Should be classified as pool level .
The Resort itself has a Fair bit of wear and tear to what it was years ago , especially the rooms . We had a small bed for our young one , it was a bit dusty and sheets were dirty also . Missed the mark for price this time around as-well , will try elsewhere next time.",Primera Hotel Seminyak
21,Value for money,50,September 2022,"We stayed here overnight before moving onto our pre-booked accommodation. This was super cheap and convenient as we booked it only a few hours before arriving in Bali. We got the most simple room which was large and clean. We didn't explore the area, but I think it would be better to take a grab/taxi than walk from there. We ended up eating a buffet breakfast in the resort restaurant which was only $10 AUD. I would say this resort is excellent value for money.",Primera Hotel Seminyak
22,Reptile zoo,10,August 2022,"There were many lizards in the hotel
You could see lizards everywhere around at night was totally disappointed
And when talked to staff they told they are not dangerous
Obviously we know that but who expects a hotel full of lizards during their vacation",Primera Hotel Seminyak
23,Great stay with friends,40,August 2022,Stayed here in August 2022. The hotel is value for money. Not On the beach But in a quiet street with massage parlors and shops. This place is a very nice place to sty. Staff are great and friendly. We had a pool side room. Just walk out the door and into the pool. Perfect. The Rooms Are a little dated put they are nice. Breakfast was the highlife. Fantastic. If you do not like a short walk into legion rd . The hotel will call you a bluebird. Just a nice place to stay.,Primera Hotel Seminyak
24,Never fails to amaze,50,August 2022,"So happy to be back in Bali and even happier to be back at the Ramada Encore.

When your flight lands at midnight you wrestle your way out the airport, make it into your awaiting transport and before you know it. You are sipping a cold beer, expertly made cocktail and have a feed. The 24 hour bar and dining options are the greatest way to start a holiday fresh off the plane.

The staff are always smiling and ready to assist no matter what time it is.

The rooms are spacious, and the aircon is Ice cold. If you find yourself fortunate enough to have TAMA as your house keeper you’re in luck. His attention to detail always happy to get you what ever you need. The artfully folded towels each day and personalised notes are a beautiful touch. My wife’s new best friend… for which I’m grateful for the ease of pressure…

Can not wait to return, Terima kasih dan sampai jumpa !",Primera Hotel Seminyak
25,Just OK,30,August 2022,"While we snapped up a bargain & booked months ago, we were still disappointed. We reserved a pool access room which was more like a pool side room. It was right next to the restaurant area, kids swimming area & quite noisy.
Room was ok but bathroom needed a good Renovation, or at the very least a good clean around the shower area. Breakfast was very average , I would suggest going out for breakfast.
Safe in room was faulty & our passports & money were locked in it until the supervisor came and unlocked it . After that we didn’t trust the safe .
They provide 1 towel each , no hand towel and no face washer. One of our towels were very slightly marked & they tried to charge us for the cleaning. They had not even tried washing it! charging us for marking their off white towel left a sour taste.
Concierge was very helpful. Taxis found it easy to find the hotel . Hotel is not located anywhere near the seminyak shopping or restaurant/bar area. But we never had difficulty in getting a taxi there or back.
Very family oriented, if you don’t want kids around- stay elsewhere. For the money we paid this experience was ok I guess but next time we would prefer to pay more and get better service & a better location. You get what you pay for. We paid about $70 a night for twin pool access room. pretty cheap so can’t expect perfection .",Primera Hotel Seminyak
26,Spacious accommodation and pool nice but very remote,30,July 2022,"Pool set up gorgeous - we on ground floor so swim up pool lovely. Accommodation great we had a 3 bed appt very spacious, however foul moist smell on arrival. Breakfast buffet okay but not very good at making fresh omelettes etc and every morning had to ask for butter: cutlery to be replenished as none -think maybe short staffed post covid?! Website said free shuttle bus but we were told $5 hotel taxi ride to Seminyak from reception. Room service was quite nice but tiny portions. Very remote hotel not much in walking distance.",Primera Hotel Seminyak
27,Room Description does not match in real,10,June 2022,Details mentioned in Make My Trip does not match in real. The hotel receptionist kept on repeating the same line when we complained about this. They did not compensate and instead started to blame MMT for this.,Primera Hotel Seminyak
28,Our second home,50,July 2022,"Really like our second home in Bali. Great swimming pool, good taste for break fast and nice atmosphere. With that rate, it's hard to find a place as comfortable as that. Just a little suggestion so that the car park can be made more spacious and comfortable",Primera Hotel Seminyak
29,Good hotel with Good service,40,July 2022,"Good house keeping staff and clean rooms. Nice stay at hotel.
Good breakfast with multiple options and supportive staff

Front desk staff are need improvement on assist customers experience.

Property is far from semainik beach but good location considering peaceful atmosphere.",Primera Hotel Seminyak
30,Not really pleasant,20,July 2022,"Hello, we are from room 3313 and 3314 for 30 june and 1 july, named Michael.
We are 5 people, so when whecked in , we bought an extra bed set for 3314 room and get 1 breakfast included for each day.
We didn't take the breakfast on 1 july morning becuse of our schedule to nusa penida.
But on 2nd July morning, my father want to get the breakfast that is included on the extra bed (he is alone going to restaurant as we only have 1 breakfast), but he is shocked when the waitress at restaurant said he has room only, and he is being outcasted right away.
He is humiliated as everyone watch him even after he explain we have 1 breakfast, the staff said he didn't.
Two hours later, when me as his child went down to reconfirm, the different reception DO SAY that we had the breakfast for 1 person.
We are so so so disappointed with the services like that.
How can your staff missed that detail?
How can they be so rude by outcasting my father right away at the restaurant when he IS RIGHTOUS TO CLAIM HIS BREAKFAST?
is that how you treat your customer?
We are not minded to pay idr 100,000 or even idr 1,000,000 for breakfast , but how your staff treat him is NEVER ACCEPTABLE.
We are so disappointed, and we surely will never recommend you to anyone, instead we will tell everyone to stay away from your place as it really gives us very bad memories.",Primera Hotel Seminyak
31,Dissapointing,20,June 2022,"Very disappointing stay in Ramada Encore. Ants and cockroaches in the toilet, serious shortage of towels, no discount given on f&b as mentioned in booking.com, Breakfast buffet is disappointing as well and very unstable WIFI to add the issues.

Although Helpfull staff in reception, bell desk and restaurant chefs at live counter very kind and helpful as well.",Primera Hotel Seminyak
32,Value for Money,50,June 2022,"This hotel provide a great pleasure, nice and clean room. The bathroom also no problem. Overall great stay. I will comeback again for sure. Also the swimming pool was great view and ambience. Realy value for money.Thank you",Primera Hotel Seminyak
33,Good,50,June 2022,"Nice hotel and helpful staff. Cleaning is done every day. breakfast is nice. The only problem is that when alcohol is taken from the bar, the payment is made immediately and the room is not registered. I can recommend it to everyone, the prices are very affordable and it is a clean, stylish hotel.",Primera Hotel Seminyak
34,"Ramada encore by wyndham hotel, Seminyak, Bali",40,May 2022,"Ramada encore by wyndham hotel, at Seminyak, Bali
This is 4 star hotel, abit walk distance to Sunset Road, assume as exercises ...
The room quite big, very comfort bed/pillows, clean sheet ...
Good food for breakfast, with pool view, plenty of table/chair around the restaurant ...",Primera Hotel Seminyak
35,Ramada Hotel Sunset road,50,October 2021,Ramada hotel in Bali is in great location. It's on sunset road connecting the island from south to north. It's only 10min drive from airport. Hotel itself is very nice with clean rooms. Great stuff and very polite. You can rent motorbike right in hotel.,Primera Hotel Seminyak
36,Nice hotel but difficult access,30,January 2021,"This is my first time staying here, due to the crazy deal we got. we even got upgraded into a deluxe pool access, where the room have terrace and can access the large nice pool.

as i mention in the title, the hotel location is a bit hidden somewhere behind Sunset Road, not exactly in Seminyak as i imagine. quite far from the (not so) happening area of seminyak and even access to the nearest minimarket is quite far.

the room itself is clean, but the large bed, is actually 2 singles bed hence it is very uncomfortable with gap in the middle. and due to covid, they reduce the room make up service to cleaning every 2 days instead of every day. i understand they tried to lower the operational cost and limit human contact. other than cleaning, they also didnt provide the free mineral water bottles on my second night there. room's wall is also quite thin, as i can hear the people on the room beside me talking (or is it because we get connecting rooms?)

the property is huge and covid impact was minimum guests in the hotel, making it a bit scary. aside from the amazing room price, i might not consider myself to go back here.",Primera Hotel Seminyak
37,Nice hotel,40,October 2020,"This is our second time back to this hotel. We stayed in the family room with 3 bedrooms, kitchen, and living room. Kitchen is fully equipped with cooking utensils and cutleries.
We really like the family room here, aside the reasonable price, I think its the best family room compared to other hotel.
The pool is quite big but sadly due to Covid, the hotel area is very quiet. Its not like last time we stayed, there was music in the restaurant, so it was nice to chill by the pool or just playing billiard next to the restaurant.
Before Covid, the breakfast was buffet and the choices are super. They even have Indian section which I rarely see in other hotels. But now they only served a la carte breakfast and the restaurant itself looks like closed.
Overall, we would still like to stay there again but maybe not with the quiet atmosphere.
Hopefully Covid goes away soon",Primera Hotel Seminyak
38,The best breakfast and best breakfast location,50,November 2019,"The most delightful about the trip was the really nice breakfast by the pool
Lots of variety , delicious fruits , delicious noodles , waffle and wide variety of juices .
The room was pool view and had a balcony .
The staff were welcoming .",Primera Hotel Seminyak
39,Relaxing hotel in a busy district,40,March 2020,"We stayed seven nights in this hotel, The Staff were very polite, the rooms were clean, the pool area was maintained throughout the day. The breakfast was very good, curry for breakfast was a new one for us but it was very tasty. The only downside was its location along an unmade road but don't let this put you off, just a little muddy when walking after rainfall. Would definitely go back.",Primera Hotel Seminyak
40,Fabulous,50,March 2020,"When we arrived at the hotel check in was swift and efficient. We asked if our room was a pool view which unfortunately it wasn’t, to upgrade to a pool view room was another £140 for 10 days but the lady said we had a balcony so we decided to save our money. Our bags were taken to our superior room by a lovely young chap. Wow, sooooo disappointing !!!!! There was a balcony which you could only access through a window and if your entire body was no thicker than 1 inch !!!! The view was of some waste ground behind the hotel.
We called reception to ask if we could view the pool view room, and within 15 minutes we were all settled in our beautiful new room.
The bed was ENORMOUS and soooooo comfortable, the bathroom was efficient with the amenities replenished daily.
The hotel facilities were all we could ask for, the pool beautifully clean....as was everywhere in the hotel. There was a kiosk by the pool for towels that were thick and fluffy. Plenty of sun beds and tables if you fancied sitting in the shade for drinks or a snack. Fabulous cocktails and beer bucket deals (expensive compared to outside the hotel....but hotel prices whatddya gonna do)
Breakfast was amazing and more than plentiful but so random .....cereals......pancakes.....lasagne.....Thai green curry and teppanyaki noodles !!!!! I suppose they are catering for all cultures so after a day or 2 of sticking to boring British style breakfasts we embraced the randomness. Nasi goreng with salt n pepper chicken was just what we needed after a night on the bintangs.
The location of the hotel is ok, you’re close to a multitude of brilliant bars and restaurants but a good distance from the beach so we hired a scooter. I’d definitely recommend one but the roads are utter madness and quite scary to begin with but after a few miles you kinda get the hang of it.
I could not fault this hotel after our room change and would definitely stay here again.",Primera Hotel Seminyak
41,Fabulous,50,May 2019,"We had a pool access room, close to the admin area. It was our favourite hotel in Bali out of the 5 we have stayed at. The lagoon pool is spectacular. It's not near shopping but the hotel run a shuttle bus for guests. We were going back this March but have had to cancel for the moment. Can't wait to go back soon.",Primera Hotel Seminyak
42,"Amazing Hotel, Amazing Staff!",40,March 2020,"I must admit, there was only one small thing that stopped me giving this hotel an excellent review.

I arrived in the Tuesday and checked into room 3216, I spent 2 nights in this room and both mornings I was waking up to headaches not to mention how bad the room was smelling. I discovered that this was because of the mould and damp in the room. Not surprising though giving how humid Bali was.

We ran into the Guest Relations Officer in the lift and I mentioned this to her. I was moved to another room which was a pool view room with a balcony which was a much better room.

The room was a lot better and there was no issues with this room at all.

I spent the next 7 nights in this room and I slept so well.

The pool was awesome. It was so good just to relax poolside and sunbathe and then enjoy a swim.

The service from the staff was something else, nothing was too much trouble for them and they would always bring it to you something that was greatly appreciated as it meant you could just relax.

Breakfast, this took a bit to getting used to. Seeing items at breakfast you’d normally have for dinner but I had to appreciate that I was in another Country and the cultures where completely different. Eggs and bacon where made order and I got used to having noodles for breakfast and my breakfast wasn’t complete without them. The best part about breakfast though was the freshly made waffles and pancakes. Breakfast wasn’t the same on the days without them.

Dinner was just as great and experience as breakfast.

I also took 3 hours out my day to experience a cleopatra spa package in the hotel spa. There was parts where I forgot I was having a massage as I generally felt like I was floating on water a lot which is how great the massage was.

The only thing that was really sad to see was how affected the hotel was by the recent coronavirus outbreak. At one point we were made aware that the hotel had 290 rooms and only 39 occupied the hotel. It was clearly having and impact and it wasn’t nice to see. I really hope things pick up for the staff.

When I next come to Bali I would definitely stay at this hotel again. I would however avoid rooms 3212, 3214 and 3216 until they sort the little issue out I had.",Primera Hotel Seminyak
43,Loved It,50,March 2020,"Stayed for 6 nights wish we stayed longer, Rooms are very clean, Thanks to Dewi for your amazing customer service, There was an issue with my booking payment with agoda and staff were very helpful to try and fix it for us will never book with agoda again, Pool is huge and refreshing, Best buffet breakfast great variety, Food in restaurant have the best pork ribs ever. Can't wait to stay here again.",Primera Hotel Seminyak
44,Good property,50,March 2020,I stayed there for 5 days..I liked the hotel and the amenities.. special mention to ms.Indah..she was very cooperative and very jolly girl..she took care of all the guests in the restaurant..she was very friendly and very good person..,Primera Hotel Seminyak
45,Hotel stay,50,March 2020,"Great Hotel friendly staff very clean .
The only thing I found it was to far from Seminyak centre it was about a 5 km walk to get into town so we got a cab all the time about $3.00 dollars Australian each way
And there were heaps of kids staying as well so no peace by the pool .",Primera Hotel Seminyak
46,Superb,50,March 2020,"Wonderful hotel in general. The infrastructure is fully organized, the rooms comfortable and very cleaned. Breakfast was amazing. Restaurant, Bar and the pool are our favorite place. All the staffs are very efficient and affable, especially the professionalism of Indhah the short hair lady in the restaurant, she help us a lot during our stay. Definitely we’ll be back soon.",Primera Hotel Seminyak
47,NICE SUPRRISE,50,March 2020,"WE have just come back from BALI were we stayed atRamanda Seminyak, we were a bit heserent being away from the beach,however nice suprise we were on 3 floor very nice room great breakfast all meales very reasnable priced and free shute bus to kuta very happy,friendley staff we will go back.",Primera Hotel Seminyak
48,Amazing service,50,March 2020,"I have had an amazing time at ramada encore, special thank you to dewi for my room upgrade pool view and the team have excellent service, i would recommend this place to anyone, great food great drinks great service",Primera Hotel Seminyak
49,The best service ever!,50,March 2020,"My family and I stayed for a week. The hotel was in a perfect location, was very clean and the food was amazing and even catered for the picky eaters 😂. To top it off we had the best customer service from Micky! He was there 6/7 days of our stay. He went out of his way to go above and beyond. He had very fast service and a great personality. Thank you Micky for making our stay that little more special ❤️",Primera Hotel Seminyak
50,Excellent service,50,March 2020,"Dewi was amazing and sorted everything I needed out straight away, the rest of the team were also amazing rooms always clean and smelling fresh would recommend to anyone staying in bali, thank you for such an amazing experience",Primera Hotel Seminyak
51,Awesome,50,February 2020,Very strategic hotel in the Seminyak area. We stayed 3 days and really enjoyed the existing facilities and the staff were all friendly and warm. We stayed in a deluxe pool access room where we could directly enter the pool when we just left the room. The next vacation will stay at Ramada encore in Seminyak again.,Primera Hotel Seminyak
52,Review,50,December 2019,"My cousin William roy from Australia his 25th marriage anniversary, me and my family members celebrate at Bali & Stay ramadan encore hotel.we enjoy their lot.hotel member was very good careing.they was very good in their service like hotel always clean like my home, pool is always net and clean.oh i mt say their food item was very very good.i want to special thanks one young and energetic boy his name is micky he help us so much.always kept smile in his face also very good behavior.next time if i visit bali i always stay in this hotel.i also requests my relative and my friend if they visited bali they stay that hotel.i never forget their special service and care.i love them.",Primera Hotel Seminyak
53,Beautiful Hotel,50,February 2020,"Beautiful hotel, I stayed for 2 nights. I feel comfortable with this place because it is far from the crowds and the view of a very large swimming pool. we chose to have dinner at mahadewi restaurant because at that time there was a BBQ seafood and also live acustic music so our dinner was romantic the staff very friendly and helpful. we also try happy hour cocktail buy 1 get 1 free so very good for drinks😊
And another time I choose this hotel to recommend again",Primera Hotel Seminyak
54,"Happy been there,excellent service",50,March 2020,"Lucky for me,, i find good place for my holiday in seminyak, coz here is nice restaurant,, excellent food , service and especially i love the cocktail in happy hour,, with the barman will give you nice service and good drink for 24 hour,,",Primera Hotel Seminyak
55,Holiday,50,March 2020,"Perfect place to enjoy your vacation ,Great hospitality , execellent service , love being there . The food is delicious , lots of choices for breakfast , large swimming pool , the bed is very nice , love it.
Will be back for another holiday 🤗
Very recommended",Primera Hotel Seminyak
56,fantastic holiday,50,March 2020,"Staying at Ramada Encore is very satisfying for me, the rooms are clean, the service is very friendly, a very beautiful holiday for me. A very good swimming pool, very suitable to invite family to stay here, thank you Ramada Encore❤",Primera Hotel Seminyak
57,Nice trip to Seminyak,40,January 2020,"My first stay in Seminyak, and this hotel is great value. Not particularly near the hustle and bustle of Seminyak itself, and not walkable into town, so you have to rely on the shuttle and drivers who tend to all charge different amounts for the same trip. I read about this before my trip, and whilst I was there a gentleman at reception was complaining that his daughter was abused by taxi staff along the road because she didn't know that Ubers were not allowed. She felt quite threatened and yet the receptionist did not really give nay helpful advice. This hotel needs to address this, because it does put people off. I would stay further in town next time mainly because of this additional cost each time you want to go out and explore. The pool was great, breakfast was great each morning. It was a shame that you can still smoke in the restaurant during the lunch and dinner services, as it stinks and coming from somewhere where smoking is banned from all venues.. you really notice the impact it has. I had a great room overlooking the pool, but it did smell like sewer several times during the stay. I mentioned it to the staff who just sprayed the room with deoderant. However, on the staff, they were fabulous and were genuinely happy to hi every time you went past them. Just one minor thing.. there is piped music through the building/pool area during the day.. and after a week there... can you please use some more tunes? There were only about 4 songs that were on repeat..and it was starting to drive some of us a bit crazy.",Primera Hotel Seminyak
58,Good servis,50,March 2020,"Thank you ,for helping me make a surprise for my good friend . My friend was very pleased with the surprise you made
@nengahartikayasa
Best encore hotel ramada for guests who want to stay for his hospitality",Primera Hotel Seminyak
59,Great hotel !!!,50,March 2020,"very nice place that i have ever stayed in, good food very friendly staff, and they have a promo cocktail buy 1 get 1 free this is very amazing taste you have to try it !! I only stayed 2 days maybe next time I will stay longer, thank you for the great service",Primera Hotel Seminyak
60,Excellent,50,February 2020,Excellent service and the food was a good variety. Overall the property is amazing and accommodating with shuttle services for the guests. The property was well looked after and very clean. Great place for both couples and families.,Primera Hotel Seminyak
61,Nice place,50,January 2020,"Amazing place to stay. Mahadewi restaurant, the best on bali, fantastic food and drinks on restaurant, perfect breakfast with the beautiful pool view. wonderful hospitality from every member of staff make me comfortable to stay at hotel",Primera Hotel Seminyak
