,title,rating,date_of_stay,review,resort_name
11,"2nd Time staying here. Quality severely deteriorates. INSECTS, COCKROACHES, EVERYWHERE!",10,August 2020,"The first time I booked this villa in February was one of the best stay I've ever experienced. Breakfast was full of variety, villa was clean and spacious, price is affordable (I stayed in Villa 13). Because of this, I decided to return in August (I booked the 2BR villa on the 16th of August 2020 until 20th of August 2020 and stayed in Villa no 1). To my surprise, the quality of this villa became SO BAD that I feel compelled to write this review. Please, I beg the management of Kanishka Villa to take note of this review and return the state of the villa to its former glory.

Big Issues:
1. CLEANLINESS IS NON-EXISTENT. On my second day in the villa, there are LOTS OF COCKROACHES coming out from ALL OVER THE PLACE. I called the housekeeper to spray the whole villa, but there are still cockroaches, both alive and dead all over the villa. I have a huge phobia of roaches and this experience haunts me until this very day. I cannot enjoy the villa after this event and I am scared of going to the bathroom throughout my stay (luckily I did not see any roaches after the second day). The explanation from the housekeeper is that on that day, the villa is undergoing a mass routine spraying. So insecticides in the form of smoke is sprayed all over the villa. That's why the roaches started coming out of their hiding places and lots of dying roaches. However, THIS IS TOTALLY UNACCEPTABLE. They should've done this when there are no guests staying at the villa and they should've anticipated this by closing the villa.

2. UNPROFESSIONAL SERVICE. I called the receptionist numerous times but most of the time, there were nobody to answer the phone. When I walked out of the villa to the reception desk, I saw that there was no one around. The explanation from the staff is that there are only one staff that day and the villa is severely understaffed that the lone receptionist has multiple jobs so most of the time, he is not behind the desk. This is very annoying. There was one time when I called at 10-11 pm for 30 minutes (with interval of 5 mins) but there was no one to answer the phone. In the afternoon I also called several times around 12 noon but no answer either. They should have arranged for a dedicated receptionist seeing that they advertised ""24 hours concierge service"" on their website. The reality is far from it.

3. BROKEN FACILITIES. On my first night, the AC in the up stair room is broken. I called the technician and it turns out that the freon is depleted. These kinds of things should have been checked before the guests arrived since the maintenance took 30-45 minutes done in the night and it is very disturbing for the guests (and breach of privacy). After he was done, the AC is not very cold either (but enough for us to sleep). I asked the technician why the up stair room AC is not as cold as the down stair room and he said that it's because the AC down stair is DAIKIN but the up stair one is not. This is ridiculous. They should have the same standard for each room. How could each room in the villa has different standard for AC. I remember back in Feb I did not have this issue (the AC in villa 13 is cold).

4. Same as number 3. Broken facility but this time in the bathroom. The Bathtub in the up stair room is broken due to several things. First, the hot water cannot come out. After technicians are called, they said to wait a moment. They tried repairing it for 1 hour and coming and going multiple times but it was not repaired. The hot water eventually came out, but only for 1 min and then the water is cold again (not even remotely enough to fill the bathtub). The hot water storage capacity is not enough to fill one bathtub. Eventually, I decided to take a bath in the cold water, but after several minutes laying there, I realized the bathtub is leaking. With the position of the tab closed, the water slowly drained out so in around 5-10 minutes, it was already almost empty. Totally cannot be used to take a bath. Also, I noticed there was some filth coming out from who-knows where. Please look at the pic I attached, there was some black thing that I dont know come from where after I filled the tub.

Small Issues:

1. Mosquitoes. LOTS OF MOSQUITOES in the villa. We need to constantly spray the villa. On my first night, my friend is awoken in the middle of the night because he is bitten by mosquitoes. In the morning, we request the housekeeper to change the spray because there was SO MUCH MOSQUITOE BLOOD on the linen (my friend stay up for 1 hour trying to kill the mosquitoes inside the veil [kelambu]).On our second night, we sprayed the room first every night and the issue is solved but these kinds of things should have been anticipated by the staffs before the guests arrived. They should've sprayed the room first on our first night.

2. Breakfast selection is so limited. Back in Feb, the selection is diverse (there was cereal, fruits, etc.. an entire book filled with breakfast menu) and we have so many options to choose from. Now, the menu is severely limited (only fried rice/noodle and western option). Only one piece of paper. The standard declines rapidly.

All in all, I WOULD STAY AWAY from this villa if I were you. The STANDARD has DECLINED SO MUCH in just several months. With the Covid going on, there was tons of better villas and hotel that are discounted that is 10000x better than Kanishka Villa and SOOO MUCH better price/quality ratio.",Kanishka Villas
12,Average,30,March 2020,"Stayed in two bedroom pool villa for 3 nights.
Room was clean but old.
Very limited choice for breakfast.
Ordered in-room dining. Did not like it.
Air conditioning need to be upgraded.
Staffs were excellent. Great shuttle bus service around Seminyak area.
Good location but would not recommend for a longer stay.",Kanishka Villas
13,Favourite villa ever!,50,January 2020,"It is our 3rd times stay at kaniskha villa. Always enjoy our stay there.

They offer reasonable price with excellent services!

Fast response butler, free shuttle around seminyak, quiet and peaceful vibes even though the villa is located in a busy Seminyak street.

You can easily find restaurants, supermarkets, spa and massages, shops on walking distance.

Their breakfast also tastes really good ☺️

Since I was there since 2015, I think it is time to renovate the property because it's become older and some parts are old and dull.

But overall, Kaniskha always in our heart and our ""go to"" property when we go to Bali!

Thank you!",Kanishka Villas
14,"Poorly kept, not worth the money, dirty.",20,December 2019,"I booked this villa based on its rating on trip advisor. It is absolutely not worth the money paid. The villa is tired and aged. Furnishings are worn. Mattress is lumpy, pillows stunk so bad they must be damp or musty inside and desperately need replacing.
Thé robe in the wardrobe was musty and smelly as though it had been used many times by others and never washed. This is not what you call a luxury escape away.
The bathroom had a terrible smell which I think is the chemical used to seal the flooring. It’s a strong chemical smell. The shower was mouldy. I felt dirty taking a shower there. Again this isn’t what you expect when paying so much for a hotel. There are so many options in Bali. Don’t waste your money.
Lastly, I upgraded to a pool villa before arrival and I was told we would receive a 10 min welcome massage upon arrival , we were never offered anything like that.
The food is mediocre. The pool was nice but the experience was let down by the tardiness of the furnishings and the cleanliness.
I believe the owners need to invest some money in upgrading the villas. It’s just not up to standard, with so many competitors around. I wish I’d gone back to some of the other villas I’ve stayed at before or booked a 5*hotel.
This villa is a 2 star property at best.
Probably the most poorly furnished property I’ve stayed at in Bali .",Kanishka Villas
15,So close to being really good,40,November 2019,"Lovely place and service was spot on. The Villa was beautiful and being able to come back and dip in the private pool was great. We would take a mid day dip before going out to dinner every night. Then another before bed, so relaxing. The villas are off the main Street so pretty quiet which is nice. It was about a 20 minute walk to the beach which we enjoyed stretching out legs each morning. A lot of good restaurants with in walking distance. So location is a big plus. The bedroom ac was weak, living room one was really strong. Place could use a freshen up but all in all nothing serious. They had water problems for a couple days but it was main line issues no not their fault. Wouldn't hesitate to stay there again.",Kanishka Villas
16,10 year visit,50,November 2019,"We have been coming here for 10 years, staff are like family. Great destination, looking forward to visit 11 in 2020, it’s home way from home for a very relaxing holiday. Private pool villa is excellent. 👍👍",Kanishka Villas
17,If you are going to book make sure you book a two bedroom villa if you want air-conditioning in your eating area,30,February 2019,"Rooms need to be renovated, they are looking very tired. We complained on arrival as the main area we would be living in had no air-conditioning and to their credit they upgraded us. The food included in our package was pretty awful, however the kitchen and dining area was huge and well appointed although you had to walk around the pool to get to the bedroom. The second bedroom was locked so I do not know what the upstairs area was like.
There is an outdoor bathroom which is completely private and a lovely space, the breakfasts were good and whilst the bed was firm it was not uncomfortable. The staff do everything they can to make sure you are comfortable. In our package we had a massage thrown in and the two ladies who came to our room were professional and polite. The massage was also very good.
location wise, it may not be the best part of Seminyak, however everything we wanted to do was no longer than a 20 minute walk away. However there are great restaurants at your door step and all the shopping you could want. We didn't use the pool (although it looked inviting) as it rained every day (dang) so I would check the best time to go to Bali before booking.
We were in room 11 and I would be requesting the same room again as it was quiet and serene, far enough away from the main st to not hear any noise and it was very safe.",Kanishka Villas
18,Return visit,50,October 2019,"Second time here in three years. First time I’ve returned to the same villa. Staff are the same and still amazing! I have not experienced better service in a villa anywhere. It truely is like a mini hotel.

The villa itself is better than I remember it and extremely well maintained. Also just had new bathrooms done.

You won’t find a better villa on the coast at this price or level of service. Highly recommended",Kanishka Villas
19,Awesome experience,50,October 2019,"Kanishka Villas was where we stayed for.our first visit to Bali. The staff were so friendly and helpful. The villa with pool was immaculate and the food service was tasty and timely. I would recommend Kanishka Villas for couples as a chilled, romantic stay. It is walking distance to a lot of restaurants and the beach and if.you don't want.to walk, there are plenty of.tsxis and scooters to catch a lift. Excellent overall",Kanishka Villas
20,"Amazing place to stay, private.",40,September 2019,"We stayed at this venue for 5 nights and had a great time. Located away from the main disco area but in a location close walk to beach and restaurants. Private pool and ver6 friendly staff. Would have no reasons to not go back here.
Great value, great staff. Appreciate your privacy.",Kanishka Villas
21,Kanishka Villas,50,August 2019,"Perfect location in the middle of Seminyak. Kanishka Villas has the most friendly staff and security guards. Great customer service! I would 100% recommend.
Our rooms were cleaned daily and breakfast served right on time.",Kanishka Villas
22,Great location fantastic staff,40,June 2019,"A hotel villa. Staff were fantastic, top level service from each and every person who works there, the staff made our 3 night stay very special . It is a 10 min leisurely walk to beach and great shopping nearby.",Kanishka Villas
23,Looks are deceiving,10,December 2018,"The photos in the brochure and net are deceiving with the villages looking clean and modern however the villas are old, noisy dirty and infested with rats.

My daughter was watching tv in the living room when she noticed something from the corner of her eye, she then looked and as she screamed the rat run away and hid underneath the pool.

My family and I ended moving to Nusa Dua where there are upmarket hotels.

I would definitely not recommend this villas.",Kanishka Villas
24,Everything is good,40,July 2019,"This was a difficult one to review, cos everything is good, but the 1 bedrooms pool villa was a little run down. They are just getting a little old and the maintenance that has been done is a little rough.
But the layout of the Villa is great.
The location is excellent, with Kunti street having some of the best restaurants I have eaten in Bali.
The staff are fantastic, nothing is too much trouble, and they always arrive at the door with a big smile.
The food was good, and always arrived quite quickly.
The complimentary in-house massage was excellent.
The air conditioning was icy cold.",Kanishka Villas
25,in the age of social media who needs privacy,20,June 2019,"For the full long read review, please see the 1st of this series of groupon reviews on hungry fizzio at blogspot

good location, overintrusive service, house itself was ok...nice big indoor lounge area instead of the standard outdoor version, decent sized pool...

besides the fact that 2nd floor can frickin look right into our ground floor villa's bedroom!!! Where is the privacy.

A good looking facade that hides more than a few problems underneath including poor privacy, poorly thought out layout and design.

TL:DR – a reasonable experience if you bring a $200 per night expectation. Not worth $300+ per night, and definitely not worth rack rate of $504 per night. Privacy a real issue. Need to rethink interior design elements. Forgot to give me my massage (but gave it back to me when I demanded it afterwards)",Kanishka Villas
26,Excellent villas and location,50,July 2019,"Stayed at Kanishka villas for 7 nights in a 2 bedroom. The villas are huge with everything you need. The outdoor showers are very relaxing.
The staff were all great and we're only too happy to help.
Breakfast served in Villa each morning was nice and there was a good selection to choose from.
20 minute stroll to the beach and about a dozen restaurants within about 100m from the villas.
We will definitely stay here again.",Kanishka Villas
27,First time in Bali did not disappoint!,50,June 2019,"We booked Kanishka Villas for 2 nights in June 2019. Smooth communication and swift airport transfer ensured my first time arriving overseas and in Bali was relaxed.
Our room was fabulous, staying in the 1 bd hot tub suite. Tasty breakfast included both days included several vegetarian options and fruit. Amenities in room were lovely. Easily organised for us a transfer to our second accommodation and held our bags in reception while we did some shopping. Tidy room, would highly recommend Kanishka Villas for their service and for a wonderful stay!",Kanishka Villas
28,Worst Experience EVER,10,April 2019,"My partner and I stayed in Kanishka Villas an our last night in Bali. We came to Bali for my birthday and specifically chose Kanishka as there was a jetted tub and the place in the photos looked spectacular. However our experience in Kanishka Villas has made it one of the worst places I have stayed at in Bali ever (I’ve been to Bali a good 4 times and I have villa hopped a lot) !

1. We tried to use the jetted tub and wanted to fill it up with warm to hot water. Despite waiting for 45 minutes the water barely filled less than half of the tub, and the water went from Luke warm to cold. Since it was pretty late at night we decided to give it another go the next morning. On top of that, the shower did not have warm water either.

2. We woke up early to fill the jetted tub again. The water was piping hot and turned cold again in 20 minutes. The tub could not be filled again. This time we lodged a complaint with the reception and a maintenance guy told us to retry after half an hour. Half an hour later, the jetted tub was empty. The plug for the jetted tub seemed to be faulty and hence the tub will NEVER be filled completely. After giving up on the jetted tub, the shower had no hot water yet again. We called up reception a good 3-4 times to complain but no action was taken until the very last minute around 11am and we were already showering using cold cold water and it was already time for check out.

3. The interior and decor were old, mouldy, and not maintained well. The floor in the bathroom area was dirty upon arrival and we had to call reception up to give it a good sweep. Taps were rusty as well.

4. Upon checking out, we further complained to the receptionists. The girls at the reception were not very sympathetic to our situation and refused to give us a refund.

Totally not worth the money we paid for the 1 night stay. There are definitely many other better accommodations out there that are more up to par to their ratings, and I would definitely not come back to Kanishka Villas again.",Kanishka Villas
29,Marina and Colin,50,May 2019,"We stayed in Kanishka Villas for a week! All the staff at Kanishka were wonderful! Breakfast came in time every morning, our complimentary foot massages were amazing as were the couples massages
We had in our villa. The pool was cleaned every morning and our room was made up daily with clean towels etc. I loved how our bed was turned down for us every night! I would highly recommend Kanishka villas. Lily on the front desk helped us to hire a motor bike and also with our transport . We will be back.",Kanishka Villas
30,Average,30,January 2019,"I booked kanishka villas for my mini-moon.
The front of desk staff we very lovely and friendly. The villas are a little worn and aged needs a little bit of a face lift.
I booked this place as it's stated it has a butler service but it seems they don't it's more like room service staff. It did have a pleasant stay other than I they had vanished a pillar outside of the villa I was staying. I became faint and sick from the fumes as they were stuck in the bedroom even though all doors were closed all day. I had to demand to be given another villa to stay.",Kanishka Villas
31,Fantastic stay for our honeymoon,50,April 2019,"Our stay here was for five nights. We had a private pool villa and wow! It has been amazing. The staff have gone out of their way to assist. The villa is very clean, being serviced twice daily. Breakfast is fantastic, a great selection to choose from and arriving promptly every morning. The location is great, walking distance to so many things in Seminyak. The only downfall would be the temperature of the shower but given it has been so hot we have been fine with this. Thanks for making our stay memorable.",Kanishka Villas
32,Great spot in Seminyak.,50,April 2019,"We stayed at Kanishka Villas for second week of our honeymoon and were blown away when we walked in. The one bedroom villa itself is more like a house than a hotel room. Fully self-contained kitchen, lounge room and dining area, then you open sliding doors onto a private pool and deck. There are stepping stones that lead across to the bedroom and bathroom. Some of the decor is a bit battered and worse for wear, but it’s all perfectly functional and you don’t even notice it. The staff are lovely, and the 24-hr butler service is fab. We had a deal that included and lunch and dinner, but with all he food options nearby didn’t get a chance to use them. Massages are done in your villa, which was amazing. And breakfast comes to you every morning, so no queues at the buffet. Housekeeping is twice a day, once to clean and restock, and once for a turn down service and a spray of the rooms for mosquitos, and to light coils in the outdoor bathroom. The location is perfect, right in the middle of Seminyak, with shopping and eating just next door. There can be a bit of street noise heard in the villa, and with the large villas opposite, you may also be privy to some of the party noise that goes on in there, but once you’re in the courtyard and bedroom, most of that disappears. If you’re not too hung up on staying right on the beach, I’d say give this place a try. I’d happily come back.",Kanishka Villas
33,Horrible ... totally ripped off ... please avoid,10,April 2019,I never write any review but the feeling of being cheated and being robbed off my vacation made me to write this one. We came for a family vacation and from the time we checked in our experience was nothing less than horrific. The staff at the reception are totally impolite and doesn't have any basic knowledge on how to be pleasant to the guests. The villa is supposed to be a 5 star accommodation but it was no way close to a 3 star. They don't even have a their own restaurant that we have to order from the limited menu they offer which they get it from outside. The shower was not working properly and the entire villa was outdated lacking any sort of maintenance. The toiletries they offered were of very poor quality which u wont expect in a 5 star villa. The front office staff were not accommodating any of the requests and were trying to avoid whatever you ask for. Over all it was an unpleasant experience and i couldn't beat myself more for choosing this Kanishka villa as for the money i paid the experience was terrible.,Kanishka Villas
34,Ripped off,30,April 2019,"Nice room and good location, service and staff very helpful but bathroom was very smelly and jacuzzi very dirty on the bottom and we had to drain water and clean it then refill jacuzzi(not something you want to do on your holiday) - we ordered a one bedroom suite with jacuzzi for 4 nights but 1st night we got a standard suite. Cheaper room loosing at least $100 we asked if we could get free mini bar to make up for the lost money (spent $20 on mini bar) but refused and no refund was offered. Rest of the stay we got the one bedroom suite as ordered but was completely different to what was advertised disappointed wouldn’t come back and would definitely not recommend as we lost $100",Kanishka Villas
35,Amazing private pool villa,50,March 2019,"My husband and I had an amazing stay at Kanishka. The pool villa is tucked away and you barely hear anything from the outside.
The location to the Main Street of shopping was just around the corner.
A water filter supply of water was enjoyed in the room as well as complimentary bottled water daily.
Our villa was cleaned daily with mosquito coils lit in the evening to deter the obvious.
The bed was a little firm for my liking (I’m precious, I sleep on latex pillows and mattress) and the pillows were large and voluminous however too big for my small shoulders.
Highly recommended staying here if you are a couple wanting privacy. We don’t have children and that’s how we like it so the private pool was bliss. Wish I had more photos to post.",Kanishka Villas
36,fabulous seminyak location,50,March 2019,"Superb location in Seminyak, near good restaurants, Taco Beach; Made’s Warung, Queen’s Tandoor Indian food.
2 minutes from BALI DELI western food outlet.
Many good spas nearby.
Comfortable accommodation with air-con or open plan living.
Located in a quiet lane off Jalan Kunti.
Fantastic friendly service.
Travelled as a couple.",Kanishka Villas
37,An awesome stay,50,March 2019,"Stayed at the private pool villa and really enjoyed the comfort and cleanliness of the villas. The staff are very friendly and sincere. The breakfast had lots of choices and was freshly delivered to our room which was included.

I really recommend Kanishka Villas to anyone that is going to be staying in Saminyak.",Kanishka Villas
38,Disapointing,30,February 2019,"We were very disappointed with our stay, we had asked for 5 star accommodation, but when we entered our Villa we felt very let down, the bedroom was clean and comfortable but we had a very small closed in terrace with a jacuzzi and only enough room for 2 chairs and a table so no where to relax and no sun loungers. There was no bar or pool to sit around which meant we had a 25 minute walk to the beach if we wanted to sit and relax outside. The staff were very friendly and the breakfast that was brought to our villa each day was very good.",Kanishka Villas
39,Seminyak Escape,50,February 2019,"After we attended the wedding on the Bukit Peninsula, the girls wanted even more boutique shopping and the boys were looking for a few sports bars to some watch live sport so it was off to Seminyak where we stayed at Gending Kedis’s sister property; the Kanishka private villa estate. It was conveniently located right in the heart of Seminyak just off Jalan Raya Seminyak near Bali Deli Supermarket. The girls were ecstatic that there were so many nearby shopping expeditions to be enjoyed and the boys went from Mrs Sippy to Potato Head and Nirwana Sports Bar. We were able to walk to Ku De Ta and Seminyak Beach and there were plenty of great casual dining opportunities in our street along with ATM’s and convenience stores. The Villas were fabulous with private plunge pools right next to the lounge areas and the bedrooms were exceptionally spacious. Kanishka has wonderful staff, an excellent standard of modern accommodation and the perfect Seminyak location. We will have no qualms in re booking at both properties or referring all of our friends and family.",Kanishka Villas
40,"Kanishka Villas worst stay ever
Not worth to be rated 5 star and its over priced.",10,February 2019,"They served me a coffee and the milk was spoiled

Also they didnt even had a univetsal adapt.
The hotel staff was running their own side business selling us tour tickets and pocketing money.
Requsted for an universal adapter but they didnt had none. Shock to know the hotel doesnt provide an adapter
Very bad customer service. Didnt help us on our check oit.
They were more intetested in checking out the fridge if we have consumed any of the items.
It was my birthday and there was not even a wishe or proper welcome from the hotel.
We had to help ourself with the luagge while leaving the hotel.
No airport transfer.

No proper information or guidance from the staff.
Overall very unplesant stay for us.",Kanishka Villas
41,Perfect Seminyak location,30,January 2019,"These villas are a little bit older well loved and perfectly located to Seminyak eats and shops . We walked into a lovely open plan living area , fully equipped , through the private open air pool area then to bedroom and bathroom . We enjoyed our 4 nights here , breakfast set up at table every morning and nothing was any trouble for the staff , would def stay again .",Kanishka Villas
42,Worst Experience Ever,10,January 2019,"Nothing like the pictures on the website, bed sheets had stains that looked like poo stains. The villa needs a lot of work and should not be listed as a 5 star villa. Had book for 10 nights only managed to stay there for 1 night and had to check out and find another place.",Kanishka Villas
43,6* Accommodation,50,January 2019,"Thank you all so much for our fantastic stay, from checking in,our 6* Room (in our eyes) to our tour, you couldn't of done any more to make our stay perfect. Breakfast was amazing & the staff are so welcoming, efficient & friendly. Will definitely be back.",Kanishka Villas
44,"Great Villa, fantastic location",40,January 2019,"Stayed I. A one bedroom pool villa. Service was great, breakfast delivered to the villa each morning was great. Great sized villa, with large bathroom, including open air shower. Short stroll to the Main Street of Seminyak, lots of shopping and restaurants on the door step. Has a convenience store and the start of the lane way. Villa and pool kept very clean. Enjoyed the stay here immensely.",Kanishka Villas
45,Honeymoon in Kanishka,50,November 2018,"We bought the 4D3N package in Fave.com and it was totally worth it. The price is around Rp4.740.000 (around 300USD) for the stay in the private pool villas, breakfast every morning, one romantic dinner, one airport transportation, and 20 mins of massage. Worth every penny.

The location is very strategic and you can easily stroll around Seminyak, not so far to from the beach for the sunset.

The service is incredible, we really had a pleasent stay there. Not to the mention their food is very yummy (for the dinner); for the breakfast not so special for the taste but very instagramable haha. Please try their beef strogannof pizza, super delicious.

The villa is also so comfortable you got everything there the kicthen is all set, living room with tv, nice bath tub, cozy big bed, life is good.

The only down part of my visit is that the one bedroom villa with private pool is all full booked so I got the two bedroom villa with a private pool, which makes the room bigger and that is very spooky at night when there is only the two of you in the house🤣",Kanishka Villas
46,3rd time in the Kanishka,50,October 2018,"I stayed in Kanishka for 3 nights in October 2018. This was my third time staying in Kanishka. And just like before the service was excellent; we got breakfast to the villa, housekeeping every day and the staff helped us with everything we needed. We had a 2 bedroom villa with a private pool. The villas are extremely spacious and have a really nice vibe and decor. The bathrooms too were so beautiful with a whole lot of plants and an outside feel to them. Also the location of Kanishka is excellent, being right in the heart of Seminyak. Theres are restaurants just 2 min walk from Kanishka, and many boutique shops around. The beach is also near, 15min walk or just a 5min drive. This was also the first time we had motorbikes while staying in Kanishka, as previously we used taxis.
Overall we had a great few nights in Kanishka. I can definitely recommend.",Kanishka Villas
47,Our accommodation at Seminyak,50,November 2018,"Our stay at Kanishka Villas was incredible, this being our first trip to Bali. The staff were always helpful and obliging. The facilities were clean, comfortable and relaxing. I would recommend Kanishka Villas to my friends.",Kanishka Villas
48,Bad end for our honey-moon,20,November 2018,"We booked to this Villas for the last 2 days of our honey-moon. The room given was old and damaged, when we Tried to zwitch on the Massage-pool (it is not a jacuzzi), a lot of dirty comes out and regulations was not working. They changed our room, the New one was a little bit Better, the air-opened bathroom is to warm, a bad idea for Bali. Two stars almost for this Villas. Before leaving they asked us about the payment of some water from the mini-bar we didn't drink, after a discussion we payed for it. Photos on booking.com are photo-shop Made, it is not as it looks like.",Kanishka Villas
49,Good stay with spacious villa and attentive staff,40,November 2018,"We were quite worry after we made the booking and read the negative reviews. However, it turns out fantastic. Especially the swimming pool. My gal and myself enjoy our stay so much here. The staff is very helful for all of our requests too. Breakfast selections are good and they send the breakfast to our room with our selected timing. They also send some sweet desserts in the evening to the room too. Will definitely come back again.",Kanishka Villas
50,A little disappointing,30,October 2018,Booked a 1 bed villa which was rated 4.5 stars and looked magnificent on the website. Was quite disappointed as we were actually given a two bed apartment and the furnishings were extremely tires. No hot water all week in bathroom even though we advised reception it wasnt fixed. Also had to request for unit to be cleaned on two occassions.,Kanishka Villas
