,title,rating,date_of_stay,review,resort_name
40,Beachclub,50,April 2023,"Very chill and good place to spend your day/weekend in. Staff are all friendly, helpful and accommodating. You just need to buy drink and food and stay as long a u want. The great thing it’s a beachfront pool where you can take instagramable photos. Highly recommended!",The Seminyak Beach Resort & Spa
41,Beautiful view pool,50,April 2023,"The staff were so friendly and nice, we had a great time me and my friend, the view is just amazing right on the beach and and there’s many pools so you can chill and have a great time while looking and enjoying the sunset",The Seminyak Beach Resort & Spa
42,Beautiful hotel,50,April 2023,"Amazing hotel! The staff is extremely kind and the hotel is beautiful. We were upgraded to a villa for our honeymoon stay, and given flowers on arrival. They have a great buffet in the morning and beautiful views.",The Seminyak Beach Resort & Spa
43,Amazing Honeymoon Experience,50,April 2023,Beautiful hotel and amazing location! The staff is wonderful and so nice and helpful. The hotel is clean and picturesque and the staff makes everything very easy. It is a perfect place for a nice getaway.,The Seminyak Beach Resort & Spa
44,Amazing,50,April 2023,"Most relaxing resort,staff are super nice,and i have to mention this the bed was super comftable more than any hotel i been into ,villas are gorgeousssssssss ,love it best of luckkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",The Seminyak Beach Resort & Spa
45,Nice hotel,50,March 2023,"The room verry clean, nice view facing the beach, delicious foods in the Sanje Restaurant, will be back here with my family and my friend, very recomended for people who want to spend their time in Bali.",The Seminyak Beach Resort & Spa
46,Great resort,50,April 2023,"This is our first time to stay in this resort, we are stay with family in garden room, , , very high recomended, the location near to the road and easy acces to everywhere, pool very nice and staff is helpfull",The Seminyak Beach Resort & Spa
47,Loves it,50,April 2023,"Pleno has provided great service and is a great host. I had a great time, it very clean and beautiful here. I recommend this beach club 100%. I will be coming back to enjoy the pool, beach, the vibe and the service.",The Seminyak Beach Resort & Spa
48,Beach club,50,April 2023,"Really beautiful beach club, and the staff are all very friendly and helpful. The setting is very beautiful and clean and very peaceful which makes it a very good experience for a
Day out even if you’re not staying",The Seminyak Beach Resort & Spa
49,Heavenly Resort in Tropical Paradise,50,March 2023,"What an amazing resort. The staff were so accommodating while being warm and friendly. No request was too difficult, including chasing down our lost golf clubs (didn't arrive with us from Australia). Dedi and Indah made our trip so memorable, we will definitely be returning - next time with our whole family. We stayed for 10 days in a beachside villa and looked forward every day to the fantastic, personalized service we received at breakfast and dinner by all the staff- we could not fault it. The whole experience was beyond description, made ever so better by the kind and caring staff who all went out of their way to make our trip magical, individualized, and safe. This resort, and all staff, gave us the holiday of a lifetime. Thank you again, Mr Stephen and Ms Annie",The Seminyak Beach Resort & Spa
50,Nice place with kind staff and amazing view,50,April 2023,Very nice place! I just walked by the beach and found this place. Staffs are super nice and kind. And the view is amazing :) you can watch sunset and ppl surfing in front of you as well. Good for solo traveller as well. Definitely recommend ❤️,The Seminyak Beach Resort & Spa
51,Amazing Beach Club,50,April 2023,"Pool is nice and big, comfy chairs and amazing view! Drinks are well priced, great amenities. Lester I looked after us well. Easy to find location, close to Seminyak main area. Will definitely come back again!",The Seminyak Beach Resort & Spa
52,Excellent beach club,50,April 2023,"Relaxed vibes, comfortable beds and cold drinks! The staff are really friendly and where very accomdating. The location is a beautiful spot on the beach and very easy access to get to. Would highly recommend!",The Seminyak Beach Resort & Spa
53,Definitely coming back!,50,April 2023,"Service is fabulous, Nika and Retma looked after me so well. Perfect location and great prices. Much more relaxing than other beach clubs will definitely be coming back for a day by the pool. Great cocktails would recommend!",The Seminyak Beach Resort & Spa
54,Beautiful beach and pool,50,April 2023,"Beautiful location for this hotel, in the heart of Seminyak. The beach and the water is crystal clear. the best is the view from the infinity pool. All the set-up and furniture are very refined. The service by the pool is excellent, everything is perfect!",The Seminyak Beach Resort & Spa
55,Best resort in Bali,50,April 2023,"We’ve stayed at The Seminyak twice now, and after having spent multiple holidays in different villas in Seminyak and other resorts in Nusa Dua or Uluwatu - we can safely say that The Seminyak is the best resort in Bali. We wouldn’t stay anywhere else now. The staff are absolutely lovely and make you feel very comfortable and welcoming, the buffet breakfast is beautiful and the coffee is as good as Melbourne coffee! They also have morning yoga with a beach view 5 days a week which is a perfect way to start the day. Location is ideal for a Seminyak stay - close to everything and right on the beach.",The Seminyak Beach Resort & Spa
56,Nice trip family,50,April 2023,"Amazing stay with family, everythings was good the seminyak has offered for us start from the service, food, view include with the room. Will defenetly come back again next time with family. Thank you everyone for the service",The Seminyak Beach Resort & Spa
57,It’s a marvelous hotel!,50,March 2023,"My room was on the second floor and it was quite big and modern.

• The view from balcony was fantastic: ocean and greenery everywhere, I could fall asleep and wake up to the soothing sound of crashing waves.
• The breakfast at the restaurant was delicious and very varied.
• The staff are attentive and courteous and make you feel very welcome ♥️.

Highly recommended and can´t wait to return!",The Seminyak Beach Resort & Spa
58,Beautiful views and comfortable sunbeds,50,April 2023,We spent a whole day at the infinity pool. The view over the ocean is amazing as well as a big swimming pool. The staff is every friendly and drinks and food are tasty. We also had the breakfast buffet which is more than enough and delicious. The swimming pool is a bit busy during daytime (so reservation is reccomended) but not annoyingly busy (compared to other beach clubs nowadays). So it's a bit more luxurious but a lovely day swimming and sunbathing guaranteed,The Seminyak Beach Resort & Spa
59,"Great staff, pool, food and ambiance",50,April 2023,"Great infinity pool and ambiance! We were outside guests but they treated us like we were part of the hotel. It is not very busy, so it is good for relaxation. Food is amazing and the staff is lovely. Definitely recommend!",The Seminyak Beach Resort & Spa
60,Amazing Seminyak Resort,50,April 2023,"Welcoming by the staff with warm and humble smile. Beautiful flower and welcome drink been serve upon check-in. check in proses very fast and room was clean.
Hotel itself had pool to enjoy the sunset.
Recomended Resort around Seminyak.",The Seminyak Beach Resort & Spa
61,An honest review,30,April 2023,"Rooms were nice however encountered more bugs in the rooms here than in our Ubud stay. Some rooms offer a nice easy access from the balcony door which was very useful to get to breakfast the beach and pool. Pool area was nice and a lovely place to watch the sunset, not often too busy therefore always found some deck chairs and table to sit at, where they provide towels. Prices of the pool bar food was extortionate therefore try and eat local. Rosalita Mexican restaurant was great, along with Grill'd.
Location of the hotel was great, local to Seminyak Village. Staff were very friendly and helpful throughout the stay. Unfortunately we were not made aware of some of the facilities at the resort until our last day, such as a Jacuzzi/sauna in the spa. Some restaurants on the resort, was very confusing as to where we could eat, minus breakfast
The beaches here are unfortunately riddled with rubbish therefore we stayed mainly in the resort pool on a chilled day.
Not a lot to do in Seminyak, a week was too long for us.",The Seminyak Beach Resort & Spa
62,Perfect place to visit for holiday,50,April 2023,"Good place to enjoy day time with family, friends and the loves one. Good cocktail in the pool bar and infinity pool. Room was clean and tidy. The staff all of them are nice too. Thanks for making out holiday amazing",The Seminyak Beach Resort & Spa
63,Anniversary,50,April 2023,We were surprised with the beautiful anniversary set up in the room when we arrived. All the staff were so welcomed to us. ITS feels like home already the first time we visited this place. Food and view was beautiful,The Seminyak Beach Resort & Spa
64,Honeymoon trip,50,April 2023,"Recomended a place to visit for honeymoon. We had such beautiful place. We had honeymoon set up upon arrival in the room, flowers on the bathtub and cake too. Lots of choices at the bteakfast. Will back again",The Seminyak Beach Resort & Spa
65,Amazing property,50,April 2023,Been visiting this property for two times. The service always been good and even better. The property little bit tired but still good specially the garden area good enjoy the afternoon till sun setting,The Seminyak Beach Resort & Spa
66,Best service,50,April 2023,"Best of the hotel so far we stayed in Bali, best location close to anywhere. The front office team were super friendly and welcome. The ambiance was good and food was amazing. For sure we will come back again.",The Seminyak Beach Resort & Spa
67,Great place 🤩,50,April 2023,"Amazing place with the infinity pool in front of the beach. The staff is so nice and friendly, especially Pleno, Redna and Resta the waiters. And the cocktails are so good 😊 we recommend this place for sur!",The Seminyak Beach Resort & Spa
68,Well overdue some renovations - But near perfect,40,April 2023,"I visited the Seminyak as part of a tour around Bali. I chose the hotel because it was voted #1 in Seminyak.
I have to say all the staff are the nicest people ever, they simply couldn’t do enough to help you. When walking out of the hotel the reception staff all wished us well and when arriving back they all welcomed us back. Seeing the manager out greeting people is refreshing as well.
The hotel sits right on the beach which is a real bonus.
It’s located within a great place in Seminyak too!
The breakfast is buffet style and is has a mix of western and eastern food and is of a really high standard.
The rooms are very spacious and having the bath is a real nice touch.
What let’s this place down is the general wear and tear; the main area being the infinity pool, there are tiles that have cracked / split and have left jagged edges and it was the same thing with the room, there was cracked tiles.",The Seminyak Beach Resort & Spa
69,Outsanding service,50,April 2023,Thank you so much the Seminyak beach resort for looking after us when we were stay at the Seminyak one of our family member was sick and all the staff were do lovely and bring so nice. The service of this hotel 10/10,The Seminyak Beach Resort & Spa
70,Wonderful resort,50,April 2023,"Lovely place. Good experience stay with warm welcome from the staff and nice flowers neckles. The location nearby to anywhere (shops, bars, and restaurants). Will for sure come back again to this beautiful resort",The Seminyak Beach Resort & Spa
71,"Once settled in, you won't leave !",50,April 2023,"Everything was excellent. We had an amazing time. The room was gorgeous, the staff was very courteus, the location is very central. We enjoyed our days at the pool. They had delicious cocktails and fresh coconut. Love this resort and definetely be back for sure.",The Seminyak Beach Resort & Spa
72,Amazing stay,50,April 2023,"We appreciate of how the staff treat us, they were very helpful and friendly. They went above and beyond to accomodate our request. The hotel was great , the room was outstanding and very clean. The food was very delicious. We love the pool and everything with this resort. Will be back !",The Seminyak Beach Resort & Spa
73,강추!!,50,April 2023,"I strongly recommend this place. It has so amazing view and delicious food. Staffs are so kind as well. If you wanna go seminyak beach and wanna see sunset, you have to go there.

you can chill and enjoy everything! thank you for ur service😊 I’ll definitely visit again.

스미냑 비치 오신다면 완전 강추합니다
특히 산체레스토랑 꼭 방문해보세요
산토리니 뷰인데 가격도 적당합니다! 가족친구애인과 함께 꼭 방문해보세용 😍",The Seminyak Beach Resort & Spa
74,Honeymoon trip to Bali,50,April 2023,"Beautiful hotel, we went for our honeymoon and they were all so welcoming. They upgraded up when we arrived, to a room with a jacuzzi (flower petal jacuzzi). Everyone is so accommodating, nothing is too much trouble. The pools are beautiful, with a fantastic view of the beach. Food is great, a good mixture of western and traditional, perfect for anyone who is apprehensive of trying new foods, the eggs benedict for breakfast is particularly good. Thank you for making our honeymoon very special!",The Seminyak Beach Resort & Spa
75,Resort seminyak best,50,March 2023,"We really enjoyed our time here at The Seminyak.
Breakfast with a lot of variety and Sanje lounge great to enjoy dinner with sunset. Staff very welcome and humble. The best is infinity pool. Very recommended resort at seminyak.",The Seminyak Beach Resort & Spa
76,Family trip,50,April 2023,We went here with family and stay for 4 days. it was a nice stay with lovely and polite staff. we were enjoying stay at the seminyak the atmosphere is good for family. will back again and take more of our famiy,The Seminyak Beach Resort & Spa
77,Best stay,50,April 2023,Amazing staff With good service. Polo view waw amazing. The room was fine and clean. The location was perfect c lose tO anywhere in Seminyak area. Recomended hotel. Will defenetly come back again. 😍❤️😍❤️😍,The Seminyak Beach Resort & Spa
78,Will return for more!,50,April 2023,"Awesome time at the Infinity Beach Club! Great staff, looked after by Plenno, very attentive and hospitable! Gave great local tips for our holiday while waiting our poolside table! A fantastic start to my first night in Bali",The Seminyak Beach Resort & Spa
79,Love the hotel,50,April 2023,"It was a truly pleasant and enjoying stay. Room was perfect and very clean. The hotel is located on the beach and there’s a few part located across the road. The food at breakfast was amazing, widespread and delicious. The chef can accommodate your needs , the staff are bery courteous and humble. It was great experience and we will always come back again. Thank you",The Seminyak Beach Resort & Spa
80,Perfect beach resort with 5 star service,50,April 2023,"The check in process was so easy, and the area is unmatched. We only stayed for 2 nights but I wish we had booked it for longer. Retna checked us in, and showed us around. They are so welcoming here. I couldn’t have asked for a better beach experience.",The Seminyak Beach Resort & Spa
81,Beautiful resort in Seminyak! Reccommend!,50,April 2023,This is a fantastic resort! We walked in and we were greeted by friendly staff. We got delicious drinks served to us and flower garland. Extremely generous people here and stunning views. It’s very close to shopping and restaurants too. Highly recommend!,The Seminyak Beach Resort & Spa
82,Upgrade,50,April 2023,"An upgrade on arrival from garden to beach room
Simply wonderfuL service what a welcome!!!! The entrancw to the resort is so calming and the drink soothes the senses immediately. Could not have askes for a better start to my mini break!",The Seminyak Beach Resort & Spa
83,Best service from Pleno!!,50,April 2023,"Best service was given from Pleno!! He is so friendly and never stopped smiling and making us laugh. He was also eager to help out with anything and provided excellent customer service. Apart from that, the beach club is amazing and very nice for a relaxing day by the pool.",The Seminyak Beach Resort & Spa
84,Pleno is the King of Infinity Beach Club,50,April 2023,"Wow wow wow Pleno was incredible! He treated us like absolute royalty and we would come back just to see him. His warm, welcoming and helpful nature is so appreciated and he makes Infinity Beach Club even better. Keep doing what your doing Pleno, you are awesome!",The Seminyak Beach Resort & Spa
85,Great,50,April 2023,"We are staying here for a few days, feel so surprise when we see the room, spacious and tidy, they give us honeymooners set up in the room and we feel so special, and when we going to the pool, all the waiters very kind with us, will come back",The Seminyak Beach Resort & Spa
86,Fantastic resort,50,April 2023,"Perfect vacation at a wonderful resort. Service was great and pool plus beach was the best! Even the security guard, Gusti was so kind and friendly. Trisna at the main restaurant was awesome and even provided us tips on where to go and what to do nearby. Highly recommend this resort which is close to the beach and many good restaurants!",The Seminyak Beach Resort & Spa
87,Amazing Experience! Family friendly.,50,April 2023,I would say it was one of the finest experience I have ever had in my overseas trip. The staff at the resort are very welcoming. The view from the ocean suite is mesmerising. Ratna was fantastic and very helpful during our stay. Their General Manager Raj was very approachable and accommodating. Overall it was a fantastic experience. Great breakfast and chef is happy to accommodate changes where possible. Will definitely visit here again:),The Seminyak Beach Resort & Spa
88,Last 2 days vocation,50,March 2023,"We were staying for two weeks in Bali and had chance to stay at the seminyak beach resort and spa for last 2 days of our voaction
This is a nice property stay. The staff were attention to detail and welcome us like family. I would like to recomend this hotel to everyone outhere who wanted to come to Bali.",The Seminyak Beach Resort & Spa
89,Balinese ambeience hotel,50,April 2023,"We are really enjoying our stay at The Seminyak with strategis location,beautiful hotel,friendly staff and everyone are really friendly. For sure we Will be come back and to stay again here and trully balinese authentic staying experiences.",The Seminyak Beach Resort & Spa
90,amzing service,50,April 2023,best hotel in seminyak area so far that we visited. all the staff were so friendly and so wlecomed. the view was really good and nice to see sunset. will for sure come back again . thank you everyone. 😍😍,The Seminyak Beach Resort & Spa
91,Great place,50,April 2023,"Best resort in Bali, we had many times stayed in this resort, breathtaking beach view and pool at Infinity Beach Club, food is amazing, and signature cocktails is lovely, located with beautiful ocean view",The Seminyak Beach Resort & Spa
92,Infinity Beach Club,50,April 2023,Lovely place and gorgeous view on the beach. The quality and service is top notch. Definitely will be back. Huge infinity pool and many seatings available. Gather to guests of any type. Family friendly. Thank you to Lestari,The Seminyak Beach Resort & Spa
93,GREAT DAY,50,April 2023,Loved our day the the pool and beach at this hotel. It was phenomenal. The staff is so so kind and the ambience is relaxing. It has perfect access to both beach and pool and I could stay here all day. The service from Soni and Sundnya was great and the service and recommendations from Plento was especially amazing!!,The Seminyak Beach Resort & Spa
94,Pool/Beach,50,April 2023,"We got a day pass to sit by the pool. The resort and views of the beach were stunning and everything was clean, and there was no trash on the beach. Pleno suadnya soni and Rita were extremely attentive and kind, great service!",The Seminyak Beach Resort & Spa
95,Amazing day poolside at seminyak resort,50,April 2023,"My friends and I spent a day by the pool at the beautiful Seminyak Resort!! The infinity pool is gorgeous and clean. Plus there is easy access to the beach, which is well kept and free of trash— perfect for swimming! We spent the day at the lounge chairs by the pool and had outstanding poolside service and ordered delicious cocktails and food. Our service with Pleno, Suadnya, and Soni was particularly amazing. They were very attentive and personal, which made our day particularly enjoyable. We would highly, highly recommend!!",The Seminyak Beach Resort & Spa
96,Great place for resting vacation,50,April 2023,"Great place, we come for to spend the day in the infinity pool. They give you towels and also in the daypass you have 350K for food abd beverages. The staff is so friendly and helpful. Pleno was great, kind and so nice. We appreciate this great attitude. Recommend visiting the place.",The Seminyak Beach Resort & Spa
