,title,rating,date_of_stay,review,resort_name
16,"Great hotel in the centre of the action, but very quiet when inside the hotel",50,March 2023,"Great 24 hour check in/out - where you have the room for 24 hours regardless of the time you check in.
Staff very attentive and helpful. Brekfast was buffet style with enough choice for the week. Bedrooms are big and modern. No veiws from the bedroom, but it has a roof top bar with great views. Pool warm and inviting, shade availavle, great bar happy hour every day.",U Paasha Seminyak
17,Nice and perfect location,50,March 2023,"It’s a nice stay for family, we were 2 adults and 1 toddler and 1 infant, the hotel is child friendly, Tya was so kind and helpful, she give us extraordinary welcoming experience, the street in front of the hotel is full of very good restaurants and supermarkets and pharmacy, its far from the beach.",U Paasha Seminyak
18,Home away from home in Seminyak,50,February 2023,"I love U Paasha. Have stayed here approximately 15 times, for a couple of days up to 2 weeks at a time. Look no further for a hotel in Seminyak. Great location,excellent facilities and truly warm, welcoming and wonderful staff.",U Paasha Seminyak
19,Great experiences,50,March 2023,"Great experiences.. room, dining, and services very great.. especially for the receiption service, Alin.. the location also very good..near with petitenget beCh and near crowd of cafe, bar and so on..",U Paasha Seminyak
20,Birthday trip with a friend,50,March 2023,"Stayed 11 nights in March. As this was my 3rd stay at U-Paasha, everythig was at it's usual high standard. Room was clean and serviced well. Breakfast is excellent. Management and staff make you feel welcome.",U Paasha Seminyak
21,5 Star,50,March 2023,"Great location, warm hospitality and good morning breakfast with large spacious room. Able to do extended late check out same as the late time checking in. Attentive front desk crew and able to speak english fluently. Overall nice big hotel for singles and small families. It's near to Seminyak Square Mall which is the heart of town and KUTETA. The only thing if to commend will be pillow can be more solid and also overall hotel needed just a little maintenance and upgrade since after covid.",U Paasha Seminyak
22,Service top notch,50,March 2023,"BEST SERVICE AND BREAKFAST! Also used the pool a ton, so nice up there on the roof overlooking the water.

We had the nicest, most relaxing stay here. Andy and Detha were particularly very helpful during our stay figuring out how to navigate the area. Would highly recommend.",U Paasha Seminyak
23,Wonderful stay,50,March 2023,"Me and my wife stayed a total of 4 nights with breakfast included. Breakfast selection of indo food was amazing. Loved how they had order sheets for different types of eggs on each table, so there was no need to queue at all at usual egg stations. Our room was spacious and clean with a huge double bed. The balcony and drying rack allowed us to hang our swimwear out to dry which was great! Pool was warm which was amazing. Staff was polite and friendly. Shoutout to Alin who was present at the front desk most of our stay. We were able to communicate comfortably in English with her. Best of all, the hotel was located along the Main Street of seminyak, which was so convenient. We took a 15 min stroll to Petitenget beach as well :)",U Paasha Seminyak
24,A home away from home and relaxing retreat.,50,March 2023,"Check-in time is your check out time, so if you arrive later at night and your return flight is also at night, your room is available all that departure day. No need to worry about checking out at 10am and wondering what to do all day and stowing luggage.

If you don't make the breakfast buffet, you can still have breakfast sent to your room all day! This is a great feature.

The staff are always smiling and there to help with whatever you need. And I highly recommend the hotel massage service, it's very competitively priced! Would recommend this hotel to anyone staying in Seminyak, it's central to everything!

The room was huge and had everything I needed. And there is a convenient store right across the road, and some amazing restaurants right across the road (Chandi and Ginger Moon are standouts).

The food in the hotel was also worth it if you're feeling lazy by the pool!

Thanks to Alin at the front desk and Ari at the rooftop pool and bar.",U Paasha Seminyak
25,awesome!!!,40,March 2023,"The place is convenient, and all staff is very nice, also room condition is very clean.
Late check- out service is a strong point this Hotel.
I wish the amenities included body lotion. and hair dryer did not work well..
But,,, I like this Hotel. Very nice!!",U Paasha Seminyak
26,Cool and trendy hotel.,50,March 2023,"Cool and trendy hotel. I stayed in a king suite with a view which was nicely appointed.
Great location. Roof top pool is awesome for all day sun. Massive buffet breakfast. The staff are great, and always helpful. With the massive range of options in this area of Seminyak, I would happily stay here again.",U Paasha Seminyak
27,Great hotel for a getaway!,50,March 2023,The hotel is in a great location! The roof top pool is glorious and the rooms are large and well appointed! We loved the little bar at the exit/entrance… excellent spot for a Bintang! Definitely be back!,U Paasha Seminyak
28,Very Nice Experience,50,March 2023,Stay was good including good breakfast and decent room size. Location is amazing and so is the rooftop pool. Alin was very helpful and our check in and check out experience was well managed! . Will visit again,U Paasha Seminyak
29,Second visit - Even better than the first,50,March 2023,"I love this hotel. The pool is stained, the rooms are incredible, bed so comfortable, the breakfast is just so good, hardly any kids... but mostly it's the staff.
The staff are either really good actors or they are well looked after and love their job because they just could not be more attentive and caring. From the front desk staff all the way to the room attendants. They try to put their own stamp on their service.
We had a small but annoying issue with our room. They made sure we were listened to and then pulled out all the stops to fix it.
We were acknowledged as repeat customers and given an extra special amazing treat which was so well appreciated.
We will be back.
Did I mention the breakfast? So many vegan options and in the days when it was a little light on the chef would prepare us something just for us.",U Paasha Seminyak
30,Great Hotel right in the heart of Seminyak,50,March 2023,"I stayed here in March 2023 for 7 nights with my partner and the hotel exceeded expectations, It is located in the heart of eat street, so there is no shortage of quality restaurants and watering holes on your doorstep. The rooms are spacious and clean and the rooftop pool and bar are amazing and give full panoramic views of the south of Bali and a great spot for an evening drink to watch the sunset over the ocean. Most rooms are set far enough back from the street so that you have a peaceful time when in your room and it is about a 10 minute walk down to either Ku de tah or Mano's beach bars which are both great spots to visit.
The staff are both friendly and attentive and a special thankyou to Ewa who helped with every request we had. The buffet breakfast is amazing with a lot of choices both decedent and healthy. Would 100% stay here again on my next visit.",U Paasha Seminyak
31,Absolute pleasure to stay!,50,March 2023,"From the spacious rooms that had a comfortable bed and big bathrooms, rooftop pool and bar with a beautiful view of the surroundings to the basement gym that we were pleasantly surprised. It was such a wonderful stay!",U Paasha Seminyak
32,New Favourite in Seminyak,50,February 2023,"My second visit in 6 months to this great hotel in the heart of Seminyak. Enjoyed the rooftop pool and sunsets again. Large clean well air conditioned rooms. Breakfast so many options to enjoy. The staff cannot do enough for you. It was great to see Tya’s smiling face again, a shout out to all the men on security helping to ensure I was safe as I was travelling solo. They spend long hours standing in the heat so I always took them a cold drink and some Aussie chocolate. Thank you to Detha, look forward to seeing you again. I also had an amazing massage and body scrub in my room it was heaven.",U Paasha Seminyak
33,Wonderful experience in seminyak,50,February 2023,"Check in process: fast, smooth
We intended to stay for a night due to Airbnb-failure (once different from photo), Alin was very kind and helpful
And my husband loves going to Athlean--nice gym with deadlift and backsquat..
He happened to be there and we decided to stay in upasha because of Athlean

Rooms--all the same size. Its huge! Modern.

Breakfast: delicious meatball.

Overall its an enjoyable stay.
Close to Revolver and monsieur spoon.
Its not in the traffic part of seminyak and easy to go everywhere",U Paasha Seminyak
34,Dental holiday in nice location,40,February 2023,10 day holiday to complete dental work at hotel near beach with spectacular rooftop pool and bar. Staff were excellent and food quality was very good. Bedding was above average and room was extremely large as was the bathroom,U Paasha Seminyak
35,"Extremely polite and helpful staff, room and facilities excellent and a pleasure to visi",50,February 2023,"From the moment we arrived, we were impressed by the warm welcome we received from the staff. Their friendly and professional manner made us feel instantly at home. The hotel itself is stunning, with a beautiful rooftop pool and cafe bar area offered breathtaking views of the sunset over the ocean.

The buffet breakfast was a real treat, with a wide variety of delicious options to choose from, including both Western and Indonesian dishes",U Paasha Seminyak
36,Shane (Gold Coast),50,February 2023,"Rooms are very large and calming, bright and modern and pool on roof top, wow what a View...
Position of hotel is great for eating, shopping, or a short walk to the beach and a 30min Blue Bird taxi ride to or from airport.",U Paasha Seminyak
37,Super hotel in the heart of Seminyak,50,February 2023,"Top hotel with excellent service and awesome rooftop pool in the bustling heart of Seminyak with an abundance of restaurants on the street, about 10 minutes walk from the beach.
It's great that you only need to check out at the same time you check in, sowhen you arrive at 5 pm, you only need to check out at 5pm on the day you leave.",U Paasha Seminyak
38,LOVED IT!!1,50,February 2023,"The best stay in bail with best staff ever, cant thank Them enough, all so friendly and so helpful. Great location right in the middle of everything, clean facilities, beautiful breakfast and amazing room service. Rooms are massive and service is 24 hours!",U Paasha Seminyak
39,Best hotel in the heart of Seminyak.,50,February 2023,"Perfect hotel to stay at in the heart of Seminyak. Pool is nice and well maintained. Staff go above and beyond for guests. The rooms are massive with large beds and bathroom with all the amenities you could need. I would expect to pay a lot more staying at a hotel like this in the heart of Seminyak. I required a doctor during my stay and the staff were quick to respond and we had a doctor at our room within an hour! Even in Sydney that is unheard of. Facilities, staff and overall experience at this hotel is 5/5, I cannot fault.",U Paasha Seminyak
40,Miss,40,February 2023,"The stay was really pleasant, with timely assistance of any needs and friendly staff. We liked the breakfast here and it’s available all the way until 11am, we didn’t have to rush to get up early for brekkie. Thanks Andy and Eva for helping us, we would definitely like to come back again :)",U Paasha Seminyak
41,"U Paasha! Beautiful, central, amazing!",50,February 2023,"Central location, close to everything, beautiful friendly and professional staff. Huge clean lovely rooms, amazing buffet breakfast. The whole place is stunning and beautiful and exceptionally clean. Can’t wait to go back",U Paasha Seminyak
42,Would definitely recommend,50,February 2023,"Helpful accommodating staff - clean modern rooms would definitely recommend

Great location close to everything including Nirvana bar-which is an awesome sports bar!

I would stay at this hotel again",U Paasha Seminyak
43,Perfect,50,February 2023,Loved staying in this centrally located hotel. 10 min walk to beach great restaurants n bar out the front door. Andy in reception is brilliant! Great breakfast and served till late. We would recommend staying and is very reasonable. Thanks Andy job well done,U Paasha Seminyak
44,"Comfort, Friendliness and Location!",50,February 2023,"Exceeded our every expectation. Very friendly staff - all consistently give a smile and friendly greeting and nothing is ever too much trouble. A special call out to Alin and Deo on reception who were particularly helpful. Hotel is perfectly situated in the centre of Seminyak shops, bars and restaurants and a short walk to the beach. Our room was spacious, well appointed, comfortable and very clean and the bed was ever so comfortable. Breakfast was great - plenty of variety. The pool is situated on the roof so has a great view overlooking the area and out to the setting sun of an evening - a great place to make the most of ""happy hour""! We will be back!",U Paasha Seminyak
45,Best Service,50,February 2023,"The best around.
Breakfast very nice.
Andy brilliant customer service.
Always asking how was our stay and make sure everything was good
Very happy overall
Be back for sure
Alin is very kind hearted and generous always there to help.",U Paasha Seminyak
46,Great stay In Seminyak,50,February 2023,"Big room, rooftop pool, great location with a good vibe right in the middle of Seminyak close to great restaurants.
Eva at reception sooo very helpful organised good quality late model scooter for our stay
4th stay at U Paasha",U Paasha Seminyak
47,"Perfect, absolutely perfect",50,January 2023,"One of the best places I’ve ever stayed. Friendly welcoming staff nothing was too hard. Great location, rooftop pool was perfect for cooling down in the heat. Thanks again! Andy good luck in your test and see you soon in Australia buddy",U Paasha Seminyak
48,Great stay!,50,January 2023,"Friendly staff, clean hotel, great facilities (especially the gym!). Felt very safe as a solo traveller and would recommend to others. Breakfast was average but fine for a quick morning bite. Pool was really nice and great if you have the sunshine!",U Paasha Seminyak
49,Wonderful experience,50,February 2023,"We stayed at U Paasha for 6 nights and we can not speak more highly of our experience! Everyone from the reception staff, restaurant staff, cleaners, security and everyone else in between were so lovely. A special shout-out to Sintya, she works at the front desk and was the most helpful and kind person. She absolutely made our experience here 10/10. Would definitely recommend you stay here!",U Paasha Seminyak
50,Great spot In the heart of seminyak,50,February 2023,"This hotel is situated on the main shopping street of seminyak. Room are very big and clean. Staff are all very professional.
There is a pool on the roof top that over looks all of seminyak and grater part of bali. To top is all there is a fantastic little gym",U Paasha Seminyak
51,Great stay at U Paasha Seminyak,50,February 2023,"Had a fantastic stay at U Paasha Seminyak. The room and bed was very comfortable, great location, very friendly and helpful staff. Most amazing of all was the rooftop pool which was fantastic to relax and have a few cocktails beside.",U Paasha Seminyak
52,In the heart of Seminyak,40,February 2023,"What a great hotel in the thick of it great sized rooms quiet and a wonderful pool with views on the rooftop staff are so attentive and kind especially Eva at reception and Maykel with all our luggage
Breakfast has everything you could ever possibly need and is fresh and delicious",U Paasha Seminyak
53,Great experience!,50,January 2023,"Strategic location plenty restaurant, minimart, drugstore. Car parking is available. Room is clean, great water pressure also available warm water. Staff was very friendly and helpful. Definitely enjoy the breakfast too",U Paasha Seminyak
54,Perfect location for a Seminyak visit,50,February 2023,"Spacious rooms that are well maintained, right in the heart of Seminyak yet very quiet rooms, flexible and professional staff. Love the pop up cocktail caravan out front. My only negative is that the air conditioning units are noisy. Highly recommend this hotel to anyone wanting to stay in the action and at the same time, values privacy and tranquility.",U Paasha Seminyak
55,Relaxing stay,40,February 2023,"Very nice and peaceful stay which we enjoyed very much. The room was excellent in size and the bed was very comfortable.
Toiletries and tea, coffee, sugar all replaced daily and 2 bottles of water. Very central location and lovely rooftop pool.",U Paasha Seminyak
56,Location & Awesome Rooms,50,January 2023,"Great place to stay right in the middle of Seminyak - cant get a better location.
Rooms are absolutely huge and modern. Buffet breakfast was good.
Access to the Athlean Gym downstairs was great, awesome gym.
Highly recommend U Paasha, great value for money, I'd stay here again.",U Paasha Seminyak
57,U Paasha Seminyak review,50,January 2023,"Amazing hotel. Very friendly staff. Very close to restaurants, bars, retail store’s etc. Upon arrival, you’re greeted with a welcome drink. The front desk staff is also helpful and efficient. Loved this hotel. Highly recommend to anyone going to Seminyak.",U Paasha Seminyak
58,Nice experience but room was adequate,30,January 2023,"Heard so much good about this hotel which is why my partner and I decided to stay. Apon arrival the staff catered to your needs very well but with our room, it wasn't cleaned well as previous guest items were present, there was a strong smell of mould and the balcony door had a lack crack in the glass which they hotel didn't know about.",U Paasha Seminyak
59,it was comfortable n luxurious,50,January 2023,"the perfect location to see around the Seminyak market and cafes and clubs. and the rooms are very spacious and comfortable. the service is perfect and the staff is very polite. They provide you with all that you need very quickly. The best part is if you missed your breakfast they provide you with lunch or dinner, which is like exceptional. in short a great stay.",U Paasha Seminyak
60,Very good hotel,50,January 2023,"The hotel located in the good area,Everything is perfect the room is clean,staff are amazing friendly and kind , breakfast is really good. If u miss your breakfast u can still get it later for free 🥰
I highly recommend this hotel",U Paasha Seminyak
61,Lovely hotel,50,January 2023,"Large, immaculate hotel rooms with comfortable beds. Great buffet breakfast and a huge rooftop pool in the center of Seminyak. Great location and friendly staff. Helpful and well-trained staff. Close to mini mart and Seminyak square",U Paasha Seminyak
62,"Great location, big room and good gym",50,January 2023,"Great for a quick no fuss trip to Seminyak. Large sized room, decent choices for breakfast, gym was great and the rooftop pool was clean and quiet. Plenty of good restaurants and shops around. Staff were lovely and helpful. Thanks for having us.",U Paasha Seminyak
63,"Good location, nice value for money hotel",40,January 2023,"The hotel and the staffs are welcoming and the rooms are clean, only concern point is the shower water felt salty. Breakfast was awesome and would definitely consider staying here again. A lot of places to walk around to",U Paasha Seminyak
64,"Great location, pleasant service highly recommended",40,January 2023,"We stayed 7 nights at this property from the 1st Jan 23 and despite being very central and amongst busy Seminyak we were not impacted by any noise. We stayed in Suite with a King size bed with a view on the 5th Floor and found the room very spacious along with great size bathroom which included a very spacious shower. Rooftop pool was lovely and quite large. Staff were warm, welcoming and happy to assist. Walking distance to shops, flea markets and Kudeta (highly recommend). Value for money and would definitely recommend this property. Thank you to all the staff at U Paasha Seminyak for making our stay enjoyable and welcoming.",U Paasha Seminyak
65,Disappointment!,10,December 2022,"Due to unfortunate circumstances, I was no longer able to travel. I contacted the hotel ahead of time to ask if I could receive a refund, they said No as the reservation was non-refundable.
As I requested to cancel ahead of travel, I felt this policy was very inflexible as they probably rented out the room anyway, therefore getting paid twice!
Extremely disappointed with their reservation policy, DO NOT BOOK!",U Paasha Seminyak
66,"Great value, location and staff",50,December 2022,Affordable accommodation centrally located in Seminyak. The rooms are spotless and facilities great. The staff are a huge asset to this hotel. They consistently go above and beyond to ensure you enjoy your stay.,U Paasha Seminyak
67,A great place to stay with family,50,December 2022,"Clean, spacious, money value, strategic, nice breakfast and also friendly staff. More than i expect. Really appreciate the clean bed linen and really cold AC. The bathroom is too open for family somehow but still ok",U Paasha Seminyak
68,"Location is great, but the room needs some improvements!",30,December 2022,"Let m me start by saying that the staff of u paasha have done their best. They’re really friendly and helpful.

However, all of their hard works were not really supported with the hotel facilities that are getting older and outdated.

The room (321) was spacious, but since the hotel design is quite open, if your room close to the entrance, you will hear everything. Please ask for quiet rooms which are located far way back if you need a good night sleep.
The bed is from King Koil and that says enough of the best quality of the bed.

In the room, there were lots of stains here and there (check the headboard of the bed)
The air conditioner was old and making really loud sounds when operating.
The bathroom looks clean, but if you look closer, you will see black molds on the walls and on the corners.

The swimming pool at the rooftop was big and spacious, but lots of broken tiles in the pool which are dangerous if you accidentally step on it

The most disappointing point is that i was here to celebrate new year. There suppose to be a dinner event at the rooftop with bbq, party, door prizes etc

Well, i have to say, that event was not done profesionally. There were lots of foods. But that’s it. It could have been done so much better considering it was new year “party”

Having said all of these, I appreciate that the manager had a chance to talk to me in person about some of my concerns I mentioned above. The staff at the restaurant also recognized my birthday and made me a special birthday pancake.

I believe that this hotel can improve a lot by doing a deep cleaning in the rooms, maybe some renovations.",U Paasha Seminyak
69,"Great stay with large room, delicious break fast and helpful staff",50,December 2022,"Room is spacious, breakfast is delicious with a lot of options, staff is helpful (special mention to Eva that help me to book grab when i could not get one on my own) and always there to help you when you need it! Great stay and will definitely choose this hotel again if i were to visit seminyak again!",U Paasha Seminyak
70,Will be back,50,December 2022,"Massive room in the heart of Seminyak, the pool and the gym made it perfect.
Breakfast spot on too.
Staff very friendly room always clean.
Had zero issues staying the hotel.
Not a party hotel.
☺️☺️☺️☺️☺️☺️",U Paasha Seminyak
71,We will be back!,50,December 2022,"We will stay again (for the following reasons)
- huge rooms/bathrooms
- newly renovated rooms (we stayed in 205 & 207)
- super friendly/helpful staff (in all areas)
- lovely roof top pool and we’ll equiped gym in the basement
- a great range of breakfast options. Many changed daily
- well managed. We had some issues with noisey guests disturbing our sleep. The issue was well managed.
- location, location, location…. In the heart of east street.

Possible improvements
- roof top bar cocktails were very inconsistent. The same cocktails tasted different each day. Sometimes not good at all.
- ensure enough working treadmills. We tried to use one several times but there were either being used or not working.

Thanks for a wonderful stay U Paasha team",U Paasha Seminyak
72,Great value and location,40,December 2022,"U Paasha was a great experience. The rooms are very spacious and with a modern interior. The toilet and shower have a frosted glass door but essentially open to the room. Some might enjoy this style but a bit intimate when performing natural body functions. The room has no clock, which is strange but not a huge deal. The room has no view. I'm not sure if all rooms are the same but being only 5 floors, I don't think anyone had a view. The staff were top notch. The pool was nice and shallow for the kids.

The location was perfect as it had all major and minor conveniences right outside the door. The road is busy but I didn't hear the traffic. The beach was a 10 to 15 minute walk. Definitely not an issue considering the difference in price for a beach property.

We had small snacks from the rooftop restaurant and it was quite good. The breakfast was good and provided a good selection.

Overall, I'm going to be recommending this hotel to my friends and family. We thought that it provided really good value and convenience.",U Paasha Seminyak
73,Holiday Stay,50,December 2022,"Amazing experience here! The staff was top notch and location was spot on with an amazing gym. Service by staff Alin was definitely a memorable and wonderful experience. Hotel is very well located, close to massage parlours, barber, shopping district, restaurants and bars and even a supermarket. Will be back again!",U Paasha Seminyak
74,Good location and spacious room,40,December 2022,"Friendly and accommodating hotel staff.
Good location- 5 mins walk to seminyak square
Plenty of restaurants nearby.
Breakfast selection is not bad. Changes to the dishes and juices daily.
Rooftop view is sensational, u can catch a good sunset view from the roof top.
Housekeeping is fantastic. Did a great job in keeping the place clean.
Floor of the room are not sticky like some other hotels .
Comfy bed. Nice that they have a 2 sink option for their room toilet.
Room is very spacious despite extra bed. Can practically do somersault in the room.
Plenty of sitting area in the room with sofa and bench and deck chair.
Toilet is open concept with frosty glass, not much privacy on this.
Overall a pleasant and wonderful hotel stay.",U Paasha Seminyak
75,Bali 2022,50,December 2022,"Great location and friendly staff that’s what makes a holiday enjoyable, all the staff at U Paasha were very helpful I would recommend this hotel to all my friends and family walking distance to restaurants near by",U Paasha Seminyak
76,Our Stay,50,November 2022,"Can not fault this place, the room was clean, large and had great air conditioning. The staff were amazing, so polite and accomodating and really made us feel at home. We loved the roof top pool with amazing views and the included breakfast Buffett was delicious.",U Paasha Seminyak
77,U Paasha Seminyak,50,November 2022,"U Paasha :). Simply gorgeous! Not only the place, but its people as well. We are treated very warmly and kindly, which we appreciate so much. Everyone from the restaurant, to the service crew, and the front desk have accommodated our simple requests and ensured our comfort, first and foremost. I'd like to comment Eva, Ardhi, and Andy most especially, for their kind consideration. There's no other place to go back to but to U Paasha <3",U Paasha Seminyak
78,Hidden Gem,50,December 2022,"My friend and I loved U Paasha. The rooms were very big and the bed and pillows were extremely comfortable with good linen. Whilst there are elements of the hotel that are a bit dated, this is well and truly made up for by the incredible customer service and friendliness of the staff. Nothing was ever too much trouble and the buffet breakfast was exceptional. Andy, who I think was a trainee, checked us out and he was very professional and ensured that our last interactions were very positive. Location is excellent as well and the sunset and view from the rooftop pool and bar is great. Gym is also very good. Will recommend and stay here again. Thank you UPaasha",U Paasha Seminyak
79,Excellent stay!,50,December 2022,"My 2nd time staying here and no complaints at all. Location are very strategic, lots of places around for food and drinks, room was HUGE and very clean, services are top notch. Hotel facilities are quite decent: rooftop bar, pool, gym, and also in dine menu.

One of the unique things I liked about U Paasha: 24 hours check out time. Very helpful for people who have afternoon/evening flight. Will definitely stay here again.",U Paasha Seminyak
80,I didn't want to leave !!,50,December 2022,"Where do I start !!
The location , cleanliness , room size and facilities , friendly attentive staff , great food , pool and sunsets , gym so well equipped, breakfast anytime , anywhere and 24hr use of room ...
I can't wait to come back",U Paasha Seminyak
81,This hotel beats so many luxury hotel standards!,50,October 2022,"Stayed in Bali for 2 weeks and paid exorbitant prices for luxury hotels. But we have concluded our most pleasant stay was at U Paasha! Everything about your hotel won hands down! Upon arrival, bell boy was on stand by to collect our luggages. Breakfast selections were very good for such a small space that you have. Staff were very prompt to help us resolve enquiry and they were attentive. In room massage was the best idea ever because we could keep an eye on our child and still enjoy an excellent massage from your masseuses. They were very professional, skills were so much better that other bigger hotels.

Located at the heart of Seminyak, we could walk to the shopping district, very conveniently surrounded with restaurants, bars and convenience shops. Room was spacious. If you are travelling with a child like us, request for a room further away from Main Street, so that the noise level would be minimised.

We will come back again! Thank you for your hospitality!",U Paasha Seminyak
82,U paacha,30,November 2022,"Internet does not connect to Nintendo Switch. Does connect to phone and laptop, but connection was weak/slow. Room TV HDMI ports are out of date, only works with older devices (Not HDMI 2.0 or 2.1; Probably HDMI 1.4 or earlier). Location is great if you want to stay in Seminyak. Service was great, rooms were clean. Airconditioning was nice and cold and the water pressure was great. Great choice if you do not need Wifi or HDMI connectivity.",U Paasha Seminyak
83,Overall good but room condition and environment is not good,40,November 2022,"great location, nice breakfast, and huge room. But when you have a room facing another building, your room will be humid and your bed will be wet, and noisy. Because of the builing sun liging is not coming to your room, and AC dosen't work properly",U Paasha Seminyak
84,"Great location, great staff",50,November 2022,"U Paasha is in an excellent position in Seminyak. Nice big rooms. Helpful staff (especially Eva and Andy). Huge breakfast, and mercifully a well equipped gym to work it off. The rooftop pool and bar have stunning views. We had a family vacation using 5 rooms and everyone was happy.",U Paasha Seminyak
85,U Paasha,40,November 2022,Very nice hotel great staff unfortunately they allowed other guests to smoke in lobby next to breakfast restaurant and even vape in the breakfast restaurant which was intrusive and resulted in conflict with the smoking guests who said they could do whatever they liked there. If you don't smoke be warned this property currently does nothing to stop people ruining your experience in that regard,U Paasha Seminyak
86,Perfectly located with everything you would expect and more.,50,November 2022,"U Paasha is great for couples-massive suites and perfectly located to walk to all the trendy restaurants. Rooftop pool is a great size and the area feels luxurious without being pretentious. Staff are very friendly, Andy was super helpful, he went out of his way to provide exceptional service and was so personable. I would recommend U Paasha to anyone who wants be well located and comfortable in Seminyak without breaking the bank.",U Paasha Seminyak
