,title,rating,date_of_stay,review,resort_name
14,Pleasant Stay,40,September 2019,"Stayed here for 10 days, nice little hotel nice welcoming reception, and surprisingly a quick check in,
Bed and breakfast as we were out usually most of the day and evenings and restaurants and cafes are pretty cheap there and good priced. The breakfast was a little to be desired, found the food wasn’t that particularly hot, this was owing to the other guests opening the lids and not closing them, the Chinese in particular.
The room was not to bad nice large double bed, I did notice on a couple of occasions the sheets although cleaned every other day were not that clean some stained but didn’t say anything this time, the kettle was not working when we arrived, the button was stuck but room service soon changed that pretty quickly, not enough sugar or creamers and coffee, but this was not really a major problem as we tend to bring out own coffee and fresh milk on arrival and bottles of water. The safe in our room was just the right size and quick to learn how to use it with a pin number of your choice, kept our passports in a camera and mobile phones and money.
Had two bottles of complimentary water a day delivered to our room, this was nice and the cleaning didn’t do a bad job, though it would have been nice to have a clean smell in our rooms once completed.
The Balcony was slightly small and no chairs or tables to sit out onto in the mornings where we could have our first coffees, I had to ask for a chair, but again they were obliging and no waiting for it.
Downfall was that there were no drying area and we were not allowed to put anything on the balcony and there were new signs stating this hallway through our stay, the drying area in the bathroom was
An retractable washing line and a small nut on the end to lodge into a metal clasp the other end and rusty. There was no hot water in the shower, it was just warm with a rusty shower-head and the Bathroom Douche Sprayer Toilet Bidet was not clean at all and had to buy some disinfectant to clean it.

We found the rest of the hotel, pretty much clean and tidy and information downstairs was good and a smoking area just above the pool that was open until about 10PM and then a sign saying closed, I couldn’t understand why this was, and my only other gripe was when parties of Chinese stayed, they had no respect for other guests, they were noisy and loud and very rude. (Not to me, as I put them in their place)
Would I stay here again? Yes and would also recommend it
Thank you",Sense Sunset Seminyak
15,A ‘Memorable’ but Disgusting Moment,10,October 2019,"We stayed at this facility at Sense Sunset seminyak (Jl. Sunset Road) for 3d/2n. we checked out today (sept 31,19 to october 2nd,19).

Just wanted to share some unpleasant experience as well as disgusted moment prior to check out day.

Started with a over-promised about room availibility that keeps us waiting until we decided to leave for our late lunch outside the hotel.

One thing that made us really disgusted is that we found out that there is a big cockroach ceeeping into the inside curtain in our room.
This is our holiday and we did buy few snacks that we left it open throughout the night. I ended up throw away everything and was checked out wondering if it was that ‘big cockroach’ that made my skin itchy until now.

I was looking for the Manager on Duty and as he was on briefing, I called the receptionist and finally had the housekeeping to remove the ‘creature’

What a memorable stay at Sense Seminyak
And I do hope that they disinfectant and do a deep cleaning each room very regularly.",Sense Sunset Seminyak
16,"Great ambience, beach view, and service",50,September 2019,This is my first time visiting this restaurant with my friends. This place has a beautiful sunset view. Great drinks to enjoy the time and feel relax. We were greeted by a kind hostess (trisya) and waiter (dadi). They gave us a superior service. We'll come back..,Sense Sunset Seminyak
17,Cheap and nasty,20,September 2019,"We booked this place last minute through Agooda and arrived to have the receptionist question if we have paid as they had not received payment from agooda yet (which we had and this is not our problem). They then had to check our room before we went in so we decided to go to their restaurant as we were hungry..

What a disappointment. It was expensive and took a long time and the portion sizes were TINY. My bowl of French fries was only half filled and took a very long time to come out.

We finally got to our rooms. They were ok however we were right next to the main road and the road noise all night was so loud. No sound proofing on the windows.

The air con didn’t work properly in our room either. The bathroom is very run down and needs a decent clean.

It’s ok for cheap accommodation however we only stayed one night and will not be back.",Sense Sunset Seminyak
18,mischievous,10,August 2019,"We booked this hotel from 24-25/8/19.At the time of registering they deposited caution money,OK.They told they have a free service to visit sea beach in next day,OK.When we entered into room,there were two 1.5 L.In next morning we asked for beach travel.
They answered you were not registered.They have not informed us about registration at last night.
When we checked out the hotel on 26/8/19 they charged the price of the water bottles.They said there was a small red sticker.They charged IDR 250000 for compensation there was a red lipstick mark on bedsheet.When we challenged, they bowed down.They arranged a car service to airport IDR 200000 whereas taxi service was IDR 100000.",Sense Sunset Seminyak
19,Budget,30,August 2019,"Not some where I would usually stay but I got a cheap Jetstar package . The location is poor, right on sunset main road , although you can access Seminyak through back door.
The room was ok , just average. Pool clean . Breakfast was average, plenty of choice but not great quality.
The one thing I did not like was the constant noise at all hours ! There was a lot of sporting teams staying here and it was very noisy all the time , early hours of morning and throughout the night.
The staff were friendly and helpful when we needed something.
It is not somewhere I would stay again",Sense Sunset Seminyak
20,Excellent budget hotel,40,August 2019,"We stayed at Sense Sunset Seminyak for two nights. It's located on a main road, very close to a food street and many convenience stores.

Rooms are decently sized, everything works in the room: air conditioning, tv, all taps, and bedding.

Staff is courteous and overall we had good experience.",Sense Sunset Seminyak
21,please run away,20,August 2019,"I booked by Airbnb I arrived late at the hotel ... they could not find my reservation and made me wait more than one hour ...
Then my room was on the swimming pool with kids starting yelling at 7am !!!
I wanted to speak to the manager ... sorry he is too busy !! I wanted 40minutes ...
Then I went to work ... when I came back the receptionist, which is very friendly, proposed me an upgrade :., bigger room but same noisy problems ...
the hotel is horribly noisy ... can hear everything ... food and breakfast very bad ...
The only thing I liked is the staff .., they are very friendly and helpful ...
But I will never come back !",Sense Sunset Seminyak
22,Low quality,20,August 2019,"Rooms are of a good size but the quality of the cleaning and upkeep is poor. Wallpaper is peeling, scuffs and marks on all the walls, shower is filthy, bed is squeaky. There is no free transport to the beach which is 30 minutes away.",Sense Sunset Seminyak
23,Good value for money,30,July 2019,A well priced hotel. The format of rooms surrounding the central pool make the rooms quite noisy if children are playing in the pool. Rooms clean but a little shabby. Beautiful linen. Staff are outstanding.,Sense Sunset Seminyak
24,Extremely Friendly Staff,50,July 2019,Confused at reviews where people say the staff were rude. Stayed at this hotel for over a week and did not come across one rude member of staff they were all super friendly and polite. We checked in at 3 in the morning- the staff were extremely helpful and helped with our luggage (we also didn't have the room deposit and they told us not to worry we could pay them the next day after we visited an atm). Rooms are nice and clean- drinking water in the rooms provided everyday. Breakfast is good there is a mixture of english& Indonesian food! Would 100% stay again!,Sense Sunset Seminyak
25,Our Bali Adventure,50,July 2019,"We travelled to Seminyak in Bali and had the most amazing stay at Hotel Sense Sunset in Seminyak! The staff were friendly, but one amazing lady called Okta touched my heart! She went out of her way to make our stay in Bali unforgettable!! Thsnk you Okta and thsnk you Sense Sunset Hotel!!",Sense Sunset Seminyak
26,Very poor,20,June 2019,"This was our final destination following 3 nights in both Dubai and Singapore and we were looking forward to being able to unpack and chill. Hotel staff friendly but didn't all understand English. Room overlooking pool, no wardrobe just 2 coat hangers out of the wall. Towels were certainly not white or in good condition. Patio doors onto small balcony were not soundproof. At night the noise was very loud and I complained to reception who were apologetic. English not catered for at breakfast again with very little choice. Would definitely never stay there again.",Sense Sunset Seminyak
27,Six night stay,30,June 2019,"Generally quite clean and I especially love the friendliness of the staff.

I just wish the staff would take the time to ask the Chinese visitors not to make so much noise. I get rudely awakened early every morning by the stampede to the breakfast area, so sleeping in late here is not an option.

So for me, the only problem I have with this hotel is the noise level.",Sense Sunset Seminyak
28,Not the best,30,June 2019,"On the website the hotel looks amazing. We booked a suite, which was just alright in reality. The bathroom look old and worn down. After staying for 5 nights they haven’t changed the bedsheets. The fist thing we noticed was the stains all over the sheets. The same stains were on the sheets every day. Having a good night sleep is hard, we woke up many times during the night because of the thin walls. You can hear everything from the other guest. If someone drops something on there room you will hear it. In the morning you can hear when people are using the cutlery. Otherwise you can hear people walking, slamming door, talking loud and there are a lot of knocking on doors. The breakfast consists of rice, dry chicken, and soups. Not a lot of options for bread or healthy alternatives. However, the staff was so kind and friendly! We felt so safe and welcome!",Sense Sunset Seminyak
29,Average,30,June 2019,"The best thing about this hotel was the friendly and helpful reception staff.
Do not expect a good night’s sleep as there is constant noise through the night from both residents and staff (housekeeping knock on your door very early in the morning)
Very poor WiFi quality, kept disconnecting and saying there was no internet. When it was connected, nothing loaded and it was extremely slow.
Would not stay here again.",Sense Sunset Seminyak
30,Sense Hotel Seminyak Bali,40,May 2019,"I am currently staying at Sense. We have clean comfortable balcony room,overlooking pool. Breakfast buffet very good & varied, no complaints. Dined in for a dinner, enjoyed & price reasonable.inhouse Massage also very good. No complaints from us. Also short walk to Seminyak Square.",Sense Sunset Seminyak
31,There are better 3-star hotels ...,30,May 2019,"We place the booking in early April for 5 rooms (2 nights) for last weekend. We are aware that this is not a 5-star hotel, but since we book 4 weeks in advance, we expect to get a clean and a well-prepared rooms for the group.

Well, on the 1st night we learn that : Most of the rooms smell funny; The towel is no longer white, but dark off white (bedsheet also looks old) and some bugs in the room . But the most shocking thing is (especially for the ladies) they run out of shower caps. Except for the shower cap issue, other problems are being handled quite promptly by the staffs.

The location is near the suckling pig restaurants, and it has a back door to some hang outs places in Seminyak. And 24 hour convenience stores are just across and beside the hotel.

The breakfast is very not special, so better skip this and have breakfast some place else.",Sense Sunset Seminyak
32,You pay for what you get,50,February 2019,"Forget all the negative reviews this hotel is excellent on a budget. Stayed on a b&b basis and only used it as a base as I was out all day. Staff very friendly and professional. Breakfast Indonesian hey your in Indonesia what do you expect full English? Rooms clean and tidy I stayed in room 5359 great aircon, great water pressure and cleaned every day.
Beach about 30 minutes walk away at 30 degrees heat pace, nice and clean not covered in plastic, lots of sellers on the beach but all very friendly if you don't want anything they will leave you alone. Lots of beach bars all great guys, stop and have a chat and a bintang.
If I ever return to Bali I will return to Sense Sunset.",Sense Sunset Seminyak
33,Horrible experience,10,April 2019,"We had booked 7 rooms from 22 April tp 30th April. The hotel standards are very low esp cleanliness . 3 times i have walked out of the shower with no towels. It happened to the rest of my colleagues. They don't changed their sherbets, pillowcases and their comforter. There were a lot of stains and we have to keep asking them to do their job. Please hire people that have pride in their jobs and actually care for your guest. I will not go into your inedible foods. Horrible!",Sense Sunset Seminyak
34,STA Travel - BALI Accomodation,20,April 2019,"Got this deal through STA Travel and don’t believe any of their staff or management have stayed there before. We were given the impression that this is a 4-star hotel, and it most certainly was not.

Except for the damp smell, faeces on the wall and stained sheets (which appeared to be blood drops on it)

I would say it was an okay place to rest. Would I ever be back, sadly no!

On our arrival on Sunday, a crowd of people were screaming, swimming and causing havoc. We were told no one was permitted to swim after 9pm yet a specific group of people who seem to be above other guests when it came to the hotel rules (the noise levels were a constant issue during our stay)

We complained 4 times out of the 7 days we stayed there and had to even ask cleaning staff (paid them extra) to clean our unit correctly (this was before we bought detergents to clean it ourselves again) when we requested another room, we were informed we will have to pay for the accommodation.

On Friday night, I phoned reception 13 times from 2am yet no one answered the phone, and there was a crowd of people who were screaming and slamming doors consistently. Saturday when we went to complain, we were told that they have tried to call us and tell us they had a room available – which was strange as no one from the hotel had come to us or left a note to go to the front desk.

Food, it was not the worst, it’s very oriental and not as ""European"" as described on the internet.",Sense Sunset Seminyak
35,5th flor ok.,30,March 2019,"Sense Sunset just on sunset Boulevard is an ok hotel. But not quiet 4 star hotel.
When we arrived at 9 pm hotel was ready at 2 pm.. Ok. that's the conditions. 5 th. flor gave us a god look to the pool down under. The room 5559 was ok, we asked for chairs for balcony. Cleaning was ok. We had included breakfast. breakfast ok. varm dishes fine bread but nearly nothing to put on. Coffee not drinkable. Summary god hotel to the price, friendly service. Outside taxi De Wan was excellent.",Sense Sunset Seminyak
36,Not a four star hotel,20,April 2019,"Starting with the good points. The hotel is clean and the staff are friendly and helpful. The bed is comfortable. Nothing else good to say. The breakfast is very limited for the European tastes basically catering for Asian tastes which I suppose is to be expected. No English breakfast ( eggs.bacon,sausage,tomatoes) which was very unusual. The only English food was toast and jam and a very limited selection of fruit ( melon,pineapple and papaya ) all quite tasteless. There is no bar and the one and only evening meal we had in the hotel was just about edible. We ate out after that experience.The hotel is very noisy and we had no privacy in our room. We were on the ground floor and the window/ sliding doors opened directly onto the pool. People were sitting within inches of the door so the curtains had to be closed all the time which although gave privacy ,did nothing to dull the screaming and shouting . Although the bathroom was clean,the shower leaked badly so care had to be taken when stepping out. We were surprised that there was no effective air conditioning in the hotel as Bali is very humid. The air conditioning in our room however was very good after we asked for it to be fixed. This was done promptly. We are seasoned travellers and this hotel was not our favourite by any means !",Sense Sunset Seminyak
37,Worst hotel we have ever stayed in.,10,April 2019,"We arrived at the hotel the 11th February 2019 just after 23:00. Reception was delayed, nobody took our luggage to our room or even guided us to our room. The room was small, dated and not very clean. No cupboards or windows that could open. Aircon was intermittent. Breakfast was found to be very limited. Lots of noise so sleeping late was not possible. Complaining to front desk didn't help as they had a couldn't care attitude. There is no spa, the website overpromises but the hotel really under delivers.

I really feel that we got ripped off as this hotel is far from 4* rating. This was more like a motel.",Sense Sunset Seminyak
38,Low standard,10,March 2019,"Nothing much to say, another cheap hotel with below average services. Staff were very rude, room was dirty and the pool was too slipery. Breakfast was good they have plenty of vegetarian options. I asked two times to the housekeeper to change my towels but looks like he didn't understand my English though. Staff at the front kinda have their own business with each other, no sense of helping at all. The small lady at the reception enjoyed talking to the phone for about 10 minutes and she did not even try to show that she is busy ;). Hard to believe but I will rethink to be back for the low prices.",Sense Sunset Seminyak
39,Excellent service!,50,March 2019,"So my family and I were struggling to find a hotel at late night and we were also very exhausted since we were traveling the whole day then finally we found this hotel which seemed the best for us since it had an affordable price along with interconnected rooms but unfortunately when we got there the rooms we wanted weren't available but luckily the receptionist named Nanda did a very kind act of humanity and gave us a deluxe room for the same price of a regular room along with breakfast for 5 people which was not supposed to be included in our package. We are very grateful and I feel the service that Nanda and his team has given us should be a fantastic example for other hotels to follow, therefore I would definitely come back here again. I highly recommend this hotel to everyone. Thank you",Sense Sunset Seminyak
40,DO NOT GO TO THIS HOTEL!!!!,10,March 2019,"Sense Sunset Seminyak

Seminyak

Worst of worst experience! DO NOT GO TO THIS HOTEL!!!!!!

I am going to say SPECIALLY to a lady and a guy at the reception, go home! You guys are totally not deserving to work in a hotel!
I am not saying other staff are good but they both are the worst, they are VERY RUDE and it ANNOYED me so much. I was expecting to have a great time as this is my first time in Bali but seems everything is out of expectations. Room was too small for me and my wife, lot of Asian people walking in front of my room with their super loud voice. Do not go to this hotel if you don't want to ruin your holiday!",Sense Sunset Seminyak
41,Horrible Experience!,10,March 2019,"Receptionists are very unfriendly, very unprofessional and rude. Checked in process was terrible because it was very chaotic and confusing. Room was below average, one of the side lamp needed to be fixed. Extra bed was terrible. Overall not worth it for 4 stars hotel!.
Not recommended and will never stay in this hotel again!.",Sense Sunset Seminyak
42,Good stay,30,February 2019,The hotel was in close proximity to the busy areas within the area. We walked to Seminyak village mall and the beach. Breakfast could be improved though. It was just too much of the same thing and lacked variety. It catered for mostly Asians and not so much fir others. Had to eat fruit all day. Otherwise this was value for money,Sense Sunset Seminyak
43,Arrived home with an unbelievable disappointment.,10,March 2019,"I am so sorry to say this. I just arrived home with an unbelievable disappoinment. I stayed here for two nights and I can say almost everything in this hotel is hard to be liked. Start from the Check in administration at the reception, oh My God they did not even smile or greet you or recognize your presence. I had even think am I a ghost? for a moment.
Unfortunately, my room was in the ground floor which is near the restaurant, it was noisy all the time. The room next to my room was a crazy noise. I do not know what to say about the staff, they walk in the corridor with screaming, laughing, don't they even know there are customers staying there? Did you really train your staff of how hospitality is? Did you even warn your staff of how to act in front of your guests? I can say the price is cheap, but man! You call yourself a 4* hotel! The only thing that made me happy was the Marinara pizza, it was soo yum.
One of my family is working there but I did not expect this kind of service during my stay. I pay everything. This is a general feedback as I am working in a hospitality too, and I can see there is a big chance for you guys to grow. If you can just train your staff specially the front office only to""smile"", and train the overall staff to control their attitude if they are in hotel area, that will delete all the negative comments you got until now. I know most of your staff are young, but at least they know they are working for service, satisfaction, and feedback. I know the Hotel Manager can do it. Thanks",Sense Sunset Seminyak
44,Noisy and dirty,10,February 2019,"Pay attention to all negative reviews previously listed .
Very dirty - same sheets on the bed for 6 nights ( and yes we did ask for them to be changed )
2 small towels in the bathroom for 2 grown adults ... no bathroom a me I ties at all except for a toothbrush
Extremely noisy guests who were fighting in the hallways and heavens above the noise they all made at am for breakfast for 4 mornings in a row.
Front desk people were very rude and cold when we signed in and they were 1 room short for the group booking and kept us awake and waiting til almost 3 am ( 3 hours wait for them to find the missing room )
Daily the cleaning crew opened our small handbags and shopping bags while we were out ( we checked by leaving and string in the zippers - they were inside the bags when we returned not where we had placed them .

Not a place I would recommend to anyone able to pay a fee dollars more for a cleaner quieter better equipped and hospitable hotel .",Sense Sunset Seminyak
45,Decent Budget Hotel,40,January 2019,I stayed here for 4 nights and everything was fine! It is a cheap hotel and you pretty much get what you pay for. Nothing fabulous about it but everything worked! It is located in Seminyak so it was easy to go anywhere!,Sense Sunset Seminyak
46,Pathetic.....,10,February 2019,"I took 25 students and supervisors on their graduation trip. The hotel had very rude people in the reception when we arrived .... Had booked 1 less room than was needed... The bedsheets were not changed for 5 days so we slept on top of them... They didn't put soap or any immedentities you would normally find in a hotel.. You had to use the ones provided in the dispenser and they all smelled the same ( hand.. Hair and shower gels).

Them orning buffet is great for a foreigner if you don't mind eating omelet and doughnuts daily for breakfast otherwise it's not a good buffet breakfast.

The room service food was wonderful and was delivered to the room with a smile.

As mentioned in many other reviews... The noise throughout the night a D early morning is unbelievable so be prepared to wake up early to. Link clink of the dishes in the restaurant and to be awoken all night with the high voices of those who are in the hallway.

Wasn't worth the money and certainly was not worthy of being a 3 star hotel even.",Sense Sunset Seminyak
47,Great value,40,February 2019,"Stayed 8 night here $28 AUD a night with breakfast through Agoda. Hotel is clean and well maintained great pool for cooling of in the heat of the day. Central to Seminyak, Legian, Kuta and short drive to Canggu.",Sense Sunset Seminyak
