,title,rating,date_of_stay,review,resort_name
14,Perfection - not to be missed,50,April 2023,"There’s only one word to describe this hotel - perfection. The stand out has to be the impeccable service. The staff are a credit to not only the hotel but the hospitality industry in general. The personal touches are astonishing.

The location is great. Lots on your doorstep. Nice beach but huge waves and rips so the attentive life guard is a must. The kids loved bodyboarding with their dad. The sunsets are also simply stunning.

The hotel is understated luxury. The best sun loungers we’ve ever had. Very comfortable and again attentive service. You feel utterly relaxed. A real home from home.

Our 2 bed suite was incredible. It was huge and again the detail is exceptional including Bose surround sound system with pre loaded playlists and complimentary drinks and snacks.

Our spa treatments were fabulous. I’d highly recommend the Legian Indulgence.

The concierge service were super helpful. Nothing is too much trouble generally at the hotel.

Great food and drinks. Abundant breakfast choice and such a treat to have table service for the hot food. No queuing around a hot egg bar at this place!

I could continue a long list of praise for this hotel but will end by saying thank you to what really is well and truly a leading hotel of the world 🙏.",The Legian Seminyak Bali
15,The Legian Seminyak not to be missed,50,April 2023,"Some say Bali is very relaxing with amazing views, food and service. The Legian Seminyak is all that are more.
Beautiful large rooms with sea views, five star service and friendly staff. An amazing getaway.

Hans and his team treat you to a personalised five star experience that will bring you back time and time again.

Thank you for an amazing break and the chance to unplug.",The Legian Seminyak Bali
16,Outstanding resort deserving more than 5 stars! ars!,50,March 2023,"We have stayed in many places in a number of continents. None can compare to The Legian. If a 1,000 things need attention, the staff at the Legion did every one of them just right. The friendliness and helpfulness of the staff is outstanding. The hotel itself may not appear to be glitzy but it does not need to, because it simply has class. We had a corner suite and the decor and amenities must be seen and experienced to really appreciate them. We also liked the beach in Seminyak at lot better than in Nusa Dua where we had stayed for a week. Five stars are insufficient for this resort. Highly and unreservedly recommended!",The Legian Seminyak Bali
17,Fantastic end to our Bali vacation with young children,50,March 2023,Immaculate service from arrival to check-out. The hotel arranged for a private room to shower and change before our flight back to Dubai. We travelled with two young children (5 and 2) and the attention to detail from the staff was incredible which really made for a fantastic end to our Bali trip. Hotel offering is high quality in particular the green spaces and pools and we will return to this hotel when we next visit Bali.,The Legian Seminyak Bali
18,Somewhat disappointed,30,March 2023,"I’m a regular at the Legian and have always enjoyed the service, the standard of the villas and all that comes with this resort. Having just stayed with a friend and appreciate that this is pose COViD we had a very mixed experience. The resort is very tired and our Deluxe Suite had evidence of building works such has falling plaster and debris an and several faults with the sewerage . The resort is undergoing significant upgrade works which has substantially reduced its capacity and some services, however this was not disclosed when booking services or when we stayed which isn’t transparent to its guests. Also there was significant smoking and vaping in areas and the hotel’s policy on this needs to be more clearly disclosed. Gym was ok but limited evident hygiene to wipe down equipment.

We really appreciated the extended late checkout however overall the Legian needs to do better to deliver the customer experience that one should expect of a 5 star resort.",The Legian Seminyak Bali
19,"The best hotel in Seminyak, Bali.",50,March 2023,"This hotel is absolutely the best. The rooms are big and comfortable. Everybody from the staff is kind, helpful and friendly. The food is outstanding. The location is perfect facing the beautiful ocean. Finally, the pool area and the garden are simply beautiful as well. My best recommendations.",The Legian Seminyak Bali
20,Amazing time off,50,March 2023,"The whole experience at The Legian Seminyak was so amazing, thanks to Spa Manager Suvendra & his team I enjoyed one of the best spa experience. The massage was really relaxing.
Congratulations to the entire team, you‘re wonderful.
Staying at the Club by Legian in a private villa with pool, what a magnificent stay…wow.",The Legian Seminyak Bali
21,A Balinese experience to remember,50,March 2023,"We had a wonderful stay in the Joglo Club Villa at the Legian Seminyak, Bali. The Joglo Club Villa is a stunning centuries-old Javanese temple of elaborately carved and painted teak wood overlooking a pool, flanked by two large bedrooms with lounges on each side. The Legian club villas are like a private and tranquil oasis with access to the main resort and its beach across the street. The hotel and club are also just a short stroll away from the lively streets, shops, and restaurants of Seminyak. The hotel and its grounds are immaculately kept and the staff is gracious and thoughtful. Swi took amazing care of us from the moment we arrived throughout our entire stay, helping create a perfect Balinese experience for our family. The members of the staff at the hotel were all truly kind, helpful, and knowledgeable. We have been to Bali several times before and have always preferred resorts that preserve the character and style of traditional Bali. We have stayed at the beautiful Tugu Bali in Canggu and the classic Oberoi in Seminyak. These were both amazing hotels but neither can quite match the Legian Seminyak, Bali and especially the Legian Club Villas, which also maintains a cleaner beach than other hotels. We cannot recommend this resort highly enough and look forward to returning.",The Legian Seminyak Bali
22,Best ever Bali experience,50,March 2023,"The Legian is the most superb resort ever. Location is brilliant and we cannot rate the staff highly enough! Their attention to every detail is incredible. The amenities are fantastic and all the restaurants and bars serve up delicious food.

We cannot wait to go back!",The Legian Seminyak Bali
23,One of the best,50,March 2023,"Simply superb - attention to detail in all aspects. The beautifully appointed rooms, with unlimited water and complimentary mini bar.
The service of all the staff was impeccable. This hotel sets the benchmark for service and facilities.
Congratulations and thank you",The Legian Seminyak Bali
24,This is the only place to stay in Salmon yacht,50,March 2023,"This is the most luxurious resort that will pamper you from the moment you arrived moment you leave. Everything about this place exudes sophistication and luxury. The staff is so well trained. I was amazed how it everyone knew my name as they walked out the hotel and they greeted me by my name. Every time I would ask any staff for any favor they would always reply with “is there anything else”

The facilities are world-class. The architecture is Bolognese and welcoming. They have two cocktail lounges a five star restaurant with gorgeous sunset views. I would recommend booking a reservation for the sunset.

The hotel is literally on the beach and the pools are incredible. One is a lap pool. The other is an infinity pool, and There is also a kids pool.

The design of the pools and the gardens are relaxing to the eye, and it feels like a wellness center. The breakfast, which is served in a Buffay style both and Balinese foods. They have an eye for wellness serving only locally grown and healthy foods, fresh fruit juices, as well as a wellness drink

They also have a beautiful wellness center that includes cycling classes, yoga, etc.

A stay at this place is quite healing. Although they don’t bill it as a wellness center, it is in fact, a wellness center. Because everyone leaves feeling very refreshed and healed.",The Legian Seminyak Bali
25,Charming Bali Colonial,50,March 2023,"The old saying ‘Don’t Judge a Book by its cover’ certainly rings true here. Upon entering the reception it is another world of complete charm with possibly the best beach front location in Seminyak, and service to be admired… absolutely loved our stay here. Would highly recommend!!
Try and get the 2nd floor (top) to take advantage of the best Bali Sunsets",The Legian Seminyak Bali
26,All time favourite In Seminyak,50,February 2023,"This place is an all time favourite in Seminyak. It’s very well maintained throughout. We arrived early and our suite was ready and looked spectacular, as always. They closed off one side of the property for maintenance and kept the other side and public areas fully operational, so that no one was disturbed at all by any of the ongoing work.
The breakfast is a mix of smaller buffet stations plus a very extensive menu that could easily get you through the entire day. All staff at the property is the most professional, sincerely friendly and display so much pride working there.
During rainy season the ocean on the Seminyak side is known to throw back stuff onto the beach, which was even more through some stormy days. The Legian had about 5 or 6 people continuously on their long stretch of beach front, to keep it immaculately clean during those days and made their property really stand out against their neighbors.
On our day of departure, all rooms in operation were booked, so that we handed back our room keys after breakfast. With an early evening flight departure, we were using their pool and facilities throughout the day and were offered an hour in a hospitality lounge to shower, get changed and have a drink under the AC before heading back home. This made it a very comfortable late afternoon departure that made any late check out completely unnecessary.
I always find it annoying, especially in a place where the staff makes sure there’s enough loungers and umbrellas for everyone, there’s still people that can’t seem to refrain from space hogging. Here there were inconsiderate couples that reserved for example the only operational Bale with 360 shade as early as 9am during breakfast with a shirt and some hotel slippers, yet didn’t care to return to it until lunch or just removed their stuff again after some hours when they changed their mind without even using for a second. In all that time someone else could have had the pleasure using it (for a change), but apparently exactly this prime space was extremely important to them. The Legian should maybe better instruct their teams to support guests that are leaving belongings behind for a longer time, to remove and store them on their behalf for safekeeping.
Seminyak is a very popular and busy stretch of beach, with plenty of excellent restaurants nearby. Within that hustle and bustle The Legian really stands out by offering a place of incredible serenity at an extensive space facing a long stretch of beachfront.",The Legian Seminyak Bali
27,Elegance by the Sea,50,March 2023,"The Legian has a great location which includes a beautiful beach. The 3 infinity pools that cascade toward the sea create a lovely image which can be enjoyed from the pool bar or the lovely dining room. The service we received was impeccable and offered with friendliness and grace. Our room was delightful.

The spa is lovely. The massages on offer were wonderful. The 2-hour 4-hand special message is beyond wonderful. The masseuses are skillful and dedicated. They put their heart into it.

The breakfast was sumptuous and delightful. We were not quite as taken with the dinner options but the wait staff was eager to make it a good experience.",The Legian Seminyak Bali
28,Short family trip to Seminyak,50,February 2023,"We had an excellent stay with our 1 year old at this lovely oceanside hotel. Rico and the hotel staff team really went above and beyond to make us feel special, provide us with an outstanding suite and even baked us a cake for our special occasion.
We would highly recommend this hotel as an individual or couple seeking a wellness break as well as a family on a short break. The seafood grill on Fridays is excellent (as well as all the meals we had at the hotel restaurant)!",The Legian Seminyak Bali
29,PARADISE FOUND!,50,February 2023,"My 5th visit to Bali, my husband's 1st so it had to be good!! And he wasn't disappointed & nor should he be. The Legian Hotel was amazing, from our suite to the pool attendants, beach cleaners (who work tirelessly every day to keep the beach pristine), the fabulous food in the restaurant & bar not to mention the afternoon tea - all incredible. The staff are very welcoming & can't do enough for you, nothing is too much trouble. The 3 pools were a welcome sight every day & a beautiful place to sit overlooking the ocean, we enjoyed massages & a facial in the spa, (one of the best massages we've had), all in all our stay was fabulous! Thanks to Rico & his team of incredible employees, hard not to return to this oasis :)",The Legian Seminyak Bali
30,AS USUAL ALMOST INCOMPARABLE,50,January 2023,"We have been at THE CLUB for the 5th or 6th time and we knew what to expect. No disappointments at all. The contrary is the case. However we made the ""mistake"" to bring our 15 month old daughter who was just starting to explore the world on her own feet, and we had to accept that The Club is not really the right choice in such a particular case. In the villa as well as in the lounge where we had afternoon tea or dinner there are too much steps which caused us a lot of stress to avoid that our daughter could omit these ""traps"". Also some uncovered spotlight in the walls at the lounge which are developing a very big heat and could have caused burnings when being touched. hence we had a lot to do to run after her rather than to sit back, relax, and enjoy. We did also miss a ramp here and there to make out life easier with our stroller. As mentioned we do not blame The Legian at all for that, and everybody, particularly our Butler Eka, was happy to assist, but we should not have come with a little girl who is not yet save on her own feet. When we have been there in April 2022 she was hardly able to crawl what caused us less headache. Otherwise we did enjoy or stay as in the past and we will definitly come back when our daugther must not always see her parents ruinning after her and being close to heartattacks... ;-)",The Legian Seminyak Bali
31,Worth of its epic reputation,50,February 2023,"An oasis in the chaos of Seminyak, old school vibes, superlative service, incredible suites and the pool is very chilled and luxurious. The wellness centre, spa, yoga and other amenities really add bang for your buck. Every part of the hotel just works. We will be back.",The Legian Seminyak Bali
32,Fantastic stay at The Legian Seminyak,50,February 2023,"We have been at The Legian Seminyak in 2019, before the pandemic, and returned now in February 2023. It was equally fantastic! The team, the management, everybody is perfectly welcoming, kind and professional!
We will be back...",The Legian Seminyak Bali
33,Excellent lunch for one,50,February 2023,"I visited here today for lunch and had the catch of the day, being the Barramundi fish. It was prepared, cooked and presented to perfection and was delicious.

The service was top as well, with the staff being very welcoming and friendly. I wouldn’t hesitate to dine here again.

See you soon!",The Legian Seminyak Bali
34,Romantic getaway,50,February 2023,"As part of being an airline captain I have had the privilege to stay at some beautiful properties around the world in my travels. This is an outstanding hotel in all respects. Service was faultles, food outstanding and comfort 5 star on all levels. Well done Nico and his team.",The Legian Seminyak Bali
35,The best hotel we have stayed ever!!,50,February 2023,"We stayed at the Legian for 3 nights. It’s absolutely the best hotel we have ever stayed! We tried three hotels with different styles in Bali. The Legian is more like an old-fashioned (?) but grand one. Staff are super friendly and always with smiles on! And you would feel like being welcomed in EVERY corner!

We actually encountered a little problem during the first night as I couldn’t sleep well because of some music coming from nowhere (I am super sensitive to sound) The staff arranged us to sleep at the next suite immediately and upgraded us to a more quiet suite the next day. Really appreciate it and this didn’t ruin my mood at all.

Food is great there but not many choices compared to other hotels we stayed. We tried Baliness Massage of 60mins and 90mins one. SUPER GOOD AND PLEASE DO TRY THE 90MINS one.

For service, it’s truly beyond words. Special thanks to Dewi from the concierge team. She gave a lot of advice to me.

In short, we highly recommend you to stay at the Legian and experience what I mentioned above. Will definitely come back on day!",The Legian Seminyak Bali
36,Total perfection!,50,February 2023,"Our four night stay was nothing short of perfection! The location is absolutely wonderful with the shops, restaurants and bars on your doorstep. Step outside of the front of the hotel and your in the heart of it - stay within the hotel and you have the most idyllic beachfront sanctuary.

This is the most relaxing hotel with spacious beautifully appointed rooms, lush immaculate gardens and wonderful facilities such as the gym and spa.

The atmosphere is exquisite and the whole staff team are gentle, kind, friendly whilst discrete... absolutely nothing is too much trouble.

We are returning guests and absolutely love the wonderful restaurants within the hotel. Breakfast is absolutely sensational. Elegant and sophisticated menu with everything you could ever wish for, really fresh produce, many items cooked fresh to order with immaculate service.

We also loved the afternoon tea (complimentary) and the gorgeous cocktails served poolside. One of our highlights was the fabulous Indonesian menu, which consisted of a fabulous tasting menu some items served over charcoal at the table... when you have food and an ambience like this then why go anywhere else!

Novita cared for us from the moment we checked in to our departure... she is amazing. It was also an absolute pleasure to meet Eddie who looked after us so beautifully along with his team in the restaurant. If you're considering this hotel... Don't look any further - you won't regret it!",The Legian Seminyak Bali
37,Best place to stay in Bali,50,January 2023,"We stayed for 6 nights in a private villa and had an exquisite experience with an exceptional service!!!

Dedek, our butler, should be given an award!

Ambience is very authentic and location very convenient. The pic up/ drop off service to airport and within Seminyak, made moving around very convenient.",The Legian Seminyak Bali
38,"Truly Five Star Luxury, never disappoints. Ever.",50,July 2022,"The Legian under the GM Hans is absolutely outstanding. The team are back and so is the resort. like Covid never happened. It was so good to be back again after the two year Covid lockdown finally lifted. An extra pool has been added seamiessly too The staff are what makes this beautiful resort even more incredible. I have have had the pleasure of visiting this resort for over twenty years and I am happy to say, that nothing changes. It is always superb. If I ever run away from home, I have always said, this is where you will lind me. I cannot fault The Legian. Special mention to the fabulous pool bar staff Budi and his ever smiling friend that run the pool area too. They make it even more relaxing with their on the bail service and oversight of guests cannot wait to retum!",The Legian Seminyak Bali
39,Magnificent,50,January 2023,"The best way I can describe my experience is with a simple example.

Every morning, Hans, the hotel manager would visit the restaurant to greet all the guests at breakfast. I couldn't help but notice that his shirt and trousers were immaculate; not a crease on them.

What this says to me is that Hans attends to his guests before he has even sat down himself at the start of his day.

That level of customer care and attention pervades through the whole hotel and all the staff.

I'm a very satisfied guest and I'll surely be back again.",The Legian Seminyak Bali
40,"Awesome service, top notch hotel",50,January 2023,"We used to stay in 5 stars branded hotels in Bali like four seasons, W hotel, grand Hyatt and The Legian is by far the best. Wonderful service which we didn’t get in other branded hotels. For instance the first day we had issues lowering the Venetian wooden blinds and called home keeping for assistance, they came in a team of 5! They helped us with lowering all our venitian shades and at the same time clean up our rooms, exchange new towels. We were blown away with the service. We had a deluxe room with a living room and stayed with 2 kids. The room is spacious enough for kids to roam around. Room is very clean and hotel is very quiet for relaxing. Luxurious hotel and will be back again.

If there is any improvement we can think of is just the Venetian wooden shades, it’s really hard to lower or raise it due to the weight. Quality of the shades can be improved tho and if they can change it to motorization/automated wooden shades that would be so so awesome. We still had issues lowering or raising the shades during the duration of our stays and chose to just ignore it. The entrance to the room can be improved by using cards instead of keys tho. Have to keep the keys around which is a bit annoying. Otherwise super awesome hotel and will be back again! This is better than W hotel, try it!",The Legian Seminyak Bali
41,Coming Home,50,January 2023,"The Wald family our greeted home from the minute we arrive at the Legian.

Our holiday was a family affair to celebrate my husband’s 60th birthday.

When our dear friend Agung picks us up at the airport we are greeted at our arrival by Hans the general manager who makes sure our holiday is perfect in every way.Thank you Hans.

I would like to mention every one from Dewi and Catherine at concierge who go above and beyond to organise our every day booking to all the staff in the restaurant and around the pool thanks Budi.
Nothing is too much trouble.
The Legian is a perfect place to spend time for any occasion.
We absolutely love coming back and can’t wait to visit again soon.",The Legian Seminyak Bali
42,Legian team walks an extra mile for you,50,January 2023,"Beautiful experience. Management , pools, facility, concierge team ( they arranged us babysitter and our daily tours) all at high level.

Breakfast has some room to improve. Also anybody who desires calm sea to enjoy swimming, Seminyak might not be your best option.

Thank you to Mr. Hans and his team.",The Legian Seminyak Bali
43,Beautiful piece of earth,50,January 2023,"After 26 years we stayed again in this beautiful hotel.
Classy,chic,colonial,elegant,Beautiful architecture.
The bar with a beautiful view beside the sea.
Good music,good drinks and the food is fantastic.
The suits are still as beautiful as i have them
in my mind.The manager was so nice and friendly.
We felt very welcomed.The whole staff was stunning!
We definitly come back!For sure for longer!",The Legian Seminyak Bali
44,Magnificant hotel with wonderful staff,50,January 2023,"We spent 3 nights in Villa 4 in the club. We had the most wonderful time being looked after by Dikka our villa butler we was constantly available to help with whatever we needed. It was lovely being in the club as it was quieter than the main hotel however if you wanted a bit more buzz you could go over to the hotel, use the facilites and have that amazing ocean view.

The food and service were top notch, the staff were really friendly and the rooms were stunning. We will be going back, thank you guys for a wonderful stay.",The Legian Seminyak Bali
45,"Absolutely wonderful experience at The Legion, a truly memorable vacation",50,January 2023,"We visited Bali en route from Singapore to Australia and selected the Legian for our stay based on a recommendation from another family member. Everything went perfectly on arrival from pick up at the Airport to check in with a nice cocktail. The room and facilities were excellent and the service was outstanding. Food was great, and spa facilities were very relaxing. Overall a wonderful experience and we can fully recommend this hotel as one of the best we have ever stayed in.",The Legian Seminyak Bali
46,Style and quality,50,January 2023,"Perfekt location on the beach,1st 3 great swimming pools, elegant buildings, well trained and very polite staff, restaurant facing the sea and perfect for watching the sunset. High quality spa. This luxury hotel is expensive, however",The Legian Seminyak Bali
47,Totally restorative,50,January 2023,"This was our second time to Bali. This time we decided to stay on the beach in Seminyak. We were underprepared for how exceptional The Legian is. We stayed in a studio with a sea view. The service, the view, the pools all incredible and balm for the soul. We rarely return to a place where we have stayed but this time we will. As a hard working couple, this place provided a space for total relaxation.",The Legian Seminyak Bali
48,Amazing stay at the Club Legian,50,December 2022,"We stayed at the one bedroom villa at the Club, which is just across the street from the Legian. The villas are beautiful and the service is top notch. The inclusions in the villa on the club side make it worth it. We had our butler Dika who was amazing, he truly worked very hard for us to have a memorable experience which we did. The gym and spa at the legian were very good, the gym had latest equipment and the steam and sauna were excellent. Been to Bali seminayk three times, stayed at the Samaya,the W and the legian. By far Legian is top notch and next time when I am in Bali again will stay at the Legian. Our butler Dika was excellent and we already miss him.",The Legian Seminyak Bali
49,Sunset dinner,50,January 2023,"Went there for dinner and watch the sunset . Excellent dinner and service. Most amazing view of the sunset . Customer service was 10/10. Will definitely stay there one day. Very close to many restaurants. Beach was clean and pool looked great
Haysam Mohtadi",The Legian Seminyak Bali
50,Back in our favourite place,50,January 2023,"Back for the first time since pre-covid in Bali and simply had to get back to the Legian. Totally tranquil, yet walkable to restaurants/bars/entertainment for the whole family. The surrounds of this hotel are as good as Seminyak has to offer.

It's Great to see so many of the staff have been retained post lockdowns etc (understanding some of the 5* hotels chose not to do the same).

The food was great, service impeccable and we just love our time there.",The Legian Seminyak Bali
51,Our private Oasis in Bali,50,December 2022,"From the moment we stepped off the plane to the return trip to the airport (so sad to leave) the team at The Legian Seminyak - Club Villas provided a real 5-Star experience and level of service that goes above and beyond. We stayed 2 times in 2 weeks and even extended or last stay to experience all The Club and their staff had to offer. One week is not enough. A special thanks to our butlers Mr. Bona and Ms. Yoni, our OG driver Mr. Suma and the entire Club staff (chef & bartenders). Ricco, Hans and the entire team made our time seamless between both the The Club and Oceanfront hotel side. Best of both worlds. We loved the experience and private Oasis feeling in the heart of an active Seminyak so much we planned to return again in August 2023....See you guys soon:)",The Legian Seminyak Bali
52,"A serene, superb experience",50,December 2022,We were on our way to a diving trip and wanted to stay relatively close to the airport. This boutique hotel is an oasis of calm in a very lively area. You can access all the shopping and nightlife you like but I’d encourage you to eat at the gorgeous and tasty restaurant. Service is discrete and absolutely top notch. I will be back!,The Legian Seminyak Bali
53,The best hotel I have every stayed at,50,December 2022,"Where to start,
I hadn’t been to Bali before and was a little nervous, when stepping off the plane we were greeted from concierge for the airport to get our fast visa and customs vip. Then we were handed to The Legian driver in a luxurious black van with cream leather recliners in the back and handed frangipani wet towels and a bottle of water. The driver was super friendly and made use feel comfortable.

Pulling up to the Legian (our home for the next week) was spectacular. The grounds are impeccable and the staff were the most attentive loving people I have ever met. They all remember your name room number, any food allergies were remembered every time we ordered it was very impressive. The rooms are beautiful and you feel so safe in the hotel.

Prime location, you walk right out the gate, cross the road then there is a ally to the shopping street.

Over all they are amazing, they go above and beyond at every step, we will be back August 2023 for 10 nights this time!",The Legian Seminyak Bali
