,title,rating,date_of_stay,review,resort_name
10,My stay at the Alea,40,December 2019,"The accomodation was great given the price 30$ per night i got from booking.com. the hotel was clean and two swiming pools to cool off the bali heat. The location-seminyak is great, great for a chilled out people. Very close Peti (something) and seminyak beach a taxi will offset you less than 3$. We chose to walk to the beach some of the days",The Alea Hotel Seminyak
11,Sweet okay Place!,30,November 2019,"Me and office coworkers spend our weekend in Alea, we booked 2 rooms and was given on third floor. Rooms is okay, it’s fit for 2 person, bathroom okay with hot water, but the only problem is the Air conditioner, it’s not working properly, it’s not cold at all. We love the long pool, enjoy our swimming time, but afterwards we all have the same problem with the water, it’s too easy make our eyes red and have a breakout on our face skin :( But the breakfast it’s good totally okay.",The Alea Hotel Seminyak
12,Smelly & spooky hotels,10,December 2019,"I booked for 3 nights, but i just stayed for 1 night, when i get in the room, room is dark, i take the room on 1st floor, so i have a pool access, bed and pillow are smelly, and have someone knock the door, but no one there!",The Alea Hotel Seminyak
13,Fantastic rooms and service,50,December 2019,"Fantastic location for this very good hotel. Rooms were clean and spacious, clean towels daily. Staff were always smiling and saying hello. Big mention to the kitchen team also and the staff there. Had an all you can eat breakfast twice and it set us up for the day. Also had a few burgers, banana smoothies and a mojito mocktail - all refreshing and tasty. Plenty of bars nearby and the beach is only a 15 minute drive on a scooter. (Which was amazing fun) The pools are nice also but the colour was a bit green which could make it off putting to some. Overall a very good stay - thank you.",The Alea Hotel Seminyak
14,Honest and Sincere Review for this Hotel,50,December 2019,"First of all, there are two reasons why I decided to stay at this hotel because of the location and the price.

We stayed here for 3 nights from 6-9 December 2019.

When we checked-in, the lady on the receptionist gave us room 424. Actually, I didn’t expect much for this hotel because this hotel only cost us around US$15/night (Rp 200.000). We entered the room, and we found many things such as dirty and damp bed sheets, sticky floor, and dirty bathroom. And the worst part was the AirCon is very hot. Seems like they didn’t do the maintenance on this AirCon. We complained about the AirCon, and the nice guy name Dody Kurniawan (the Duty Manager) gave us a satisfying solution. He asked us to move to another room which was much cooler than 424. This new room was 408. Yes, it was cooler and we stayed at room 408 for the first night.

The second night, this bad thing happened again. Around 3 AM in the morning, the AirCon was suddenly getting hot. We went to the lobby and we complained about the AirCon again. And you know what? They asked me to move to another room, which was 236. So in total, the asked me to change room for 3 times. Honestly, this was my first experience to asked to change room for 3 times. I was wondering that happen to this hotel, why the AirCons didn’t work as they should. Then around 4 AM in the morning, I talked for around 30 minutes with those 2 guys that asked us to move to room 236 and share this experience with them.

And for your information, by the time we asked to move to 236 around 3 AM, that was the time we decided to check-out in the afternoon and I booked another hotel for our last night in Bali. We decided not to stay at this hotel for the last night.

Why I give 5 stars for this hotel? Because the staffs including Dody Kurniawan (the Duty Manager) got the potential to overcome all these issues at this hotel and they all were very nice and also easy to talk with.

NOTE: For management, please do something and make a change. Honestly, I wrote down this constructive review not for me. But for all the management and staffs at this hotel, to make an improvement and change to serve the future customers, BETTER. Thank you",The Alea Hotel Seminyak
15,low budget high service,50,December 2019,"I've been stayed at the hotel for 3 days 2 nights, the room that I was stay are close from the swimming pool, so when I open the window I can see the pool from my door window. room so far so good room amenities are completed. and the breakfast experience so far so good the choices of food are. service was excellent, I'd like to back again soon, thank you for bring us memorable experience!",The Alea Hotel Seminyak
16,Small but beautiful,40,November 2019,"It’s a small hotel but beautiful and comfortable. I like the bed, its big, spacious and comfortable.

All the room is non-smoking room, there also refrigerator and electric water boiler.
I don’t see any hair dryer though, or I just missed it.
The check in and check out process a little bit slow, but overall a good experience.",The Alea Hotel Seminyak
17,Affordable Price including breakfast,40,November 2019,"With that price, everything is accepted. We did upgrade our room from 312 to 127 that has pool access, and it's worth it. Me and my husband can talk all night at the pool side and still can watch our toddler while she slept. The breakfast is delicious too. Our girl like the taste. Thank you.",The Alea Hotel Seminyak
18,Cozy and friendly staff,50,November 2019,"Clean room, quite place, the staff are friendly and very helpful. They serve a lot of breakfast menu and taste good. The swimming pool closed at 8pm. Definitely will come back to stay later. The place is near to some popular cafe, scooter rent and mini market.",The Alea Hotel Seminyak
19,Memorable time spent with delightful service,50,October 2019,"We I and My husband loves to travel a lot and for this time our destination was Bali. We make our reservation on alea hotel. What i love about the hotel is caring and loving staff. Our welcome was pleasant and lovely. Specially i would like to appreciate the effort and hospitality given by Dutta, pasek and indah. And I would also like to mention about housekeeping staffs for taking care of our rooms and amenities, moreover they helped us to find our lost properties. Always appreciate care from staffs.",The Alea Hotel Seminyak
20,Comfortable Boutique Hotel with Affordable Price,40,October 2019,"+ + : clean hotel, comfortable, quiet place, the bed is soft, pool is working well, air conditioner is cold. Stayed for 3 nights and they clean the room everyday, you just have to put 'maid service' in front of your room, 2 minutes walk to minimart, near night club and some restaurants.

- - : the bed sheets,pillow sheets, and bedcover smell musty. Some furnitures are old and cracked.

Improvement need for hotel cleanliness 👍🏻",The Alea Hotel Seminyak
21,Clean & Cosy Fits the Bill for 3 Star Rating,40,September 2019,"We booked a 3 week stay in Bali, and decided on Seminyak away from the young rowdy touristy crowds. We were not disappointed the resort was central to our needs and the Hotel Alea served us well for what we wanted. However, upon entering our room we were a little disappointed as photos on their website showed the room space to be larger, so our initial shock took a bit of beating at 2am!! on checking in were we allocated a king size room which we turned down as we had requested twin beds from the onset, luckily this wasn't a problem for the staff on reception and we were then allocated Room 203 level with the Lobby/Reception area which was convenient. On 2nd thoughts we decided to check the king size room thinking it would be much larger but it was the same as 203 so we stayed put for the rest our our stay in 203. The layout of the room was not the best designed with the wash basin in the bedroom!! other than that the shower was great with hot water and the general cleansiness was good. The hotel looses on 1 more rating, as it's wifi connection was terrible! going off intermittently then having to keep logging on frequently which was quite frustrating and no access for international calling, I only requested this as my mobile started to play up and needed to call home in UK. The breakfast was average for a 3 star hotel basic but catered our needs. A negative was seeing distressed fish in the breakfast area in the aquarium the water was disgustingly dirty and smelly! with fish dying!! I guess waiting to be cooked for a breakfast dish, this affected us more since we are strict vegetarians!! The best positive was all the staff on Reception they were fantastic and couldn't do enough to help, always smiling and willing to go the extra mile of anything asked of them no matter how early/late in the day. The standard of customer care and attention to detail were always at the forefront and in our case met without any issues, this was especially true when we asked a member on reception whose name I can't recall now went over and above to book us 2 different hotels for our stay in Ubud, he definitely deserved a tip and we were so grateful for his time and patience in sorting it out. This extra work took him away from his usual duties and he did this smiling without showing any kind of stress. In addition to hotel facilities the spa was the next best thing after a hard day of touring coming back to have a foot and leg massage we were in haven and it was the best one I had compared to other spas such as Bodyworks & 4 Points Sheraton the latter being close to our hotel and the benefit of it being open till 10pm. I guess it would help if the Spa extended it's closing time to 10pm rather than 9pm as it was a struggle to get booked in if we got back late from a tour and a meal out. All in all this was a good hotel and a very busy one with average rates, if you aren't bothered about luxury and just want to put yr head down for the night then we recommend this hotel. Thank you all at The Alea we hope to return one day. Indu & Versha.",The Alea Hotel Seminyak
22,Honeymoon spent well,50,September 2019,"I decided to pick The Alea Hotel Seminyak after browse quite sometime because this is for our honeymoon. The hotel is located in famous area of Seminyak and you can easily found convenience store and just want to grab a beer.

The Hotel is just what I imagine, it's clean and very comfortable. The breakfast is also great just to start your day to travel around Bali. The best part of this hotel is the swimming pool, they have 2 pools so we don't have to scramble with other guest.

Such a great experience and thank you so much Alea Hotel Seminyak for the warm hospitality. Will surely recommend this hotel and stay again whenever I visited Bali.",The Alea Hotel Seminyak
23,Doesn't even deserve one star,10,September 2019,"The room was very dirty. The shower was broken too. The bed was disgusting, especially the pillows. It smells like the sheets & cover never been changed, it reeks. Already complained to the staff and asked them to at least change the sheet but they simply say that they can't because they don't have any clean sheets, but we had just checked in, so is it still the same sheet from the previous guest?? Still had some more nights already booked and paid in full which we fully regret, but after one very uncomfortable and sleepless night, we were too disgusted that we decided to find another hotel. When we checked out and tell the reception about the problem and asked for refund, they refused.",The Alea Hotel Seminyak
24,Do not stay in this hotel!!!,10,August 2019,"My boyfriend and I had this hotel booked for ten nights. When we checked in we were given our room which was 309. It was so dirty, the sheets were dirty, the room was generally unclean. The full hotel needs renovated it is appalling! We complained and moved room which wasn’t any better. The sheets were stained so we asked for the sheets to be changed. When they were changed they were still stained. The hotel is down a dirt road and has lizards everywhere. I would not recommend this hotel to anyone. We checked out after one night and we’re not offered a refund. I am very disappointed at the service and standard of this hotel and if I’d stayed here it would have ruined my holiday.",The Alea Hotel Seminyak
25,My first trip to bali and my stay at the Alea hotel seminyak,50,October 2018,"The alea hotel seminyak is highly recommended stay for comfort kindness close to all things shopping food and tours. I stayed with my best friend and it was both our first time in bali and from the moment we arrived the service was impeccable I can not fault a thing. We were created by name on arrival given a nice clean cloth to refresh ourselves because it was so hot and I mean hot. Our luggage was taken to our room which was beautiful smelled like heaven and so clean and you step out straight to the pool. Best room ever. Our room was serviced everyday with clean linen and towels and I don't know what they use but I absolutely loved the smell of my bed every night I hopped in it. The staff are so efficient and there when ever u want or need something even organising dinner to be delivered at midnight coz we were hungry lol. Every morning breakfast was amazing with many traditional Balinese food and I was excited to eat the way the Balinese people eat because I wanted to experience the culture as much as I could and all the staff at the alea hotel made that possible. I especially would like to thank komang trinadi for the attention and service she made for our stay that girl is an asset to that business and if I owned a hotel in bali I would be blessed to have her as an employee she is amazing and went beyond her duties to make our experience there 5 stars. While in bali it was my 40th birthday and while having breakfast in the dinning room ALL THR STAFF came and sang happy birthday to me and gave me a cake with candles and I made a wish it was such a surprise as it wasn't mentioned but obviously someone took notice of that and then when I got back from my tour that evening I had a bunch of flowers and a monkey teddy and the words ""happy bday sarah"" written with petals on my desk. Attention to details is what The Alea Hotel is all about with making you feel important and not just another customer. I have recommend this place to stay to all my friends and family for their future bali holidays. I will definitely be coming back.",The Alea Hotel Seminyak
26,In the heart of Seminyak,50,January 2019,"We loved our stay, very nice location in Seminyak area, very near to pretty much all the hip places in Seminyak.

Rooms are convenient, they have 2 pools, didn’t tried the breakfast however the staffs are amazing and lovely.

Ps. The price are very friendly too ;)",The Alea Hotel Seminyak
27,Alea Hotel,40,July 2019,Excellent room and worth it. I choose pool access room. My favourite is Alea Hotel is quite and strategic location. Thank you for the hospitality by the way. I enjoyed every moment at Alea Hotel Seminyak.,The Alea Hotel Seminyak
28,Excellent!,50,June 2019,"The room is nice although there is a little spot on the bed when i checked in...
Recommend to have a room on ground floor which have access to the pool...
If you are a smoker, just open the sliding door and easly went to the pool to smoke or for swimming...
The staff is nice and friendly...",The Alea Hotel Seminyak
29,Love the convenience,50,June 2019,"I have nothing much to complain from a budget hotel like this. I love the bedroom, the AC and hot shower worked very well. For the location, it's amazing. Great restaurants and cafes nearby. Staff members were helpful. Security guard probably should smile a bit more. I like the 3rd floor, not too high to go up the stairs. The view of the pool is beautiful.",The Alea Hotel Seminyak
30,Dirty and smelly,10,June 2019,"We decided to chose another hotel because the sheets were dirty and the bathroom smelly. Too expensive for what it is.
Not like the pictures. The windows were broken, the room was far from being new. The personal was nice though. Try another one.",The Alea Hotel Seminyak
31,Amazing stay,50,December 2018,"Stayed here for a couple of nights on my business trip. The location was not far from the main street, yet its quietness gave me pleasant sleep. Nice restaurants could be reached in minutes by walking. Traffic could be terrible for car. Room size was small, but suitable for me. Everything was clean, and the hot shower was perfect. The pool was nice and enjoyable. Parking space for car was adequate. Staffs gave very warm welcome and fast check in. Highly recommended budget hotel.",The Alea Hotel Seminyak
32,Strategic location,20,May 2019,"I went to Bali last weekend to attended my friends' wedding near the hotel, around 10 minutes. So another friend of mine recommended me to stay here. I stayed for 1 night.
Around the hotel there are some convenience store, pubs, cafe and restaurant.
If you stay 2 nights they will provide you free motorcycle rental during the period of stay.

Some improvement points are:
- the room is a bit dark. Especially the bath room.
- hot water tooks a few minutes and sometimes it did not run consistently.
- air conditioner was not cool enough. I did not complain this during my stay because it was only 1 night though. But regular inspection should have been taken by the management.
- check in and check out duration tooks some time. They asked me to wait to be processed. When I was proceeded to check out, there was only 1 receptionist in charge. He was handling 3 customers and he asked me to wait to recheck the other cleaning team and asked me to wait. Eventually he forgot to conformed me. Somehow it waste my time.",The Alea Hotel Seminyak
33,Great For Honeymooner,40,May 2019,"My partner and I stayed at the alea as a honeymooner. The room was great, clean and relaxing.

Regret to say that the wifi connection is so slow and need to be improved!..
The rest is just good ! Thank you for having us...",The Alea Hotel Seminyak
34,NOT CLEAN !!!!,20,May 2019,"was stay here with a friends and this is what ihave to inform to the management. i booked 3 rooms and leave a message to choose 2 twin and 1 king bed. Hotel agreed by message on Booking.com. nevertheless when we arrived, and confirm this request they asked additional charge and or upgrade room and pay more. I rather choose not, also they did not offering a welcome drink and or bellboy to escort the guest. in channel 1 they show everything from welcoming the guest until escort to the room, again for me it is oke. room is good but a bit dark, the worst thing is in the bathroom. You may see the picture i have attached here. the front deak agent is nice and willing to help you. Overall the hotel is good, location a bit far from the main street. If you are looking for a plcae only for stay this is you may choose. If you are looking a place for relax and easy access to everywhere, find other hotel according to your budget. Thank you The Alea staff.",The Alea Hotel Seminyak
35,small rooms lovely staff,40,April 2019,"This hotel is suited in a great area, just a five minute walk from some amazing eateries! KYND community, Coffee Cartel, Ling Ling’s just to name a few!

The staff are so lovely and very helpful, ready to help at any time or answer any queries.

The pool while on the small side is nice to swim in, very easy to get in a private swim in, and natural light floods the strip around midday.

The buffet breakfast is good for the money, I recommend the banana fritters (Pisano Goreng) It is mostly Indonesian style food, noodles, cooked meats and rice, but it does have the continental offerings of pastries. Had to stick to these as I’m a vegetarian, but I didn’t leave hungry.

I was travelling with a friend and thought I had specified twin beds but we were greeted with one, big bed, which was very spacious, but not exactly what we wanted. When we asked all the other rooms with twins were booked out which was a little disappointing. The room is decent enough if on the small side, but we did get pool access right out of our sliding windows which was worth it.

Overall we had a nice stay and it was definitely value for money.",The Alea Hotel Seminyak
36,Our lovely home in Bali!,50,May 2019,"I really don't have any idea about Alea Hotel Seminyak so I've done my research and saw all the pictures! What you'll see is its true reflection. I admire the place for having its strategic location, good facilities, delicious food and warm and very accommodating staffs. We had a tour in Bali of course but we also had a day spent in the hotel just relaxing on the cool ambiance, enjoying our room and tasting the delicious food. It's not as high end as others but you'll definitely love this place. Bali is love",The Alea Hotel Seminyak
37,Worst hotel experience,20,May 2019,"First of all, thanks to all staffs in the reception desk who have been very helpful. I should give this hotel 1 star, but for them, I give an extra star.

But, I've never spent a night in a musty, dirty hotel before I checked in to Alea Hotel Seminyak.

I booked a pool-access room for 4 nights. On the first day, they gave me room number 121. They told me to wait because the house keeping is cleaning the room. Yet when I came in to the room, I found ants teeming around a dead bug in front of the sink. The room smells musty and the worst part is the bed sheets are damp. I immediately asked for another pool access room.

Then, they sent me to 119. Smaller room, still smells musty, the sheets are still damp, but better. Just a little bit better. Again, I asked for another room upstairs where everything is wayyyy much better the next day.

Finally, I got the 202 (not a pool access room). It was better. Still smells a bit musty, but the sheets are clean.

My advice is, if you really on a tight budget, you can stay here as long as you're not in the pool-access room. Also, you need to be adamant to the staff.",The Alea Hotel Seminyak
38,Un maintained hotels,20,March 2019,"I booked for one night only. I was giving a chance for this hotel and was hoping the room will be clean enough for us to sleep with after going out in seminyak area. Unfortunately this hotel seems unmaintained. Indeed the room interior was modern, but overall the room was not very small, not clean and smells a bit musty. Even the bed sheet has stain on it. The room is very small and have very limited open air.
We were directly moved to international brand hotel as i was unable to stayed in that musty smells room. I have no time to argue with the management as i was having tight schedule and don’t wanna ruins the night. Even tho i was booked this room for a cheap price, but i feels so disappointed because when i said i want to checkout the management didn’t even ask me why.
Hopefully they can improve the cleanliness in the future.",The Alea Hotel Seminyak
39,Good stay,40,February 2019,"First time stayed here. The room is worth the price. Polite staffs and the pools are lovely in peaceful setting & I had access to the pool from the room. Unfortunately, they've broken their own rules they've made. I had to wait around 20 mins before check-in. The sheets were dirty and the air conditioning didn't work well. Well, overall good stay!",The Alea Hotel Seminyak
40,Worst hotel ive ever stayed in,10,February 2019,"Awful hotel, the rooms where so hot the air con didnt work, the bed sheets didnt get changed for the 6 days we was there after asking every day we ended up leaving the hotel early. We was asking for a iron for 3 days and towels and was being told they have none. Staff was not helpful at all and very rude towards us when asking about the airport shuttle they have advertised on the booking.com page they said ‘we dont have’",The Alea Hotel Seminyak
41,DO NOT STAY IN THIS HOTEL!!!!,10,February 2019,"Worst place I have ever stayed in my life. Came back to my room one night to find my passport ripped in half, my make up had been tipped out all over my suitcase and clothes making nothing wareable and money had been stolen from my purse I kept in a bag. The bed sheets didn’t get changed once despite us asking numerous times. Everything we asked for, little things such as an iron, the staff would say they don’t have unless we persisted to which we get what we asked for 2 days later. The staff where rude and abrupt an not at all helpful. I can’t say whether it was the staff that ripped my passport and stole my money but it couldn’t really have been anyone else and I have never known anything so malicious. Having to fly back to the UK an pay for an emergency passport was not how I planned on ending my trip. AVOID.",The Alea Hotel Seminyak
42,Hub for traveling,50,January 2019,"What a good place to stay. Service was great, view was amazing, clean rooms, and overall this is a recommended place. It is also a quiet hub within the busy town for a peaceful retreat after a long day.",The Alea Hotel Seminyak
43,Nice pool view,40,December 2018,"I stay for one night, they have a nice pool, the room was also good, spa is available here so you can relax while you on vacation or doing some business trip.
The price is very friendly and near to Potato Head, and Woobar, it took 15 minutes to walk.",The Alea Hotel Seminyak
44,Need major improvement,20,January 2019,"I will give honest review,the only best thing for this hotel was their people. The receptionist was nice and helpful,they gave us early check in around 11am also help us to contact rentals.
Hotel lobby is terrible...so dark,the sofas look so old, also you need to climb the stairs to get to the reception.
Room size were okay,but it felt so humid...the worst part was so many stains,holes in the blanket and pillow cover. I think they have potential but the management really need to pay attention.
Also the location was quite far from the main street.",The Alea Hotel Seminyak
45,Very bad,10,January 2019,Bad.. worst place I have been in my life.. they don’t even change the sheets on the bad .. all so dirty. I don’t know who you can sleep on a sheets from other people sleep there before.. so loud from the pool .. Chinese people with kids . Scream in the morning at 7h .. terrible,The Alea Hotel Seminyak
46,Very unsatisfied,20,January 2019,"The only good thing about this hotel is the location and the price.

Other than that:
1. The floor was sticky when I checked in.
2. The next day we moved to another room; the AC was not cold
3. The water for the shower was not hot, the water flow in the toilet was weak
4. The floor was still sticky and felt uncleaned.
5. Wifi didn't work at night, it seemed they have a limit for a certain number of connections
6. I complained the next day early in the morning so they can fix it before I came back at night, but nothing was done. The receptionist said the engineer didnt receive any order to fix the AC and the water in my room.
7. I complained about the wifi and they couldn't fix it

Conclusion: I will not go back and dont recommend this hotel to others. There are others hotels with the same price with much better service.",The Alea Hotel Seminyak
47,Smells bad,20,December 2018,"Stayed here for one night. As soon as we entered the room there was a strong moldy smell. Not sure what caused the smell, not the bedding sheet. Suspect the wall, the furniture, or the sofa. The breakfast is not so delicious. Location wise also quite far from the seminyak center.
Pros:
We got nice location just beside the pool. Fast and good service.

Please improve somehow the moldy smell is so annoying",The Alea Hotel Seminyak
48,building without the good service is not good.,30,November 2018,"modern, value for money, but seems nothing to offer other than the room. well, it's spacious. but their service is somehow just so so. like it's just there, like it or not.

recommended for honeymooners with budget consideration. don't bring child, they'll get bored. oh the pool is tidy.",The Alea Hotel Seminyak
49,Great location good staff,40,October 2018,"Hotel is very affordable and accommodating. Breakfast was good with made to order eggs. Hotel itself could use some upgrades. Pool was nice. Hotel needs a better bar system , staff was amazing, walking distance to many restaurants and shops.",The Alea Hotel Seminyak
50,Smelly Room 108,30,October 2018,"For budget hotel I don't expect good service (although the staff is very friendly), neither good room.
Many aspect that I can complaint, but I don't want to.
However, only 1 thing that I have to complain:
The bed sheet and pillow cover is smelly and feels humid since the day-1 I stay. I question if those are cleaned/replaced everyday.",The Alea Hotel Seminyak
51,Highly recommended!,50,September 2018,"I highly recommend this place if you'r ever down this way. Clean, modern and the service is great! They even surprised me with a cake on my birthday! They are also close to many shops! Thank you so much Alea hotel! I really enjoyed my stay in Bali and I will definitely come back!! <3",The Alea Hotel Seminyak
52,Oldie but not a Goodie,30,September 2018,The Hotel us only around 5 years old but is showing many sign's of wear and tear. There seems to be no up keep of the facilities and even though it is a mid range price it was full the whole time of my stay. I think the owners need to put some money into keeping it to a clean standard. The sheets were very stained and had holes in them. There is paint chips and scratch marks in the room and in time it will just get worse. Great location and a quick walk to the beach. On the plus side it is a quite area.,The Alea Hotel Seminyak
53,Value for money,30,September 2018,"The location quite good but need 2 minutes walking to reach the main road, breakfast quite good, the staffs very friendly. But related to the cleanliness, i'm disappointed, when we entered the room, the floor is very dusty, the bedsheet also smelly. Need some improvement on that.",The Alea Hotel Seminyak
54,My 1st Abroad trip!,30,May 2018,I was their on May 2018 with my family. The hotel was nice & services was great too. The buffet breakfast was fantastic & lots of variesties to choose from. I enjoyed my whole 4 nights stay there but sadly couldn't enjoy the pool area as much as I wanted.,The Alea Hotel Seminyak
55,Just for the Night,40,August 2018,"Have a family Holiday in Bali, I will be arriving one day earlier, just browsing for hotels near the are, which to my surprise still can find very cheap $20 USD / night, just book, ready some terrible review and some good one, but for $20 pretty much nothing to complain about, you get what u paid, Check-In is fast one guy very welcoming while the check-in lady seem to rush anything, she explains to me briefly about rooms, bf when I didn't hear clearly, and ask again, it seems she does not happy-cannot complain, :D, room as described in many reviews, adequate, a little damp here and then, bed and towel not cleaned enough, again for $20, nothing to complain about, I just stay few hours for the night, its good enough, amenities also sufficient, wifi is not working well, maybe my room was not in the best position, its pretty slow as well, Check-out, just drop the key, and have to wait for the same lady again to check rooms condition, a treatment that I am not receiving in quite a long time, they need to check wether anything is missing? :D again and again, cannot complain, overall is a good value hotel, with mix nice and average staff",The Alea Hotel Seminyak
56,Unhelpful staff,30,August 2018,"Budget hotel in Seminyak, good location. Room is OK but rather small. Bathroom is not ok. The shower floor slopes to the wrong direction, not to the drainage, so the floor will never get dry and a lot of water on the wrong side of the drainage. Toilet water come out all nights, we called engineering but only quick fix and after we flush it happened again, all night we hear the sound of water, we thought that the house keeping will take care of it when they clean the bathroom, but it did not happen. Called engineering again the following afternoon after we left in the morning. We stayed for 3 nights, the bathroom was not cleaned and the towels were not changed. Breakfast is OK but staff was chatting amongst themselves. Front desk staff were unhelpful and had no empathy. The hotel is lacking attention. Will not come back.",The Alea Hotel Seminyak
