,title,rating,date_of_stay,review,resort_name
26,Excellent Hotel with Great hospitality .Well maintained Hotel in Seminyak Bali.,50,April 2023,"Enjoying stay at The Heaven Bali Seminyak Bali for , Front Desk Manager Ms Wolan,, extraordinary ,very helpful and knows her profession, Polite Smiling,,Ms Wolan took extra care of us and we are extending our stay from 6 Days to more 6 days ,

House Keeping Incharge Ms KOminG doing marvelous services

Ms Desi ,,Ms listya Ms Mili, Night duty Bartender Widi very cheerful.

Excellent hospitality,,,,,,
Lovely and comfortable Rooms and good House Keeping.
24 hrs Bar and restaurant is vibrant.
Door Men are extra helpful.

Pool view gives feelings of Resort, with Live Bar and food.

General Manager
I Wayan Sukaarta a dynamic caring,,keep on moving 24×7 , monitoring the Hotel to make it fresh and comfortabl for guests .",The Haven Bali Seminyak
27,Room issues made the stay average,30,March 2023,We have stayed at the Haven many times and enjoyed it but this time we had a number of room issues that spoilt our stay there. Starting with a balcony door that would not open. A beeping safe that kept us awake and being locked out mid stay.,The Haven Bali Seminyak
28,"Wonderful Staff, Wonderful place!!",50,April 2023,"We just completed a 3 night stay at the Haven, it was wonderful! The rooms were spacious, the pool was great and the restaurant not only had a great breakfast ( which was included on our package) we also ate a great dinner there! You were in the action right out the door ( but your rooms were back in the quiet area) lots of shops and places to eat and 10 min walk to the beach. But the best thing about the Haven was the staff!! Absolutely incredible people! So polite, catered to your every need, happy to help! From the front desk to the restaurant staff to the people who cleaned your room they were top notch! I will single out 2 who were so helpful to us, they were Endang in the restaurant and Dewaii at reception! Both made our stay that more memorable! I would definitely stay again and would recommend it to anyone.",The Haven Bali Seminyak
29,"We loved the pool access room, you can walk straight out to the pool or su lounges.",50,March 2023,"We loved our stay at the Haven. The buffet breakfast was really nice. The room towels and sheets were very clean. We had a pool access room, which we highly recommend. The pool was beautiful to sit and look at while having a refreshing drink just outside our room. The resort is bigger than you first realise, with another section further down with another two pools and villa style accommodations. Bintang supermarket is just a few steps away. We'd definitely stay again.",The Haven Bali Seminyak
30,Waited till midnight and paid 25% more at the hotel,30,April 2023,"Waited till midnight and paid 25% more at the hotel

One of the worst experience check-in experience. I arrived 9pm at Haven - drenched as there was no proper shelter - and only got my room 3 hours later at 12 midnight. 🥲🥲

There was a booking error with Agoda, and I was made by the front desk to pay 25% more for the room that I had booked. After 2 arduous hours, it was already 11pm and I had no choice but to continue staying at Haven.

The exterior of the place is really pretty and insta-worthy. However, the room is very poorly maintained. Among other issues, the main thing is that many of the floor tiles are cracked and that shower wasn't working properly.

Finally, why am I taking time to write this review? Overall, the sweet staff and nice bed made my stay very comfortable.

There were just many problems that made this stay a nasty one. I shortened by 4 night stay and left on the 2nd night. 😪😪",The Haven Bali Seminyak
31,A lot of work to be done,20,March 2023,"Breakfast was extremely poor most playes empty and not refilled after asking for more.
Bar staff must be fully trained to make cocktails Strawberry Dacquiri was an off white colour should be a strawberry colur.
Massage area difficult to get any attention and no rails if walking down the stairs.
Decking is a danger hazard",The Haven Bali Seminyak
32,Our stay at The Haven Resort Bali Seminyak,30,March 2023,"Have to say the room we stayed in was comfortable but the location of the room was very boring with 2 quarter of the balcony facing a wall the other quarter had a wall covering the pool! And to be located more or less on top of the bar pool and to hear that music would probably have suited a younger couple!
What saved the stay was the staff, all terrific 👏 two who was exemplary great was Arayana and Daisy in the restaurant. Both are a credit to the resort. So helpful, polite and always with a smile,take care of them! Regards Solveig Borg",The Haven Bali Seminyak
33,Friendly helpful staff and great location,40,March 2023,"Great service , great location , very friendly, excellent breakfast and lovely pools. Best service from a lovely worker Sima Dedi who went out of her way to look after us and made our stay very comfortable",The Haven Bali Seminyak
34,Please Be Kind!,40,March 2023,"The place is nice, the room is spacious, really worth the penny! All staff is nice.

but...

Please, don't differentiate local guest with the foreigner. Just because we don't have any tipping habit, it doesn't mean we can't pay.

All the staff is very helpful except one person in the information desk (not the one who greeted me when I checked in and checked out because they're very kind), a man with attitude who doesn't smile and gave me a cynical look just because I ask him with Indonesian Language and he spontaneously smile to other foreigner guest right after me. Such a shame!

We all know and experienced the worst time back in the pandemic, hope those time can be an enough lesson for all of you in Bali.",The Haven Bali Seminyak
35,Great job,50,March 2023,"Stayed for one night and it was memorable! The room is very nice, clean and cool AC.well maintained.add more bathrobe pls.
Fancy gym with excellent tools, clean and nice swimming pool will definitely come back!",The Haven Bali Seminyak
36,The Haven are real heaven,50,March 2023,"Hotel is nice and close to the beach. they provide free shuttle to The Haven beach club.
The hotel was clean and also the room.
Check in very easy and they serve fresh welcome drink and cool towel, its lovely.
Ketut from tour counter really nice and he takes us around Bali. Ubud and Sanuru are recommended.",The Haven Bali Seminyak
37,Naturally Excellent!,50,March 2023,"Before covid my experiences at the Haven where already excellent. During my last visit my expectations have been exceeded. As all hotels have gone through tough times to keep their standards high, the Haven succeded to improve their service.
Rooms did get an upgrade. The wooden floors have a luxurious appearance. Our room was cleaned by Nanda. He did good job to provide clean towels every day and clean everything on time in the morning.
At frontdesk the service is genuine friendly. All requests are handled efficiently. Before a problem might come up Whulan, Adhi and Ryan already offer a solution to make your stay at the Haven without anything to worry about.
The restaurant Sabeen is open 24 hours. It is a good place to start your day with a large breakfast. The variety of different food is impressive. Also for dinner I like to recommend Sabeen. Live music to entertain you while having a delicious meal. All served by friendly staff like there are Ayuh, Desi, Endang and Kartika.
I am already looking forward to my next holiday in Bali, I certainly will come back later this year.",The Haven Bali Seminyak
38,Warm engagement,50,March 2023,"The overall experience is great! I booked mine through booking.com and didn’t realise I needed to indicate whether I wanted a double twin bed or queen bed, which I preferred. I was lucky enough that there’s a spare room with a queen bed on the second day and the manager, Ahdi, kindly arranged that for me.",The Haven Bali Seminyak
39,Read the reviews .,20,March 2023,"Poor management with over worked stressed staff is a bad combination for a hotel’s operations. Misleading photos on the hotel website . Nowhere near the beach . Poor and inconsistent breakfast . Have to request things multiple times .
A very bumpy Bali experience .
I wouldn’t return to the haven .
Can’t use your credit cards if your pins more than 6 digits . Weird !!!",The Haven Bali Seminyak
40,"The Haven, picturesque a must place to stay",50,February 2023,"What a wonderful stay we had. We stayed for 2 weeks in a 1 bedroom apartment which was huge. Staff from the 1st day till the last were ALL accommodating. super helpful and so friendly which made our stay at The Haven memorable. Remembering ours names made us feel so special.
Buffet breakfast was appealing with so much on offer from western to Asian dishes. The afternoon complimentary tea was a special touch which we frequented often. 3 pools surrounded by lush landscape gardens was so appealing, pool deck chairs to relax and unwind.
I would highly recommend staying at The Haven",The Haven Bali Seminyak
41,Great experience.,50,March 2023,"We had group check-in at The Haven for business meetings for 4 days in March 2023. We stayed in Haven Suite 2. The room was big, clean, and comfortable. The coffee break and food for lunch were delicious.",The Haven Bali Seminyak
42,"Couldn’t have had better service from Adhi, Guest Service Manager",50,March 2023,"I arrived late one evening to my room, which had been specifically asked to have a great view from the balcony. Alas it viewed the side wall of the lift shaft, room 3001, and had a very disappointing view. As I was here for 12 nights I thought I would try to be moved. No joy before I unpacked the essentials so went to bed.

The next morning I enjoyed a great breakfast and headed to reception, where I met Adhi, Guest Service Manager. You could not meet a more cheerful, kind, happy man, and he promised me he would try his best to sort this issue out. He asked me to go back to my room and await a phone call, I expected this could be just a way to move me on from reception counter and have me await ages for this call.

BUT in 5 minutes he called to say he found a room and came immediately to escort me to inspect it. It was PERFECT, room 4018 with a stunning view high above the pool.
I cannot praise Adhi enough for his customer care and resolving my issue so quickly, thank you so much.

This is not only a hotel that cares and looks after its customers but is really comfortable with beautiful pools and stunning gardens.

Plus ALL the staff greet you every time the see you making you feel really special.",The Haven Bali Seminyak
43,It was amazing performance of the music. I love the way he sing. Igo i think was the name,50,March 2023,"Very amazing , i love the food, i love the all staff, sugi, pardita they was little crazy. I feel like a family here, they served it very well more over they are very friendly. Very conformable places",The Haven Bali Seminyak
44,Definitely good value for money .,50,March 2023,"Well .. I checked in 4th March 23 not knowing WHAT to expect .. am pleasantly surprised.. was given what is called a JUNIOR SUITE which seemed "" good value for money "" to me . Its large , clean and everything works perfectly of course but what's nice is the placement of everything .. from the bed to the basins showers etc etc ..all thoughtfully done and planned so as to be customer friendly. Kudos .
The service so far ( this is my third day ) has been outstanding. From the driver who picked me up at the airport ( advisable to ask the hotel to send you their car if you're a first time BALI visitor ) , to the reception staff , to the room service and restaurant service staff ..always smiling always cheerful .. all of them professional yet warm and polite with that sorely required human touch which I've seen lacking at so many hotels worldwide.. truly a blessing to be treated so warmly .
I'm going to be here 5 days more . Oh yes .. did I mention ?? The breakfast buffet is extremely satisfying..varied to suit almost any palate it caters to all tastes and the flavours are international as well as local if you so desire .
I'll update this write up once more on checkout though I doubt it can get any better .. they're already 5 star in my book on most counts .. the pool looks georgeous and I'll try that too tomorrow .
I'd recommend a stay here without any hesitation.
The location is about as central as you could desire with everything from restaurants to beaches ..clubs to bars all within a ten minute stroll .
What more could one ask for ?
Thank you HAVEN for helping make my first ever BALI trip such a memorable one.",The Haven Bali Seminyak
45,Great Place to stay in Seminyak,50,March 2023,Beautiful property. Central to great shopping & restaurants. Staff are lovely. Rooms are spotless. Breakfast was lovely. Great amenities and pools. Friendly people everywhere. We had a one bedroom pool view with a big daybed on the balcony.,The Haven Bali Seminyak
46,My favourite place to stay in Bali,40,February 2023,I have been staying at the Haven for around the last 8 years off and on. The staff are friendly and the food is nice. Rooms are generally in good condition. Situated with walking distance to 66 beach. And it is the best of both worlds for location if you want to go upmarket you can go further up in Seminyak or go down to Kuta if you're on a strict budget. I will be coming back. Thanks Haven,The Haven Bali Seminyak
47,Nice Stay,40,March 2023,"Had a short two night stay here and must say found everything great
Good location, lovely room, reasonable price, well set out pool, filing buffet breakfast and most of all great staff.
From check to departure nothing was a problem.
Would stay again",The Haven Bali Seminyak
48,Always a wonderful Stay,50,February 2023,"I’ve stayed at The Haven many times over the past few years and have always had a wonderful experience. The rooms are very spacious and clean, the pool is very large, and the staff always go above and beyond to make sure you are comfortable. Special mention to Nova, Adi and Desi for their incredible service. Will continue to stay at The Haven for many years to come.",The Haven Bali Seminyak
49,Great hotel! Location Great! Staff fantastic! Definitely staying here again.,50,February 2023,"Great Place to stay at. I stayed in the Suites. I had 2 locations to eat breakfast. Suite room good size. 3x Pools and a kids pool kept clean and tidy. Definitely kids friendly. All the staff are very friendly and happy to help. I had no issues. Would definitely stay here again. Great location, short walk to beach and beach clubs. Bars are in walking distance. I would rate my stay 10/10.",The Haven Bali Seminyak
50,Great location!,50,February 2023,"Very good location,all staffs ate kindly 😄
It’s great experience!
Thank you wuland, deny! so I recommendation this place.
thank you all of you guys!!!

잘 쉬다가 갑니다 덕분에 잘 놀다가요
위치 너무좋습니다 ㅎㅎ
스미냑 관광하기 딱좋아요",The Haven Bali Seminyak
51,Lovely location 🥰 close to everything and great restaurants,40,February 2023,"Great staff beautiful venue good restaurant food pool is awesome breakfast buffet is good, we got here before check in and they held our bags for us untill we could check in, reception open 24 hours for peace of mind

Wulan from guest relations is more then happy to help with anything requested enjoy your trip",The Haven Bali Seminyak
52,A relaxing stay in the heart of Seminyak,50,January 2023,"Absolutely lovely, caring and accommodating staff. Incredible buffet breakfast with plenty of options. Comfy and clean rooms and a lovely pool and poolside bar.
On top of that, location was fantastic and everything you need was just a few steps away... would return! :)",The Haven Bali Seminyak
53,Friendliest Hotel In Bali,40,February 2023,"My wife and I have travelled to Bali many times over the years and stayed at various hotels and villas but have gravitated to staying at the Haven after many enjoyable stays.
The main reason for our decision is the friendship we have developed with several of the beautiful Haven staff.
These staff make us feel like we are coming back to a welcoming home each time we arrive. Staff like Suardina who is our villa butler and provides us with a level of service that we cannot find anywhere else in the World. He is well supported by support workers who refresh our room and private pool everyday.
Each morning we go to the front of the Hotel for our breakfast and are greeted by Ayu who makes your dining experience perfect. Her natural sense of fun shines though her beautiful personality.
These and other staff like them are the reason we return to Bali and what we like to call OUR HAVEN.
We have noticed after the terrible pandemic the world suffered in the last few years the Haven has lost several great staff but we can see with the return of staff like Suardiana and Ayu the Haven the future looks bright and we look forward to returning again very soon.",The Haven Bali Seminyak
54,5 star,50,February 2023,"You don’t really need to go to 5 star hotel when you have The Haven, the staff are 5 stars the location is 5 star. We spend more time hangout in the hotel instead the beach. Love the pool & the spa. Love the welcome surprise by the hotel, that is 5 star.",The Haven Bali Seminyak
55,Excellent Service,50,March 2022,"I stay in Junior Suite room 4020 with pool view, the room are clean and comfortable. Close to double six beach seminyak.
Staff with name Suardiana very friendly & helpful.
Excellent service and the great place for stay in seminyak area.
I will back to stay @ The Haven Bali Seminyak",The Haven Bali Seminyak
56,Cool,50,February 2023,"Room clean, shower room also clean.
they provide free shuttle to the beach and take us to the airport.
The lady at reception very nice and friendly.
Will definitely back again and will share to all of My friends",The Haven Bali Seminyak
57,Recommended to stay,50,January 2023,"Good place, good location, good room, good service. The room so comfortable and the hotel attendance are very friendly and give best service. I like seing their open for trainee hoteliers students so it's not only doing business but also think about young generation future",The Haven Bali Seminyak
58,Much better hotel with ammenities and value for money out there.,20,February 2023,"Pillows very uncomfortable, housecleaning very late in afternoon or needed to be rung and reminded that our room had still not been attended to.Room right overlooking the road very loud and noisy Would not recommend",The Haven Bali Seminyak
59,Watch out for Flies,40,February 2023,"Cannot fault the Staff very good service also great location.
Great hotel if you’re only going to be there for a short stay .
My biggest objection was Breakfast NOT COVERED and Fly’s crawling over food to make us sick .
I did air my views to staff and so did other people too which they put a couple of SMALL covers over plates but not big enough to cover therefore fly’s crawled underneath and still crawling over the food
So just keep an eye on this If this was corrected it WOULD have been a lovely breakfast. But I went back to old school of eggs in shell and banana’s in skin as a lot of Bali Belly there at the moment",The Haven Bali Seminyak
60,LOVED our stay,50,September 2022,"We LOVED our stay at THE HAVEN , beautiful maintained suite hotel. We had a
2 bedroom suite , it was fantastic for our family .All STAFF were all wonderful & very friendly . We loved the breakfast to kick start the day ! Desi was very cheerful AND provided great service too , always with a warm smile & up for a chat !!!
WE cannot wait to return again in "" 2023 ""
Kind Regards SHEPPARD FAMILY",The Haven Bali Seminyak
61,Great stay!,50,February 2023,"Everyone was super super friendly, and I felt tremendously well taken care of for the 6 nights that I stayed. Water, toiletries replaced every day and a lovely big comfy bed (they moved me from a twin to a double room after one night as that was all they had and it was done smoothly and promptly).

I paid for breakfast one day only because I like to go out and explore and try new places but what I had that once was excellent - lots of choice and continuously refreshed.

The pool was lovely and cool and there were plenty of loungers. Check in and check out was simple and easy. I booked their car service to and from the airport and it was very convenient.

Would absolutely stay again - the people made it an amazing place to stay.",The Haven Bali Seminyak
62,Rest & Relax since i’m not working,50,February 2023,Room fridge not working well is ON but warm phone unable to call but i realised that you need to call front desk only not others dept i gueseed that is the point of contact but abit of slow service i waited for almost half and hour then i had to leave the hotel inform front desk that i had to go ensure fridge been check when im back luckily it work thank you for the follow up,The Haven Bali Seminyak
63,Professional and Friendly,50,January 2023,"My stay at the Haven, Seminyak was a delight. Clean rooms, prompt service and wonderful customer service allowed me to enjoy the two weeks spent, comfortably.

I would like to point out one receptionist/administrator in particular.
Sima catered to many of our needs, assisted with our concerns in a professional and confident manner, and always reassured a pleasing result.
Constantly being in communication with our family made 2023’s stay in Seminyak non-forgetful.

Thank you The Haven and Sima.
Will be back soon.",The Haven Bali Seminyak
64,Komang from housekeeping has done tremendous job,50,December 2022,"Over all the haven is really giving us amazing experiences, i will straight to the point.
Komang from house keeping, she has done tremendous job, her professional attitude and outstanding service really make our vacation become on of the best vacation we had in 2022

I couldn’t thank her enough, the haven seminyak is very lucky to employee like her,",The Haven Bali Seminyak
65,Amazing restaurant,50,February 2023,"Always Served Amazing Cocktails from Best bartender Kartika, Sara, Agung, Widi, & Bagi, they know what I want, beautiful restaurants in seminyak, recommended place for Food & Cocktails. Thanks Haven see you soon.",The Haven Bali Seminyak
66,Excellent stay in the heaven,50,January 2023,"I’ve been in your hotel 3 years ago and wanted to come back this year. I was so happy to stay in your hotel beacase everything was great,room,service,food and pools! I want to say special thanks to the professional of your team,his name is Dwira! He made our holidays wonderful. He is very kind,smart and professional,always helped us,recommend great locations. When we came we decided to spend only 10 nights in your hotel ,but again thanks to Dwira we will stay more,we will go to Nusa Penida and again come back in your hotel for one week. Thank your for our great holidays.",The Haven Bali Seminyak
67,Mosquito heaven!,10,February 2023,"My 2 year old went for on vacation. The room was a deluxe pool room paid for. The room it’s self was decent, not flash but fine. However the room was not secure, the gaps between the sliding doors was at least 2cm, I could fit my finger through. And the mossies loved their entryway. My son was attacked repeatedly throughout even when having to sleep in long clothes (in a hot environment) and biug spray!

I was super angry and complained to no avail.

Do not recommend.",The Haven Bali Seminyak
68,A little bit of Heaven at The Haven,50,January 2023,"Wayan and his staff put our comfort and enjoyment first, going out of their way to resolve the unexpected maintenance issues. I would encourage anyone to talk to the staff team members before giving negative feedback. Without the relevant information from guests the staff team cannot resolve the issues that may arise.

We have appreciated how welcomed we have been made to feel. With many of the staff team making the effort to learn our names. I tried to learn their names too but will miss many in my attempt! Thank you Wayan, Desi, Dewi and her male colleague who was always so happy to see me! To Sarah, Sima and their reception colleagues. To the pool and beach club staff and to our room service who added many personal touches to our towels. To all for making my birthday special. Thank you.

Thank you to everyone behind the scenes who clean, maintain and cook, especially the wonderful Indonesian supper you made me, oh and the adored crispy bacon and baguette bread!!",The Haven Bali Seminyak
