,title,rating,date_of_stay,review,resort_name
10,Returned after a long absence. Still an amazing resort.,50,October 2022,"First time back to Bali in ages and several years since staying at the Pelangi.
Not disapointed again. Friendly staff, nice rooms and an easy going feeling.
It is a great central location as border of semyniak and Legian so shops, food, bars, beaches are all in easy reach.
Used the Hotel money changer as rate was same or slightly better than in the main street.

Booked a package and got a v ery nice romantic dinner along with a terrific massage on site.

Due to an error by me in AU, I booked an extra night in the big suite and WOW, it is huge! It is there most expensive option but wanted more than the one night there (as also had a very early plane out) However, our first few nights in the standard accomodation was also great.

Pool bar is always good to meet fellow travelers and breakfast was also relly nice.

It ticks so many boxes for ease, location and food/drink.

WIll be back.",Pelangi Bali Hotel
11,"Holiday in Paradise with everything you want, with shopping and eateries within walking distance. Lovely experience",50,October 2022,"Very nice rooms, the staff were great, easy to get along with and very friendly and helpful. The location was fabulous, with a lovely pool and right across the road to the beach. Plenty of variety for breakfast and a good menu for lunch and dinner. Would recommend. 👌😎",Pelangi Bali Hotel
12,Great hospitality,50,October 2022,"One word to sum up my experience in Pelangi Bali hotel-Seminyak: hospitable.

This four-star hotel has its own beach that simply satisfies one’s eyes with sunset view stretching along Seminyak beach.

Also this hotel is nicely located in Seminyak with adjacent various restaurants, cafes and stores.

The superior room is quite comfy with 2 large twin-sized beds
The swimming pool is near Rama restaurant and that gives advantage if one wants to directly dive into the pool after breakfast. 😃

I really enjoyed my stay @ Pelangi hotel, Seminyak Bali",Pelangi Bali Hotel
13,Terrible - They Don’t listen to Guests at all,10,September 2022,"I have travelled to 32 countries in my life and out of all of the places I have stayed, this has to be one of the worst handled hotels. I would highly recommend not staying at the Pelangi Bali Hotel In Seminyak.

Check in was smooth and lovely, room was quant and nice, however that was not the issue.

The issue is that I am currently on Holiday, and also working whilst on my trip. For the past two days, I have been staying at the Hotel by the pool, trying to get work and other issues that need my attention, done.

The Government has roadworks 20 Metres outside the pool area being constructed. The sound of steel and works is terrible, and I cannot focus at all or conduct any work or in other times, relaxation. I approached the manger, and she said that it was ‘not their fault’ and that they could not compensate me at all; free refreshments, upgraded room - nothing. I spoke with her for a great deal of time, and she sort no attempt to provide me with any help for my situation - instead, she insinuated that it was my fault and the ‘luck of the draw’.

Whilst I would happily conduct my work and relaxation from my room, the wifi is poor and unable to connect - with the only connection that is stable near the pool where construction is, or the hotel lobby. Neither these places are appropriate, as my employment is in regards to confidential information. In addition, I can also hear the noise of the construction from my room.

I would not recommend this hotel to anybody looking to relax, as the hotel goes against its word of providing a relaxing environment that comforts its guests.",Pelangi Bali Hotel
14,Need to Stay Here for Longer Next Time,50,August 2022,"I stayed here for 1 night (Friday) as a solo traveler before I left for the airport the next day (Saturday), and I wish I could have spent more time here. The entrance is so grand, it looks like a palace. In true fashion, the Bali hospitality was exceptional, and check-in was informative and fast. The hotel is really long, it’s quite funny. Everything leads into the courtyard which leads to the pool & restaurant at the end of the long hotel that’s right near the beach. Food was great - I ordered room service & also thought the breakfast buffet was varied. You can eat at the pool bar too, and the pool is oddly shaped but nice & large, and gets a bit deeper towards the end. The restaurant has plenty of space, there’s lots of places to lounge around the poo. I wish I could have tried the spa! Next time. They have half day & day rates available if your flight leaves @ night, like mine did. To extend my checkout to 6pm from the night prior would have cost around 900k IDR (~$61 USD). This is great for travelers with late flights, though! The neighborhood is quiet & clean which was a nice surprise, but lots of shopping, and lots of beach access. I will be back for a longer stay when I don’t want to stay in Canggu! ;)",Pelangi Bali Hotel
15,Nice hotel in good location,30,August 2022,"I did like Pelangi Hotel, as we got it for a very good price, but there are some things to be aware of. The staff are amazing, very friendly and helpful. The rooms are very basic but fairly clean and comfy. Felt a little dark and dreary with little natural light. The rooms and hotel are a little dated and could use some maintenance. Could hear noise from adjoining rooms. Breakfast was fairly standard fare, but was tasty and filled us up. Pool was lovely and was nice having a swim up bar. There were plenty of chairs and lounges, but a little further away from the pool overlooking the beach. Location was very good, nice and close to all the beach beanbag/umbrella restaurants.",Pelangi Bali Hotel
16,"A great, welcoming hotel",50,August 2022,"This is a great hotel. I was made to feel very comfortable here. The staff are friendly, the room was large and clean, and the pool is stunning - with a great poolbar and long cocktail list. It backs directly into Seminyak beach.

Would definitely recommend!",Pelangi Bali Hotel
17,Great Stay!,50,July 2022,I loved my stay at Pelangi. I would recommend it to others and stay again. The rooms are great and the pool/beachside area is excellent. The only two things to keep in mind - you’re at least a 20 min walk from the main town (we had to get taxis back and forth) AND the breakfast does not have many options for vegetarians (it’s quite a basic hotel breakfast).,Pelangi Bali Hotel
18,Beach Location,40,June 2022,"Older style hotel but very clean, great friendly staff, great beach location with plenty of bars and Restaurants on the beach, mini mart out the front and money exchange right on beach entrance. Rooms are great with walk in showers no bath, beds are very comfortable and A/c works well, unfortunately no verandahs for ground floor rooms. Breakfast needs more options there is a egg station but other choices are generally last nights left overs, bacon, cereal, fruit and toast. Plenty of restaurants and shopping close by, if you can get this Hotel for around $70pn its good value. All in all a great stay.",Pelangi Bali Hotel
19,Great spot,50,June 2022,"We stayed with 4 couples and our toddler end of May for 9 nights. We’ve stayed before so knew what to expect. The rooms were clean, bathrooms seemed to be renovated and the A/C was lovely. We picked this place because of the location - it’s on the beach, close to all the afternoon/evening entertainment on the beach and walking distance to anything although we did get the hotel to call us cabs if we went too far with the toddler/pram.
The breakfast was fine but we did go out to the beach bars to try something different and the swim up bar got a work out.
The value for money here is just perfect for a family holiday and we loved our stay.",Pelangi Bali Hotel
20,"Basic all round, average cleanliness, average service, read more below",30,May 2022,"I stayed here with 4 other friends, all with seperate rooms, for 4 nights. The hotel is in a pretty good location, right on the beach and easy walking distance to the beach bars, and up into Kuta if you want a decent walk.

The hotel itself is pretty basic and average all round. Breakfast was included in our room rate, but its nothing special, but fills the stomach. Don't expect over the top, but there is an eggs station which can get busy, some beans, toast, water, juice. Not bad if its included within your room, but i wouldn't pay extra for it.

The pool is alright, the layout of the pool is a little weird, but the pool bar is open daily, so thats a plus. There aren't too many sun beds kicking around the actual pool, but there are some facing the beach, although the water and sand down at the beach is dirty and needs a good clean.

The rooms are OK! Comfortable, and the aircon worked in my room. My friends had issues with their aircon and safes and the staff didn't fix the issue for them even asking several times to assist. One of my friends went without aircon and safe for his entire stay as staff just couldn't seem to work the issues out or were not interested in sorting it out, language barrier maybe?!

The shower was hit and miss, sometimes you'd get hot water, othertimes you'd have to wait for about 10mins with the water running for it to get slightly warm. During peak shower times, maybe around 8am when people are waking and showering the pressure can be low, rather annoying.

Every morning around 7:30/8ish you would hear the houes keeping trolley roaming around the hallways with its noisy wheels, so dont expect a sleep in! when moving furniture in nearby rooms this would also wake you up, or curtains which dont block out the sunshing in the mornings.

Overall if you can get this for under $50 AUD per night, maybe closer to 30/40 then its a bargain, but don't expect top notch service or food.

Thanks for the stay, my aircon worked, safe worked, and the room was fine for me.

2.5 stars for me, but 3 stars will do. Not sure i would stay here again unless it was $20/30 AUD a night, plenty of other places in bali.",Pelangi Bali Hotel
21,Theft of property by staff,10,February 2022,"I stayed for 4 nights and then moved close by to a villa. Once we arrived in the villa it was apparent that we had left behind an electronic equipment. I used it in my room at Pelangi and we don't have it in the villa.

I went back to the hotel two days after checking out and inspected my room (not occupied since we left), they checked lost property and with housekeeping. But did not have it

100% one of the housekeeping staff have kept this for themselves.

I sent an email asking for the General Managers contact details, but was not given any response.

I know times are tough in Bali at the moment - but theft is what it is, and the management culture that allowed it is wrong.",Pelangi Bali Hotel
22,Hotel closed for 1 month,10,June 2021,"Having 2 bookings for June..l was informed of closure for 1 month..l was then asked to pay much higher price to rebook on reopening.It would seem it is the best way to get extra payment from guests
Agoda not helping..nor is hotel
Ive asked for bookings to be honored at same price upon reopening...lm still waiting for replies from Hotel and Agoda
Not how Guests should be treated",Pelangi Bali Hotel
23,Lovely Hotel right on Double Six Beach,40,August 2019,"Clean, Friendly hotel right on the beach! Great location for lots of bar and restaurant options. Great selection of alcohol at the pool bar.

I can not fault the room, they are so clean and tidy and the staff are extremely friendly. Breakfast is incredible.",Pelangi Bali Hotel
24,loved our stay,50,October 2019,"had a lovely stay here at the Pelangi. We had 2 rooms that were joined, and the bedrooms were lovely. every thing that we needed for our stay was available. Breakfast was great, in fact probably the best we had in our 2 weeks holiday. Had room service a few times and ate dinner at the restraunt. Kids had a great time in the pool and we loved the swim up bar. Beach access was easy and the sunset is amazing.

My 2 girls loved there Pelangi bear that was left on the bed for them and still keep it on there beds at home now.

Also enjoyed a lovely spa treatment, and would love to come back again in our next visit",Pelangi Bali Hotel
25,Perfect!,40,October 2019,"Great location. Felt very safe in the area and it was easy to navigate being on the beach front. Lovely staff, restaurant and the spa were both great too! Room was clean affordable and perfect for our stay. Would visit again.",Pelangi Bali Hotel
26,Amazing Stay,50,March 2020,"This hotel is in the best location.
In between Seminyak and Legian, right on the beach.
Funky Bars on the beach right out the front for sunset and great restaurants close by.
The resort itself a little dated but has a great pool area with a swim up bar.
Rooms are very clean.
Breakfast was included which was a good choice of foods. We also ate in the restaurant and at the pool side which was reasonably price and food was nice.
Great for couples or families.
The staff were wonderful, helpful and friendly.
We would definitely come back to this place.",Pelangi Bali Hotel
27,Excellent,40,February 2020,"What a lovely hotel this is, the staff couldn't do enough to accommodate each guest. The hotel itself is very peaceful & relaxing, the rooms were extremely clean & the beds were very comfortable. The room had air conditioning, hair dryer, tea & coffee.

I tried some of the spa treatments which were definitely worth the cost & the staff at the spa were very professional & polite.

I also used the gym area with just one critism, the gym itself is quite a big space & it would be worth it for the hotel to invest in a rowing machine, pull up bar & some heavier dumbbells. The gym has air conditioning & music channel so it is a good place to work out.",Pelangi Bali Hotel
28,Hotel was OK - Older Style for Seminyak,40,February 2020,"Rooms were clean and tidy and staff were polite.
I wouldn’t rave over the place but it was OK. Food in the Restaurant was average. Breakfast was the standard Bali Smorgasbord.
Unfortunately forced to use local Transport - Bluebird can bring you to hotel but. Or get back in to pick you up

Location near the beach is great",Pelangi Bali Hotel
29,Great hotel,40,February 2020,"Stayed at the Pelangi recently and was pleasantly surprised after reading some earlier reviews. I found all the staff very friendly. The room was spotless and huge bed very comfortable. I would agree the bathroom could do with an update but this is minor. Location was fantastic, walk to La Plancha for drinks and bar food and to Gado Gado for amazing food and drinks. Spa treatments were wonderful.",Pelangi Bali Hotel
30,The Pelangi,50,February 2020,This is the 7th visit to Pelangi and once again thoroughly enjoyed it. Pelangi is so well located to the Seminyak area..Great Bars and Restaurants in walking distance also..Pelangi has a Fanastic Pool..Great Buffet breakfast..we usually dine out at Restaurants for dinner and enjoy a Club Sandwich at the Hotel Pool..Great Staff and Very Clean Rooms ...Look forward to coming back next year..,Pelangi Bali Hotel
31,Sharon weir,50,February 2020,This hotel is absolutely spotless the staff were so polite & friendly the room we had was a deluxe room with balcony which looked right onto the beach .The food in the restaurant was great & well presented 5⭐️ Service in this hotel will definitely be back thank you for a great holiday .,Pelangi Bali Hotel
32,Dirty and Dated,10,February 2020,"4*. Not a chance!
At best (and pushing it) it’s a 3*.
Staff were attentive on arrival. And that’s where it stopped..... room had an adjoining door which is not an issue, but I could hear everything from the next room.
Bathroom - my god...... 1970s.
Communal corridors were more youth hostel than 4*.
Pool was great and the location is good.
Checked in for 4 nights and checked out after the first. Prefer to lose money than stay there.",Pelangi Bali Hotel
33,Very average,20,January 2020,"Think again before staying here. Much better value for money can be found elsewhere! Hotel is tired and run down. Service is very average along with very average breakfasts. Rooms are way past their due by dates . We swapped to the suite overlooking the pool which made it a little better but still not great and the only reason I’ve given it two stars. The rooms are clean however this does not extend to the whole complex. Everywhere else you go staff are falling over themselves to serve you, at the Pelangi they are standing around staring into nowhere. I think they’ve even given up on the place.",Pelangi Bali Hotel
34,Not for the elderly or immobile,30,January 2020,"The photos are generally better than reality. This was a case in point. Lots of stairs to get to reception and then stairs down to our room. The foyer stairs had been fitted with a ramp, but not the stairs down to the ground floor rooms. Not a lift in sight! Theroom itself was spacious with a roomy bathroom. Water was perhaps the hardest I have experienced in Bali and the soap would not lather. That meant showering using shower gel, but with no faceclothes provided you quickly ran out of shower gel. Breakfast as included but was fairly nondescript. Bacon was provided, a possible bonus in Indonesia, but was perhaps the worst bacon I have tasted. There were plenty of bars, restaurants and massage places within walking distance but they appeared to be more pricey than my previous stay in Sanur. On the last evening we had dinner on the rooftop terrace to view the sunset. Dinner was a disappointment; a Balinese chicken curry that lacked in flavour and clearly has not had the chicken cooked in it, and a grilled chicken, which was exactly that, but dry and tasteless. Fortunately the pricing was not over the top. We did enjoy the sunset. Needless to say Circle K convenience store across the street provided the dessert. The hotel is clean and comfortable, but certainly not for the elderly or immobile.",Pelangi Bali Hotel
35,We loved this hotel!,50,January 2020,"The hotel is a traditional balinese style hotel. It has a beautiful spa and pool . You just walk from the hotel directly onto to the beach ( 30 m) and are also within easy walk of the local shops.
The food is varied for all tastes and we found that if you had a specific request they would go out of their way to provide . The staff are all very welcoming and helpful, Whenever we asked for anything it was sorted quickly and efficiently.
We went to the spa and found the staff to be very professional and provide a good service in a beautiful environment , and although a little more expensive then out in the many massage parlours available in the shopping area, the whole experience with music and surroundings was lovely.
There is a shuttle bus which can take guests for free to local towns and areas. Also a very helpful travel /tour section in reception.
We have a large room with air con , tea/coffee, fridge , safe and enough space for clothing as well as aTV . Nice big bed too. Housekeeping staff lovely and every day made up the room beautifully and always smiling.
Every night we have watched the sunset from the beach and tonight from the roof terrace at the hotel which was magical.
We have loved staying here and would recommend to anyone .

I",Pelangi Bali Hotel
36,The MOST DISGUSTING HOTEL IN SEMINYAK!!,10,January 2020,"The hotel is terrible, terrible and even more terrible!!! Hotel facilities very poor; the food at the restuarant very poor, the hotel staff ok however there was a rude lady at reception which was totally unnecessary! A total RIP OFF, VERY SEEDY and NOT THAT SAFE!!! Never again!",Pelangi Bali Hotel
37,"Great location, average hotel",30,December 2019,"We stayed in this hotel over the NY break and probably paid well over the odds given it was NYE. The hotel is very run down, it needs a lot of work.... the bathrooms looked quite dirty in some areas and the light is terrible, the bathrooms also still have the old shower curtains you pull along over the bath that need renewing badly.

The room itself wasn't too bad, we had a ground floor room and you don't get a balcony or anything outside, so if you enjoy sitting on the balcony during your stay with a drink don't stay in the rooms in the hundreds.

The pool is nice and large and the staff are lovely. The pool bar is quite grubby and also a few broken tiles around, they also allow glass at the pool and in the pool which is pretty bad especially when you have kids swimming about with glass bottles of coke in their hand.

The breakfast, there is a lot to choose from and their is a egg station which is good.

There is a massage place and a shop right outside the front door, and the beach is right outside the back entrance with double six a 2 minute walk.

Overall, I would not stay here again, its very old and run down and needs a lot of attention!",Pelangi Bali Hotel
38,Not a bad hotel,30,January 2020,My wife and i spent 6nights here.the hotel is a little bit dated.but the rooms are ok and quiet bathroom ok tea and coffee in the room.bed very good.staff helpfull and friendly.free shuttle bus a few times a day.spa very good and not expensive.breakfast very good and have a lot of choice.pool nice with swim up bar.lots of beach bars just outside for food and drink.if came back to bali would stop here again,Pelangi Bali Hotel
39,"No bad, not great",40,January 2020,"Staff helpful and friendly. Breakfast didn't have a big range and was average at best. Toilet clogged a few times. Location is good and pool was nice.
If you are looking for the wow factor maybe this is not your hotel. If you after something that works then yes",Pelangi Bali Hotel
40,"Well located, pool and eats",30,December 2019,"Did not stay here but visited with 20 people for swimming and a meal. Kids of all ages from our group enjoyed the pool and adults could swim and have drinks in the pool or at the table. Eats catered for everyone, children enjoyed good portions and adults had western or Indonesian food to order. Overall, a pleasant few hours spent, and enjoyed the sunset and some body surfing by the more adventurous of the group. Enjoy",Pelangi Bali Hotel
41,Perfect pool and location,50,December 2019,This hotel may seem a bit dated and aging gracefully but we throughly enjoyed our stay here. The rooms are ideal and perfect especially if you're only relaxing in them for a few hours. The pool is massive and amazing. It overlooks Seminyak beach and it you can chop and change from the beach to the pool at your leisure. Breakfast was a continental delight and there was more than enough food varieties to choose from each day. The staff are friendly and made sure that we were taken care off. I absolutely recommend this place for your stay. The price is reasonable and value for money.,Pelangi Bali Hotel
42,Beautiful hotel with amazing staff,50,November 2019,"My partner and I have recently returned from a 11 day trip to Seminyak where we stayed at the Pelangi Hotel for the duration (with odd nights away but Pelangi was our base). We were welcomed after our 20 hour flight with the warmest reception you can imagine, the staff were so friendly, explained everything to us (they all speak really good english) and even gave us a complimentary welcome drink. We were very tired so the staff helped us with our bags to our room which was lovely.
We had a Superior double room which was very spacious, the bed was huge and the room felt comfortable. We had plenty of storage space to unpack, and one thing I found very helpful was that they have British and European plug sockets in the room as we only brought one adapter! Our room was on the ground floor so the back doors backed on to a lovely pathway that goes down the middle of the two buildings, and they provide you with garden furniture to sit out there and enjoy the peace.
The housekeeping staff are lovely and the room gets attended to everyday when you are at breakfast normally, or late morning. Being in such a hot climate, although there is a mini bar in the room, they also provide you with 2 complimentary bottles of water everyday.
The restaurant - we had breakfast included in our booking which was a good variety of hot cooked foods, pastries, cereals, juices, fruit etc. The hot foods, cereals, pastries and juices are different each day so no two consecutive days have the exact same offerings which is nice. There is also an egg station where they cook you fresh eggs for your breakfast including omelettes, poached, fried, scrambled etc. This can get busy between 9.15-9.45 and can sometimes be slow, but they are limited to how many they can cook at once so is to be expected! We also ate lunch at the restaurant a few times on days we spent by the pool, and the lunch menu has a great variety of offerings and the food is lovely (strongly recommend the schnitzel sandwich!)
When we booked the hotel we did not intend on spending much time there as we thought we would be out exploring the local area and beaches most days - this did not end up being the case as the pool area is huge, but the beds are spaced out nicely so it doesn't feel too busy even when all the beds are taken. There are some lovely little sun trap spots as well as plenty of shaded areas, and a swim up bar which is very handy in the high temperatures.
We used the spa during our visit and had a treatment each - they are very reasonably priced and the treatments were lovely. We both fully enjoyed them and found them so relaxing!
The hotel itself is located around 25 min drive from the airport, and backs onto the beach. Although it's in the heart of Seminyak, it is tucked away enough that it's a peaceful environment and you don't feel like you're in the middle of the hustle and bustle. We walked down the beach most evenings as there are some lovely restaurants and bars along there. There is also a convenience store at the front of the hotel which is handy to grab cold drinks on your way out for the day.
Overall we thoroughly enjoyed our stay at Pelangi Hotel, we were so pleasantly surprised and the staff at the hotel are a real asset, each person made us feel so comfortable and welcome there we are so grateful to all of them. Thank you Pelangi Hotel!",Pelangi Bali Hotel
43,Great location -- and even better staff!,40,November 2019,"We stayed at Pelangi for four days in Bali -- we were supposed to move rooms mid-visit but the staff was able to keep us in our room for only a small surcharge. The hotel is massive -- very long walk from lobby to pool/restaurant, so if you have difficulty walking, this may take some time!!! -- but the rooms are large and very clean, good air conditioning, huge bathrooms and good wifi throughout property. The spa was delightful as well. The thing that makes this hotel is its staff though. Warm, friendly, accommodating and thoughtful. Only steps to the beach and bars and restaurants.",Pelangi Bali Hotel
44,What you need!,40,November 2019,"Our flight to Bali was delayed and we arrived after midnight but Pelangi were really helpful and good with communication regarding the shuttle bus no matter the time.
Hotel was nice, staff were very attentive. Room was standard, tidy and clean with good shower, all you need if you just plan to sleep in there, had tiny balcony with a view of just the other rooms.
Breakfast was good, options for indonesian, eggs/baked beans/bacon/potatoe/tomatoes, pancakes/croissants, toast, fruit, salad, cereal and juices.
Pool was very good, with swim up drink area and background music. Need to be early if you want a shaded chair as not much shade otherwise.
Hotel offers free shuttle to Seminyak, Kuta and Bintang at specified times but you have to get a taxi back.
Location was good, quiet kind of area, only about 5, 10 mins to Seminyak centre, and walking distance to other busy places.",Pelangi Bali Hotel
45,Nice authentic hotel,40,November 2019,"Good spacious hotel, authentic style and clean and tidy. Rooms very nice and big,excellent air con and all you need for a comfortable stay. Pool lovely but struggled for shade and beds if not there early. Ideal position for beach and town,so plenty of options, throughly recommend this hotel. Breakfast excellent and plenty of choice of quality foods. Sets you up for the day. Evenings struggles a bit as most guests go elsewhere, but a good fall back if you need it. Great for the beach sunset.",Pelangi Bali Hotel
46,Undecided,30,October 2019,"My opinion of the Penang is very undecided as it’s a hotel that gives no warmth.
After walking from reception the rooms are accessible by external concrete walkways, there are no carpeted area so it’s not like being in a hotel.
The brickwork and tiles are dull so again that concrete jungle feeling.
Once your in the pool area the pool is great size with a poolside bar, there are plenty of loungers and umbrellas and the open plan restaurant serves breakfast and open menus all day.
The prices are more reasonable than the beach bars that are 30 seconds away.
You sit on the loungers watching the beach surfers which is great and the massage ladies are all available in same place.
My wife really enjoyed the massages on the beach
The hotel is about 7 minutes walk along 1 street to the hub of shops, but if it’s only drinking then use the beach bars just steps away.",Pelangi Bali Hotel
47,Great location,40,October 2019,"Stayed here for 10 nights and was suprised that rooms only have 6 coat hangers in them, asked for more and got 4.

Location is great, small road if you can call it that at the back, then it's the super beach. Beach bars, lovely.
Hotel rooms are a good size.
Breakfast is good and there's a roof terrace to go on to see the sunset.
There is a free shuttle bus from hotel to seminyak and Kuta square.
Pool area is lovely with swim up bar.

Lots of local bars/ restaurants close by, if you are a fun person, visit frankensteins.

If I visited here again, I'd likely stay in this hotel again.",Pelangi Bali Hotel
48,Pelangi resort,50,December 2018,Awesome staff breakfast buffet amazing and definitely a must as we found it hard to find food early in the morning and tucked just a little away from all the street stalls will be going back for sure.,Pelangi Bali Hotel
49,I want to go back,50,October 2019,"I stayed here for just one night, after a week in Lovina, before a morning flight.
I absolutely loved this hotel.
Very clean, comfortable, friendly staff, good breakfast, fantastic location.
Went for a swim in the pool and the beach, ate a nice pizza in their restaurant with a sea view, watched the sunset, and enjoyed live music in the beach bars nearby.
I was wishing my flight would be cancelled, but sadly I had to leave. I hope to return in my next trip to Bali",Pelangi Bali Hotel
50,Amazing experience,50,October 2019,"Just got back from a 10 day break in Bali staying at the pelangi spa hotel with my mum. Absolutely out of this world. Nothing we could fault about our stay. The hotel was lovely, accomodating and the staff so friendly. Beach front location, buffet style breakfast with egg station. Staff can't do enough for you. A shuttle is provided several times a day for Seminyak square or Kuta market. The rooms were large and clean, towels provided for the pool. Swim up bar where you can order food or drinks throughout the day and night. Only small niggle was other people from neighbouring hotels used the pool and the sun loungers so sometimes not enough beds round the pool but there are other sunloungers facing the sea. Used the spa facilities twice and the massage package was so relaxing especially before heading home to a 21 hour journey. Would definitely recommend this hotel and can't wait to go back.",Pelangi Bali Hotel
51,Again a great great time at Pelangi,50,May 2019,"I WAS back to Pelangi 4 years after...had a very good welcome , a very nice room, renewed,very comfortable....
Extremely good quality rate versus money paid...above all seen the location , straight on doublesix beach...
location and swimming pool very clean and pleasant
You just cross the path in front of the swimming pool and you are at the beach !!
This year , I also tasted 2 times the poolside restaurant , at night, very good service and tasty king prawns...

This hotel is one of my best souvenir of Seminyak and, of course, I 'll be back again, whenever I ll be able to...",Pelangi Bali Hotel
52,Fab place to stay in Bali,50,September 2019,"Stayed again here for 2 weeks and had a wonderful trip , its like an old friend returning we came about 2 years ago. Its still the same lovely staff, clean rooms, swim up bar and plenty of sunbeds. One of the great features its opposite a lovely clean beach which the sunbeds are 200k for 2 and the bed staff serve Bintang which is really cold - straight to your bed, I love this party of Bali - Seminyak have plenty of lovely restaurants and so reasonable in fact we couldnt spend all our money.
Weather was fantastic would recommend this hotel to anyone give it a try, you wont be disappointed.",Pelangi Bali Hotel
53,Great location and friendly staff,40,October 2019,"Hotel was located right by the beach and has a fantastic pool.

Staff were helpful and friendly and they run free shuttles to the markets.

The hotel had 24 hrs reception and offers currency exchange.

Rooms are large and clean.",Pelangi Bali Hotel
