,title,rating,date_of_stay,review,resort_name
14,"Very pleasant, close to the beach.",40,October 2022,This was a pleasant place for a stay. The restaurant was awesome with great range of foods. The pool and day spa were great. I stayed in the older part and it was fine. The staff were helpful but could not supply all I requested. Would take my own travel adapter next time. All good would go back.,Puri Saron Seminyak
15,Ticks all the boxes,50,September 2022,"You can’t beat Puri Saron because it really does tick all the boxes;
-prime central Seminyak location
-pool with swim up bar
-located on the edge of the beach so you walk out past the pool and you’re on the beach in the bean bag/ umbrella area
-lots of great eateries and bars in any direction around the hotel
-good shopping nearby (both markets type and boutiques)
-directly across the road from two marts, laundry shop, massage shop
-rooms have safes, hair driers, mini fridges, small mosquito repelling devices and air con
-very budget friendly
-buffet breakfast that has something for everyone (savoury dishes, fruit salad, egg station, pancake station)
Alit the Room Divisions Manager is wonderful, very accommodating and helped us get twin bedroom confirmations for all of our girl group.
I’ve stayed here twice now and would recommend for couples and friend groups who are looking for a good base to go out and do day trips or keen to relax by the pool.",Puri Saron Seminyak
16,Great stay,50,September 2022,"This is my second time here, currently on our fifth day of a six night stay…would definitely recommend and stay again. We stayed in a twin room which was clean, roomy and bright apart from bathroom. Breakfast was substantial, options changed every day, the freshly cooked omelettes were delicious. Staff were friendly, attentive and accommodating. Location is brilliant, just a step away to beach restaurants and bars. There is construction work currently outside the hotel, but this looks like it will be finished soon. Overall, great value for money.",Puri Saron Seminyak
17,"Perfect location, requires some renovations",30,August 2022,"Location is great, right on double six beach which is perfect for sunset.
The gardens are gorgeous and creates a very relaxed traditional Balinese atmosphere.
Standard rooms are a bit old and dated, bright (bring you eye mask) and can be noisy in the mornings. Requires some renovations which is understandable given covid, would upgrade to a suite near the pool next time. Breakfast is average and the same every day.",Puri Saron Seminyak
18,First stay here but not our last,40,August 2022,"Great location, spacious room and varied plentiful buffet breakfasts. Unfortunately the advertised hotel shuttle is not currently operating but hopefully it will be re-established soon. Stayed here because our regular place was not accepting any more bookings. Feeling is that many places are short-staffed (same as in rest of the world post Covid). Most restaurants and shops are operational or in process of becoming operational (unlike Kuta where many businesses have closed permanently.) You will have a great time if you go with the moment and accept that yes, there are changes but the one thing that hasn't changed is the smile and friendliness you will receive from the Balinese - sempai jumpa (see you later).",Puri Saron Seminyak
19,Lovely staff. Very tired hotel,20,August 2022,"I have just spent three nights at this hotel, and this is my third visit. I wouldn’t come back again, this hotel is now in desperate need of some investment.

You don’t expect five star when you stay here because you don’t pay five star prices, and the staff are delightful. I had a nice room (once upon a time!) but it had many faults. The air conditioning unit drips constantly and has obviously done so for many years as the floor boards below it are warped. The stink from the toilet was unbearable at times and it stopped flushing completely the day after I arrived. This was fixed very quickly.

The shower head is on a bracket that isn’t adjustable so it sticks straight up, there is no way you could stand under it. Of course you can take it off the wall and hold it but a tiny bit of thought into how somebody would use it would have been appreciated. And the shower curtain was ripped and falling off. How much is a shower curtain?

A nice touch was the fruit plate on arrival, but I didn’t eat it and it was still there three days later, covered in ants.

The pool is lovely and clean, but every day they ran out of towels around midday so most people didn’t get one.

The breakfast is okay, the egg man is lovely and all the staff do their best to help.

I have absolutely no complaints about the staff at this hotel, but it is in desperate need of some renovation. If what you want is cheap and great location then this is a fabulous choice, but if you want everything to work, a clean room, the drains not to smell and a little bit of Balinese luxury, there are much better choices.",Puri Saron Seminyak
20,Bali Break,40,July 2022,"Check in was super quick, buffet breakfast sufficient, our room was spacious with garden and ocean view, unfortunately we had to change rooms due to no fault of the hotel but the constant LOUD music from the beach bars 4-6 pm every night, once we moved to a garden room it was a lot more peaceful, location is great but what really makes this place is the amazing staff",Puri Saron Seminyak
21,Beachfront Bliss,50,May 2022,"Beachfront Bliss

Back to Bali for the first time in 2 and a half years ! Yay …

I wanted to embrace the feeling of Bali, and where better than front and centre at Puri Saron

I’ve stayed here a few times between other visits that had me staying in friends beautiful villas but I wanted to remember what it felt like to be back.

Puri Saron feels like Bali

From the moment you drive up to the front steps you are greeted with that sense you have stepped back in time. A time when Bali’s hotels were uniquely Balinese .. Puri Saron is it .

The staff are always smiling and eager to make your stay special … as you walk through the foyer you then walk a path of tropical gardens that are brimming with colour.

The spacious pool area leads onto the beach where you can find many restaurants lining the beachfront with their festive umbrellas and beanbags ready for you to capture the gorgeous sunset …

Pool days at Puri Saron are relaxing , and the staff are there with a smile if you needed anything.

Close to great shopping and spas,

Puri Saron is my kind of Beachfront Bliss 🙏🏼🌺🙏🏼
Thank you Alit and team for making our return to Bali , Perfect 🌺",Puri Saron Seminyak
22,NO SERVICES AVAILABLE SO YOU ARE ONLY PAYING TO SLEEP HERE!!!,10,April 2022,"We have stayed here quite a few times in the past (maybe 6 or 7 times) we came back to Bali after a long awaited holiday and choosing to stay here was a no-brainer as we have enjoyed our previous stays. BAD CHOICE.

THERE IS NOTHING AVAILABLE AT THIS HOTEL.
Nothing.
Just a really crap (but large) room with a leaking, stinking toilet.

Their website has no disclaimer letting people know that there are limited, or in this case, NO sevices available.

Their restaurant is closed and we were instead offered an in room breakfast with very poor offerings; 2 eggs (your way) on bread that pretended to be toast, a cardboard tasting fruit plate and dirty dish water tasting coffee.
There is no in room or sit down dining option, and the pool bar was shut - we were told at check-in (only after we enquired about it) that we could buy our own and drink it by the pool...hot Bintangs, yay.
The pool is open (and clean) with about 4 deck chairs with ripped and dirty covers on them.
We ended up using a pool in another hotel for 35k each that came with a free fruit juice.
They even cut the cable T.V and turned the water down so it dribbled out.

We paid FULL PRICE for a ""bungalow room"" that had the worst shower I've ever used. It was positioned directly in front of the restaurant that was only opened to local church groups that chanted really loudly (probably praying to get out of there like I was.) The left overs from one of these events were used for a buffet breakfast the following morning which I wasn't invited to attend but I just loaded my plate and sat down anyway.
I was prepared to get Bali belly just so I felt like I got SOMETHING for my money.

The staff are lovely; of which their are many although I'm not too sure why when there was literally 2 other people staying at the hotel the entire time we were there? Regardless, it's not their fault they work for scammers.

I assume they will open at least partial services at some point, but I actually don't care.
I won't be back.

To the Manager: I understand that the pandemic has decimated this island, but covid has affected everyone in the world in one way or another. You people weren't the only ones to lose their jobs and/or loved ones but being deceitful to your loyal paying customers will not help you ""rebuild.""
Don't bother replying with your cut and paste response, I don't care. You know exactly what you are doing.",Puri Saron Seminyak
23,Excellent Hotel and fantastic stay,50,August 2020,"We went to celebrate there (Bali) for our pre new year holidays. A fantastic resort with all facilities , friendly staff right in front of the beach in a good location with great restaurants & bars. Surely will stay again & again.",Puri Saron Seminyak
24,Always a pleasure,50,March 2020,Once again I went to see my second family we got stuck with this terrible thats going on the management and staff could not have been any better in the way they helped us please visit you wont be sorry I've been going to bali for over 20 years and the greeting I get is that I have never left cant wait to back at this fantastic hotel.,Puri Saron Seminyak
25,Ian knights,50,March 2020,What another fantastic stay at this gorgeous hotel staff so friendly and helpful with everything nothing is to much can't wait to be back there a lot of work has been going on in the last year and it's now better then ever.,Puri Saron Seminyak
26,Puri Saron visit March 2020,50,March 2020,"Back again at our home away from home. Still lovely to see the same faces and the same friendly staff. Our room had been updated since our last visit with a lick of new paint, bathroom fittings updated and TV area enhanced with a cabinet.
The whole resort had undergone slight but noticeable changes to the gardens which freshened the look.
Only thing I would suggest is that more sun umbrellas are added to the pool area and the existing umbrellas are updated.
I sincerely hope that Bali survives this current health and economic crisis and that we can return soon.",Puri Saron Seminyak
27,Great little resort,40,March 2020,"My partner and I stayed at the Puri Saron for 8 days in March 2020. What a little gem it is. The staff are amazing and so friendly, and give lots of tips and information. Nothing is too much trouble.

The rooms are a little old, and to be honest could do with a bit of a makeover but they are clean and the beds are very comfortable.

The breakfast is nice but again could do with an update also. A bit more variety would be nice, but that’s just a personal preference. We had a dinner and a lunch at the resorts restaurant and both were nice.

Overall the resort is lovely and the gardens are very pretty and well maintained. The location is great as the beach is so close and shops and restaurants are just around the corner. We will definitely visit again.",Puri Saron Seminyak
28,From Pool to Surf,50,March 2020,"Took a short break and found Puri Saron
What a great place
The amenities staff and service I’ve got to say are second to none
The fact that you can also get out of the pool walk 20 metres and your on the beach is for me a major plus
Add to that that La Planche is also right out front then you know you’ve got a great place to stay
Will definitely be returning",Puri Saron Seminyak
29,Morgan,40,February 2020,"Great hotel close to beach
Swim up bar in pool with friendly staff
Grounds well tendered and food delicious and affordable
Value for money and manager Alit is capable and friendly
If your after a relaxing holiday Puri Saron is the place to stay",Puri Saron Seminyak
30,Good,40,March 2020,"We stay in Bali quite alot so have stayed in around 12 different hotels over the past few years. This one we quite liked! For the relatively cheap price as opposed to Mandira etc it's a great balance.

The facilities were good, breakfast ok (not a giant choice but that's why it's relatively affordable) good pool etc.

The type of patronage is generally good ie: not many lower socio types. Some people did tend to just sit drinking all day in the pool bar and not once did I notice them get out to go to the toilet if you know what I mean.. But you get that anywhere there's a swim up bar.

The Hotel is basically at La Plancha! So a World class attraction literally metres from the hotel. Good location, good staff, good feel is the main thing I enjoyed. Nice well kept gardens

Good place to stay for pretty well any type of holiday really",Puri Saron Seminyak
31,Favorite hotel in Seminyak,50,March 2020,"After coming here for 2 years, the hotel staff has become like our second family ❤
The location is perfect with the beach only across the road,rooms are wonderfull, food has a wide selection with different daily specials, swim-up bar is to die for and the list goes on and on.
We love this place and we will continue coming back here every time we are in Bali!!!!

Jason & Egita",Puri Saron Seminyak
32,The perfect spot in Seminyak,50,March 2020,"First time stay at Puri Saron and it was beautiful with graceful and quite Balinese style ambience. The location is awesome, just across a small road to the beach and the busy, full of fun, afternoon Seminyak beach sunset beach bars. The staff were very helpful and friendly. The pool is beautiful and big enough to allow everyone their space, the swim up bar is a must for a couple of refreshing afternoon ales! Definitely stay here again and highly recommend.",Puri Saron Seminyak
33,Another 50th Birthday party,30,February 2020,"We too where staying at Puri Saron with a group of 20 for a friends 50th birthday. The grounds, rooms, location and room service cannot be faulted. The staff where always friendly. On day 1 the poolside bar ran out of spirits and on day 2 ran out of Bintang Radler beer none of which was restocked for our entire 7 day stay despite numerous requests from our group. This left people to drink the more expensive cocktails or as we did go across to the supermarket and buy our drinks and bring them back which I might add they where only to happy to put on ice and serve to us. The bar staff where constantly fishing bees out of the cocktail mixers which found their way in through the open pourers which didnt make them very appealing either. Then the restraurant and poolside kiosk ran out of certain foods advertised and again these where never restocked either. Very poor management the hotel lost out on a lot of money as our group ate and drank eleswhere.",Puri Saron Seminyak
34,Nice hotel,50,February 2020,"I stayed in this hotel 7 years ago and this time decide to stay here for few days. There are several categories of the rooms, I highly recommend Villa. Friendly staff and very beautiful Villa. Floating breakfast was amazing! Thanks for that!",Puri Saron Seminyak
35,50th Birthday celebrations at Puri Saron,50,February 2020,"We stayed at Puri Saron for my birthday along with 26 of our guests. The hotel is older than most around the area, but the Balinese style and gardens were gorgeous. It's tranquil and has a mix of different tourists. The swim-up pool was used and abused by us and the cocktails prices reasonable, and they have happy hours and various events each day that quests can join in. The location was fantastic, close to everything. All the staff were excellent and went out of the way to help in any way. A special thanks to Gede Alit Merta, you were terrific. I will come back here next time in Bali.",Puri Saron Seminyak
36,Puri Saron best service by far,50,February 2020,"We came on a get away, and tried this resort, we have been to Bali many times and the location is perfect. Every single staff member, from gardeners to security were amazing. The staff were continually ensuring we were ok and even going above and beyond expectations, following up on different conversations. Best place we have stayed in ages, we will be back for sure.",Puri Saron Seminyak
37,Beautiful place lovely staff,50,February 2020,This hotel is right on the beach. Its also walking distance to shops restaurants. The rooms are spacious and bathrooms shower were clean and nice. Breakfast was lovely. Pool clean and lovely had a swim up bar it was really handy. All the staff in the hotel were really friendly especially this lovely lady called Rai she was so kind and helpful we met at reception. We will be coming back to stay here again.,Puri Saron Seminyak
38,BEAUTIFUL AND VALUE FOR MONEY,50,February 2020,"We took a deluxe room in a chalet type accommodation. Excellent reception to this place right from the reception desk to the actual room. Welcome drink non arrival and bouquet of flowers and fruit in the room. Fresh bottled water daily. Private swimming pool and exotic sunbed for relaxing. the hotel has an excellent bar area and really large public swimming pool for guests. Exciting was floating breakfasts for IR300000
the back entrance is a 2 minute walk to the beach. one of the best beaches. warm friendly staff. Excellent buffet breakfasts. highly recommend",Puri Saron Seminyak
39,Good Spot,40,May 2019,"Loved the pool swim up bar and the location - right by the beach and La Plancha. Our room was clean, The food was good. Breakfast was nice. Great cocktails and the staff were friendly. I would stay there again.",Puri Saron Seminyak
40,Oasis in the Middle of Seminyak/Kuta Bali,50,January 2020,"We ended up picking this hotel because of the reviews.
We weren’t disappointed!!
Right from our check in process to the Rooms to the Dining room. Normally we have found the prices at the resort hotels higher than the surroundings but it was the opposite here with Amazing service from all staff including check in.
Special thanks to Mr. Alit and his team as well as the breakfast and dining staff Wei Weit, Priska, and trainee Sayu who
truly care about their guests.
The grounds are immaculate and face the beach. But far enough distance to be Not be bothered by traffic noise or loud party noise from the beach.
The beach was warm and safe.
The pool is amazing.
Great vacation.",Puri Saron Seminyak
41,True Bali authenic experience and hospitality,50,January 2020,"Great location an service, very hospitable and friendly staff especially Wiwik.
Room service and extention of check out hours were accommodating and flexible.
Will definitely return and highly recommend it.",Puri Saron Seminyak
42,Super friendly and helpful Staff! Great atmosphere and awesome location!,50,January 2020,"Just got back from staying at the Puri Saron for 8 nights. The staff were extremely kind and helpful. They upgraded us for free to a Deluxe Chalet and then we experienced an issue with the toilet in that room they discounted the rate and we upgraded to a Deluxe Superior Room. They were very gracious and kind about this and the bellboy was extremely friendly and helpful and refused to let me carry
My bag even though we moved rooms a few times. Throughout our stay we were always greeted by all staff members with warm smiles and hellos. There was security at both the front entrance and beach entrance so you always felt safe. The pool bar staff were great and always played song requests and had smiles on their faces. The pool had a fantastic atmosphere! The hotel is a traditional Bali style hotel and whilst some rooms are a little dated the staff, facilities & location make up for this. On our last day we left for the airport only to find out our flight was delayed 6 hrs. So we hopped back into a taxi and headed back to the hotel hoping to leave our bags for a few hours. We were blown away when they let us check back into our room as they said checkout wasn’t till 12pm & then on top of that let us stay in the room until 2pm free of charge. They had already cleaned our room & still let us go back in. The manager personally came out to chat to us and we were very very grateful for this as we were both feeling unwell so were very appreciative to be able to check back into a room. If you’re after warm Balinese hospitality this is a great pick for a hotel!",Puri Saron Seminyak
43,In need of a total upgrade,20,January 2020,"This is the fourth time I have stayed at the Puri Saron and the place has gone down hill.
Great location with the beach at the back but that it all. There is not enough lighting in the bathroom to put your makeup on. Breakfast is supposed to be served from 6-10 but on two occasions we went early due to going on tours you couldn’t get hot food, once was at 6.40am. Also sent at 9.40am and nearly everything was empty, couldn’t even get a glass for juice. We ended up having breakfast out most days even though it was included in the room because the choice was very limited.
The air conditioning in our room kept on leaking and by the last day the bathrooom smelt like sewerage from the smell coming out of the drains.
You can hear the music from the beach when trying to go to sleep if you are early to go to bed.
I would not stay there again unless they spend some money on the place",Puri Saron Seminyak
44,Great location and hotel,50,December 2019,"I stayed here for 2 nights over New Years Eve. From the beginning until the end of my stay, the staff were just wonderful. Always a welcoming smile and hello from all that passed you. Happy to organise your trip. They just made the stay easy and fun. The location is just fantastic. Right by the beach and walking distance to shops and restaurants. There's even a free shuttle to Kuta if you like. New Years Eve on the beach was fantastic with all the fireworks going off everywhere. The rooms were lovely. Can't complain about a thing. Would book there again without hesitation.",Puri Saron Seminyak
45,Bad service,10,December 2019,"This hotel is old and need a total renovation. This hotel has no soul and no creativity at all. Poor service, poor bathroom functions like poor working taps, no water pressure and hardly any hot water. Breakfast was very much below standart of a star hotel in Bali. The only nice place was the Italian pizza restaurant Warung Bola, which was not even part of the hotel.",Puri Saron Seminyak
46,Nice location,50,November 2019,"The resort was nice. Rooms were neat and clean. Very close to the the market. It's a beach property.

Negative
The restaurant have a very limited food.
Swimming pool was not every clean.
The food menu at the hotel was expensive.",Puri Saron Seminyak
47,Excellent hotel,40,January 2020,"Great hotel, perfectly located on the beach. Lovely pool with swim up bar and excellent staff. The banana cocktail is amazing! Was not a fan of their breakfast but would definitely visit again. Good laundry service.",Puri Saron Seminyak
48,Value for money,50,January 2020,"Perfect location, on the beach.
Walking distance to everything. Typically beautiful Indonesian hospitality.
Very clean and attentive service. Rooms are a decent size.
Great service in all aspects.
Will go back again",Puri Saron Seminyak
49,Strategic location in Seminyak,50,December 2019,"very strategic place, behind the hotel is seminyak beach and La Plancha

Price is worthed if you love beach in seminyak

All staff is very friendly and warm hospitality. Breakfast is good. Always book this hotel when i visit seminyak and never let me down",Puri Saron Seminyak
50,Surprisingly Lovely hotel right in the beach!,50,January 2020,"After several emails asking for payment via a ‘link’ even though booking.com had my credit card details, I was wondering if it was a ‘phantom’ hotel, glad to say it is real and although dated, it has nice rooms, friendly staff, lovely pool, garden, breakfast area & is kept clean and tidy and good value for money too!",Puri Saron Seminyak
51,Great Location,50,September 2019,This hotel was lovely! It is a large property extending from the beach a long way back to the street frontage on the other side. On checking in we were upgraded to a better room at no extra charge which was on the second floor overlooking a peaceful garden area. The room was large and had a large ensuite as well. The facilities were great and loved the pool with a swim up bar. The staff were all very helpful and friendly. A beautiful western breakfast was included in the restaurant and we found the staff there to be delightful. A great location for walks along the beach or through to Seminyak or Legian. Would definitely stay here again.,Puri Saron Seminyak
52,Happy holiday,50,December 2019,"We stayed for four weeks at this hotel and had a fantastic holiday - mainly due to the staff being so friendly and helpful. great location by the beach, local shops across the road and bars and restaurants easy walking. Highly recomend",Puri Saron Seminyak
53,Good and bad,40,December 2019,"We stayed for 6 nights and had 2 rooms between 4 adults. 6 nights in December. Perfect location for young families with small children, couples and young adults. Plenty of restaurants in the area but the hotel food is excellent too. Staff and customer service couldn't be faulted.

My only problem is the room we had 1112 had a musty smell the entire stay which got worse through the night. Not sure if it was from the bathroom or the noisy old air conditioner.The room was dark and in need of extra lighting. However, our sons had the room next door 1114, no musty smell, the room was light and bright. Both rooms were large with spacious bathrooms and ours had a very comfy king size bed. These rooms were on the ground level with a courtyard.

We will stay again at this property",Puri Saron Seminyak
54,Little gem,50,August 2019,"Love this hotel. Traditional Bali hotel in a great location opposite the beach and beach restaurants away from the busy streets. The rooms are clean, spacious, the beds are comfortable, very quiet and private. It has great pool with swim up bar, good food and the staff are amazing. I have stayed here many times and look forward to staying here again.",Puri Saron Seminyak
55,Attention by management would lift the property!,30,December 2019,"We stayed 2 nights at Puri Saron on transfer north.  The hotel is well located on the edge of Seminyak towards Legian and across one road from the beach with beach clubs, other hotels and local restaurants adjacent.

To be fair Puri Saron is an ageing property but one that is still comfortable in its own skin. The property is generally maintained and the garden is a credit to the many staff involved.  However in our room the door to the fridge ""cupboard"" was damaged and the rain head in the shower/bath didn't work. During a stoem the air vent above the toilet deposited a heap of gunk on the seat and floor.

There is a largish pool complex built around a swim-up bar with space for the littlies and another for older kids.  During the day a small grill bar is also open near the pool and a pizza bar (perhaps privately run) nestles at the rear of the property (besides the road).

Our room was upstairs not far from reception (and quite a walk to breakfast and the pool).  The room was large as was the bathroom with a tiled floor throughout complete with aircon and a good sized tv.  Most furniture was either built in situ (cement) or built in, a dated concept.  The bed was a genuine king size and very comfortable with good reading lights.  Outside on the balcony were seats to sit out.  Towel rails or hooks (presently neither) would improve the bathroom.

Breakfast satisfied our requirements (with juice, fresh fruit (great papaya), cereal, toast and pastries, hot choices complete with an egg station with tea/coffee) but might have had more generous dishes with a couple more choices replenished more frequently.  Disappointingly, on our first day the muesli appeared stale as were the croissants!  Proper supervision would have noted the criossants were sub standard! Not nearly good enough.

So whilst you were aware of the age of the property and it was satisfactory to our needs and the pricepoint, improvements could be undertaken with minimal cost to achieve great improvements

Like most Bali destinations our stay at Puri Saron was made complete by the pleasant, polite and efficient staff particularly the housekeepers, gardeners and restaurant staff.  Thanks to all.",Puri Saron Seminyak
56,Wonderful stay,50,December 2019,"We stayed at Puri Saron for 6 nights.. The swimming pool with swim up bar was fantastic.. Very friendly staff, clean rooms.. Lovely breakfast which differed slightly every morning.. I'll definitely stay here again.",Puri Saron Seminyak
57,Perfect stay -again,50,December 2019,"Puri Saron, located right on the beach at Seminyak, has the perfect location, beautiful gardens, nicely appointed rooms, fabulous breakfast and friendly, charming staff.
We’ve stayed here many times, highly recommend this property, and will certainly be back.",Puri Saron Seminyak
58,A very nice hotel for holidays or business,50,December 2019,"Puri Saron Seminyak is a real gem! The view from the outside is particularly inviting, and when stepping through the main doors, you are immediately struck by the beautiful, marbled reception area. Light and airy, and very spacious - very welcoming. The staff throughout the hotel were very professional, friendly and extremely helpful. The breakfasts were amazing, a wonderful selection, and again, the staff were very efficient and helpful in making the breakfast times enjoyable. The location of the hotel is great - right in the middle of most attractions, which are within walking distance. The room I had was very spacious and well equipped with all essentials. I have no hesitation in recommending this hotel to visitors to Bali. Thank you Puri Saron Seminyak for making my stay so special.",Puri Saron Seminyak
59,Nice hotel for couples and families with great service and kind employees,40,November 2019,"We stayed 3 weeks in this hotel and was of all the hotels we have stayed in, the most pleasant so far. The staff and employees are very kind and helpful. We really felt at home. The initial room that was booked for us was at the third floor and because of a severe accident prior to my holyday it was not convenient for me to walk 6 stairs all of the time. Without any arguments the hotel room manager gave us a bungalow room upgrade at ground level at no extra charge!

The rooms are clean and beds are good, in the other comments I read that they are dated, and they are here and there. We have stayed in very expensive hotel rooms and they are not perfect as well.

The hotel is situated directly near the beach and just separated by a small street. On the beach is plenty of entertainment, bars, restaurants etc.

The hotel garden is neatly decorated with ornaments, ponds and a large swimming pool. The bar in the pool offers a variety of drinks, cocktails and delicious food at reasonable prizes.

We had an excellent buffet breakfast in the morning with European and Indonesian food, fruit’s and serials. At wish you can have a variety of fresh baked eggs, pancakes or French toast.

The hotel is very quiet at night, and we did not experience any soundly party guests.

We will surely return to this hotel next year!",Puri Saron Seminyak
